date,wz,wi,wk,qu,qd
1997-12-15,39.12,,41.30,187.79,154.00
1997-12-16,43.71,,45.42,393.98,279.00
1997-12-17,43.61,,45.07,1247.13,1010.00
1997-12-18,41.21,,42.59,1088.80,911.00
1997-12-19,39.28,,40.39,758.18,634.00
1997-12-20,39.85,,40.67,574.34,483.00
1997-12-21,38.16,,39.25,475.87,404.00
1997-12-22,37.11,,38.05,414.81,348.00
1997-12-23,37.51,,38.82,363.70,307.00
1997-12-24,38.01,,38.74,335.87,282.00
1997-12-25,37.28,,38.47,300.59,259.00
1997-12-26,36.91,,37.84,285.04,238.00
1997-12-27,38.31,,39.72,265.82,224.00
1997-12-28,40.49,,41.85,253.29,214.00
1997-12-29,41.91,,43.38,256.89,223.00
1997-12-30,39.84,,41.30,291.04,244.00
1997-12-31,39.23,,40.27,346.51,286.00
1998-01-01,38.92,,41.10,376.27,318.00
1998-01-02,41.00,,41.89,422.13,356.00
1998-01-03,39.06,,40.98,468.86,400.00
1998-01-04,37.82,,38.90,478.32,417.00
1998-01-05,38.62,,40.51,478.15,400.00
1998-01-06,40.53,,41.65,436.56,372.00
1998-01-07,41.24,,42.91,416.77,363.00
1998-01-08,38.24,,39.80,413.23,343.00
1998-01-09,35.54,,37.56,381.66,319.00
1998-01-10,35.48,,36.31,356.83,297.00
1998-01-11,32.28,,34.54,354.48,289.00
1998-01-12,31.91,,32.55,313.55,262.00
1998-01-13,31.99,,32.53,305.65,256.00
1998-01-14,32.87,,35.99,417.93,321.00
1998-01-15,37.85,,39.45,919.29,708.00
1998-01-16,39.07,,40.79,788.91,601.00
1998-01-17,42.41,,43.89,1289.06,970.00
1998-01-18,42.08,,43.02,1713.39,1340.00
1998-01-19,42.93,,43.65,2144.90,1610.00
1998-01-20,40.60,,41.89,2128.53,1690.00
1998-01-21,40.24,,41.89,1524.04,1220.00
1998-01-22,41.90,,43.14,1263.38,990.00
1998-01-23,42.64,,43.95,1189.19,900.00
1998-01-24,43.37,,44.09,1242.62,934.00
1998-01-25,42.92,,44.28,1227.96,964.00
1998-01-26,44.35,,45.38,1162.65,913.00
1998-01-27,44.51,,45.19,1581.32,1230.00
1998-01-28,42.43,,43.97,1933.20,1570.00
1998-01-29,42.84,,43.69,1716.19,1400.00
1998-01-30,42.99,,44.16,1635.10,1350.00
1998-01-31,40.93,,43.22,1426.49,1180.00
1998-02-01,40.10,,41.22,1209.75,1000.00
1998-02-02,40.75,,42.00,1044.51,861.00
1998-02-03,42.16,,43.42,905.29,745.00
1998-02-04,43.98,,44.83,963.95,782.00
1998-02-05,42.77,,44.20,1286.99,1090.00
1998-02-06,43.50,,43.93,1200.06,1020.00
1998-02-07,44.50,,46.52,1052.44,896.00
1998-02-08,45.07,,46.36,993.25,836.00
1998-02-09,,,,948.65,813.00
1998-02-10,41.56,,43.61,865.16,735.00
1998-02-11,42.29,,44.40,769.78,647.00
1998-02-12,43.18,,44.52,687.51,579.00
1998-02-13,43.59,,45.89,668.35,559.00
1998-02-14,42.85,,44.13,619.91,518.00
1998-02-15,43.76,,45.89,665.35,556.00
1998-02-16,42.13,,43.73,731.13,599.00
1998-02-17,43.51,,45.26,680.84,563.00
1998-02-18,43.38,,45.26,672.26,536.00
1998-02-19,45.21,,46.36,621.70,510.00
1998-02-20,45.50,,46.99,625.41,495.00
1998-02-21,46.07,,48.19,613.07,505.00
1998-02-22,44.27,,46.01,651.85,539.00
1998-02-23,43.74,,45.66,637.19,528.00
1998-02-24,44.54,,46.72,616.46,507.00
1998-02-25,41.79,,43.61,584.34,486.00
1998-02-26,40.95,,43.77,557.44,466.00
1998-02-27,41.07,,43.10,519.70,428.00
1998-02-28,41.54,,42.87,478.12,398.00
1998-03-01,43.96,,46.25,479.87,396.00
1998-03-02,44.89,,46.01,530.71,407.00
1998-03-03,42.96,,45.15,816.71,612.00
1998-03-04,42.02,,43.89,983.98,711.00
1998-03-05,41.51,,44.44,1036.58,746.00
1998-03-06,41.27,,43.26,999.93,731.00
1998-03-07,41.98,,44.52,906.41,686.00
1998-03-08,44.10,,46.09,857.68,637.00
1998-03-09,44.79,,46.68,851.56,624.00
1998-03-10,45.72,,47.43,972.73,691.00
1998-03-11,48.01,,50.81,1136.65,803.00
1998-03-12,48.89,,51.43,1281.80,907.00
1998-03-13,49.43,,51.00,1480.68,1080.00
1998-03-14,48.45,,50.29,1717.44,1340.00
1998-03-15,47.59,,49.51,1742.19,1390.00
1998-03-16,45.78,,47.66,1675.52,1350.00
1998-03-17,44.58,,47.23,1503.23,1220.00
1998-03-18,44.69,,47.86,1268.33,1030.00
1998-03-19,45.84,,48.72,1091.47,889.00
1998-03-20,48.19,,51.08,992.04,800.00
1998-03-21,48.96,,50.41,1019.40,814.00
1998-03-22,49.09,,50.22,1317.81,1040.00
1998-03-23,47.39,,49.43,2212.20,1810.00
1998-03-24,46.30,,49.08,3215.74,2750.00
1998-03-25,46.26,,48.05,2958.78,2510.00
1998-03-26,45.60,,47.27,2456.49,2090.00
1998-03-27,44.01,,45.74,2093.21,1770.00
1998-03-28,43.02,,45.07,1755.22,1490.00
1998-03-29,43.17,,46.64,1498.13,1270.00
1998-03-30,44.89,,47.50,1267.55,1090.00
1998-03-31,46.35,,47.78,1164.60,968.00
1998-04-01,46.23,,47.62,1048.62,883.00
1998-04-02,46.49,,49.08,961.85,807.00
1998-04-03,47.40,,48.92,895.71,743.00
1998-04-04,47.39,,50.22,880.61,733.00
1998-04-05,48.66,,52.34,879.91,727.00
1998-04-06,48.65,,51.91,829.85,708.00
1998-04-07,49.98,,53.12,869.37,703.00
1998-04-08,47.40,,50.22,799.12,681.00
1998-04-09,49.47,,51.98,782.34,648.00
1998-04-10,51.35,,53.95,774.78,645.00
1998-04-11,50.37,,52.77,799.31,674.00
1998-04-12,47.11,,50.41,844.20,713.00
1998-04-13,47.20,,49.55,800.20,680.00
1998-04-14,46.25,,48.76,859.71,712.00
1998-04-15,48.12,,51.24,809.05,715.00
1998-04-16,48.15,,51.98,796.56,730.00
1998-04-17,50.77,,55.25,823.79,713.00
1998-04-18,50.66,,52.57,145.19,712.00
1998-04-19,52.39,,56.50,1271.23,710.00
1998-04-20,53.65,,57.25,856.14,729.00
1998-04-21,55.79,,59.14,895.05,801.00
1998-04-22,54.99,,58.23,1065.95,971.00
1998-04-23,53.73,,55.36,1340.54,1200.00
1998-04-24,50.84,,53.56,1555.58,1460.00
1998-04-25,49.56,,53.16,1271.97,1210.00
1998-04-26,51.27,,55.09,1085.91,996.00
1998-04-27,53.90,,57.49,963.24,896.00
1998-04-28,55.64,,59.57,916.95,872.00
1998-04-29,57.25,,60.75,921.55,876.00
1998-04-30,59.21,,62.20,934.38,883.00
1998-05-01,58.85,,61.02,921.13,887.00
1998-05-02,58.97,,61.02,909.78,881.00
1998-05-03,59.60,,63.34,904.73,848.00
1998-05-04,60.69,,63.97,811.87,772.00
1998-05-05,62.04,,64.99,773.02,750.00
1998-05-06,68.99,,641.41,710.37,682.00
1998-05-07,62.93,,66.48,624.02,601.00
1998-05-08,59.52,,63.46,544.76,539.00
1998-05-09,56.10,,58.86,602.12,568.00
1998-05-10,56.04,,58.31,584.37,556.00
1998-05-11,55.57,,58.43,527.51,516.00
1998-05-12,56.67,,58.62,495.39,518.00
1998-05-13,54.85,,58.00,512.24,518.00
1998-05-14,52.20,,53.71,586.88,547.00
1998-05-15,52.88,,56.19,669.75,590.00
1998-05-16,52.94,,55.01,726.25,658.00
1998-05-17,50.12,,52.61,921.85,783.00
1998-05-18,51.49,,56.82,2212.64,1650.00
1998-05-19,60.51,,631.82,2193.07,1800.00
1998-05-20,53.63,,55.87,1807.40,1510.00
1998-05-21,51.46,,53.71,1520.38,1270.00
1998-05-22,53.20,,57.92,1376.04,1160.00
1998-05-23,53.62,,55.44,1465.90,1430.00
1998-05-24,54.36,,57.52,1419.79,1450.00
1998-05-25,52.57,,56.97,1908.18,1920.00
1998-05-26,48.76,,50.77,2880.00,2880.00
1998-05-27,49.29,,52.30,3413.87,3420.00
1998-05-28,57.25,,625.22,3067.49,3170.00
1998-05-29,52.20,,54.58,2470.36,2560.00
1998-05-30,52.59,,56.74,2018.06,1850.00
1998-05-31,55.77,,61.06,1602.03,1560.00
1998-06-01,59.03,,63.10,1380.00,1380.00
1998-06-02,59.25,,63.07,1115.93,1140.00
1998-06-03,60.62,,64.60,958.87,965.00
1998-06-04,61.13,,65.15,802.39,784.00
1998-06-05,63.42,,67.66,707.34,671.00
1998-06-06,61.66,,65.15,646.00,646.00
1998-06-07,61.92,,64.95,597.69,592.00
1998-06-08,63.62,,67.82,576.00,576.00
1998-06-09,65.42,,69.75,505.18,517.00
1998-06-10,62.12,,66.68,439.79,470.00
1998-06-11,62.75,,68.49,374.03,465.00
1998-06-12,65.50,,70.30,348.02,473.00
1998-06-13,64.41,,67.54,290.19,463.00
1998-06-14,61.36,,66.37,262.02,465.00
1998-06-15,61.08,,64.99,250.40,463.00
1998-06-16,56.05,,60.04,260.41,472.00
1998-06-17,59.84,,65.66,270.22,464.00
1998-06-18,61.57,,66.80,242.44,457.00
1998-06-19,58.32,,62.24,182.97,455.00
1998-06-20,59.22,,65.31,175.41,451.00
1998-06-21,61.26,,66.29,141.59,438.00
1998-06-22,61.14,,66.44,125.43,448.00
1998-06-23,60.58,,66.29,131.29,480.00
1998-06-24,56.64,,61.06,185.55,507.00
1998-06-25,56.19,,59.10,176.38,502.00
1998-06-26,55.95,,60.71,180.50,492.00
1998-06-27,59.48,,66.41,171.04,405.00
1998-06-28,62.50,,68.33,142.53,400.00
1998-06-29,62.48,,68.53,130.17,398.00
1998-06-30,64.16,,69.08,129.37,361.00
1998-07-01,65.45,,71.55,126.88,343.00
1998-07-02,66.21,,70.53,115.27,328.00
1998-07-03,64.68,,68.92,118.19,315.00
1998-07-04,64.69,,70.18,114.61,310.00
1998-07-05,65.14,,68.96,108.17,301.00
1998-07-06,66.99,,72.81,87.16,280.00
1998-07-07,68.34,,74.23,88.63,259.00
1998-07-08,68.62,,73.05,75.13,264.00
1998-07-09,68.20,,74.11,67.13,256.00
1998-07-10,68.71,,73.01,90.41,252.00
1998-07-11,67.47,,72.69,100.37,242.00
1998-07-12,67.57,,73.36,95.37,237.00
1998-07-13,68.16,,73.60,74.84,220.00
1998-07-14,68.44,,74.26,58.82,227.00
1998-07-15,68.83,,74.19,70.63,234.00
1998-07-16,69.68,,75.33,45.27,231.00
1998-07-17,69.61,,74.81,49.31,243.00
1998-07-18,68.67,,74.19,29.39,260.00
1998-07-19,66.77,,72.06,52.94,271.00
1998-07-20,64.76,,70.88,33.22,260.00
1998-07-21,64.89,,70.88,42.01,266.00
1998-07-22,66.46,,72.54,48.97,254.00
1998-07-23,65.61,,69.90,46.58,240.00
1998-07-24,72.85,,643.21,38.08,236.00
1998-07-25,68.19,,73.75,39.89,226.00
1998-07-26,69.57,,74.78,27.60,227.00
1998-07-27,69.01,,74.26,74.65,233.00
1998-07-28,67.89,,73.52,-24.78,250.00
1998-07-29,65.82,,70.30,23.36,244.00
1998-07-30,66.97,,71.55,25.90,236.00
1998-07-31,63.51,,68.72,39.39,252.00
1998-08-01,64.83,,70.92,51.01,262.00
1998-08-02,66.48,,72.26,44.01,245.00
1998-08-03,67.38,,73.16,42.20,238.00
1998-08-04,68.24,,74.03,14.14,225.00
1998-08-05,69.04,,73.36,20.67,210.00
1998-08-06,66.41,,71.28,8.11,221.00
1998-08-07,64.47,,69.63,20.86,232.00
1998-08-08,64.09,,69.71,24.19,234.00
1998-08-09,64.86,,70.41,15.52,224.00
1998-08-10,65.46,,70.53,21.13,232.00
1998-08-11,65.42,,71.20,25.46,235.00
1998-08-12,65.95,,71.71,16.13,232.00
1998-08-13,66.70,,72.02,10.86,226.00
1998-08-14,66.73,,71.99,18.16,227.00
1998-08-15,65.59,,70.10,11.97,232.00
1998-08-16,61.70,,66.99,18.60,236.00
1998-08-17,61.47,,67.03,27.16,225.00
1998-08-18,62.39,,67.58,22.90,204.00
1998-08-19,62.94,,68.17,11.34,203.00
1998-08-20,64.45,,68.76,19.26,202.00
1998-08-21,64.87,,70.30,15.89,209.00
1998-08-22,64.10,,69.23,113.49,209.00
1998-08-23,64.40,,68.41,-68.15,211.00
1998-08-24,62.38,,67.98,18.92,223.00
1998-08-25,63.10,,68.13,19.54,230.00
1998-08-26,63.07,,67.78,20.85,241.00
1998-08-27,62.55,,67.86,26.15,230.00
1998-08-28,63.83,,69.04,25.21,225.00
1998-08-29,65.17,,69.82,22.05,220.00
1998-08-30,64.68,,69.86,18.18,219.00
1998-08-31,65.07,,70.10,17.59,217.00
1998-09-01,65.28,,69.94,27.04,215.00
1998-09-02,65.59,,70.65,7.63,205.00
1998-09-03,65.36,,69.82,2.27,212.00
1998-09-04,65.73,,70.81,17.43,223.00
1998-09-05,65.29,,69.43,23.02,213.00
1998-09-06,64.79,,69.86,25.32,198.00
1998-09-07,63.07,,67.07,32.86,201.00
1998-09-08,64.14,,68.06,52.12,203.00
1998-09-09,61.57,,65.50,53.82,177.00
1998-09-10,62.71,,67.98,44.83,158.00
1998-09-11,63.63,,68.17,-7.82,187.00
1998-09-12,62.43,,67.39,11.94,261.00
1998-09-13,63.10,,68.10,9.78,266.00
1998-09-14,63.20,,68.10,19.06,273.00
1998-09-15,64.02,,68.41,12.24,273.00
1998-09-16,65.76,,69.98,21.24,270.00
1998-09-17,62.97,,66.60,14.24,273.00
1998-09-18,60.51,,63.46,92.55,284.00
1998-09-19,60.91,,65.27,25.04,288.00
1998-09-20,60.67,,63.38,80.93,287.00
1998-09-21,60.60,,65.27,72.70,271.00
1998-09-22,61.90,,66.25,72.54,209.00
1998-09-23,63.25,,67.54,63.62,200.00
1998-09-24,62.05,,65.07,53.99,192.00
1998-09-25,60.70,,63.10,57.23,192.00
1998-09-26,60.40,,64.44,59.80,199.00
1998-09-27,60.86,,65.46,66.61,202.00
1998-09-28,62.48,,66.60,68.83,215.00
1998-09-29,62.71,,66.72,53.35,210.00
1998-09-30,62.90,,66.37,59.42,206.00
1998-10-01,62.57,,65.89,33.75,252.00
1998-10-02,61.12,,63.58,61.78,297.00
1998-10-03,59.03,,61.57,56.81,280.00
1998-10-04,59.33,,62.91,64.36,283.00
1998-10-05,58.62,,62.67,65.87,282.00
1998-10-06,58.91,,62.63,75.14,239.00
1998-10-07,59.96,,63.77,65.22,235.00
1998-10-08,59.55,,61.97,58.78,235.00
1998-10-09,58.07,,61.38,126.43,237.00
1998-10-10,57.40,,60.59,68.54,239.00
1998-10-11,54.81,,57.29,64.71,239.00
1998-10-12,55.90,,58.27,61.75,239.00
1998-10-13,57.51,,60.43,72.86,240.00
1998-10-14,56.53,,59.02,63.81,239.00
1998-10-15,53.47,,56.11,73.54,240.00
1998-10-16,52.72,,56.27,72.43,243.00
1998-10-17,52.57,,55.91,74.94,242.00
1998-10-18,55.10,,58.51,66.39,239.00
1998-10-19,52.24,,55.01,63.87,239.00
1998-10-20,51.29,,54.38,55.95,256.00
1998-10-21,52.11,,54.89,66.81,285.00
1998-10-22,51.59,,54.62,63.16,288.00
1998-10-23,52.60,,55.64,74.24,288.00
1998-10-24,52.57,,54.97,65.90,289.00
1998-10-25,54.71,,57.80,80.68,292.00
1998-10-26,53.86,,56.70,72.38,291.00
1998-10-27,53.52,,56.15,76.81,292.00
1998-10-28,52.61,,55.48,93.79,282.00
1998-10-29,49.57,,52.46,87.63,258.00
1998-10-30,47.95,,50.41,101.90,243.00
1998-10-31,48.11,,49.74,82.71,219.00
1998-11-01,49.95,,52.26,113.62,212.00
1998-11-02,48.91,,51.71,87.50,178.00
1998-11-03,47.25,,49.15,85.22,177.00
1998-11-04,49.65,,51.59,83.75,177.00
1998-11-05,49.78,,51.04,97.43,184.00
1998-11-06,46.79,,48.72,112.63,201.00
1998-11-07,45.35,,46.99,126.59,210.00
1998-11-08,46.74,,49.82,168.41,237.00
1998-11-09,46.05,,48.29,165.21,226.00
1998-11-10,45.13,,46.80,144.51,172.00
1998-11-11,46.31,,49.47,144.80,163.00
1998-11-12,45.86,,47.39,139.53,156.00
1998-11-13,47.47,,49.27,139.53,156.00
1998-11-14,49.28,,51.28,144.53,161.00
1998-11-15,50.02,,52.14,159.98,171.00
1998-11-16,48.42,,50.61,168.84,178.00
1998-11-17,47.15,,48.53,191.28,195.00
1998-11-18,45.85,,47.86,223.00,223.00
1998-11-19,46.39,,48.37,287.81,242.00
1998-11-20,47.74,,49.31,321.10,226.00
1998-11-21,48.30,,49.43,565.82,462.00
1998-11-22,45.97,,48.13,1350.85,1230.00
1998-11-23,46.17,,47.43,988.14,879.00
1998-11-24,45.41,,46.72,846.90,735.00
1998-11-25,46.69,,48.37,1162.37,1040.00
1998-11-26,47.08,,48.33,1561.77,1450.00
1998-11-27,46.61,,48.33,1126.29,1020.00
1998-11-28,46.01,,47.35,967.35,858.00
1998-11-29,44.12,,45.70,896.78,787.00
1998-11-30,44.37,,45.30,850.43,718.00
1998-12-01,44.44,,45.85,1040.76,857.00
1998-12-02,45.63,,47.03,1618.52,1400.00
1998-12-03,44.47,,46.29,2754.16,2420.00
1998-12-04,42.38,,44.28,1802.67,1620.00
1998-12-05,41.56,,43.38,1398.02,1140.00
1998-12-06,40.53,,41.92,1053.90,898.00
1998-12-07,40.80,,42.75,862.87,729.00
1998-12-08,40.57,,42.12,749.57,638.00
1998-12-09,38.67,,40.43,643.74,545.00
1998-12-10,39.56,,41.73,572.47,482.00
1998-12-11,42.73,,44.71,562.76,463.00
1998-12-12,44.49,,45.89,1055.18,789.00
1998-12-13,45.40,,46.52,1296.75,1000.00
1998-12-14,42.86,,45.46,1391.23,1120.00
1998-12-15,41.18,,43.02,1220.41,1020.00
1998-12-16,41.28,,42.87,1025.91,857.00
1998-12-17,40.91,,42.71,878.67,735.00
1998-12-18,39.90,,42.55,792.85,663.00
1998-12-19,34.35,,38.35,722.19,601.00
1998-12-20,31.83,,33.14,582.59,504.00
1998-12-21,31.79,,33.19,457.02,391.00
1998-12-22,31.95,,33.19,428.03,364.00
1998-12-23,31.91,,33.19,374.45,336.00
1998-12-24,31.69,,33.18,418.88,334.00
1998-12-25,32.55,,34.30,419.74,340.00
1998-12-26,36.67,,39.37,414.32,357.00
1998-12-27,39.00,,42.59,472.08,378.00
1998-12-28,41.80,,42.91,1341.23,1200.00
1998-12-29,42.20,,43.69,2830.00,2290.00
1998-12-30,42.70,,43.89,5297.37,4310.00
1998-12-31,42.19,,43.69,5297.24,4480.00
1999-01-01,41.08,,42.75,3657.89,3060.00
1999-01-02,39.50,,40.90,2526.27,2090.00
1999-01-03,37.74,,39.61,1805.08,1490.00
1999-01-04,37.69,,39.17,1402.96,1150.00
1999-01-05,39.71,,42.79,1156.90,937.00
1999-01-06,41.88,,43.14,978.10,795.00
1999-01-07,41.97,,43.65,866.17,701.00
1999-01-08,40.38,,42.44,765.32,626.00
1999-01-09,42.20,,43.89,686.87,559.00
1999-01-10,43.79,,45.34,653.40,522.00
1999-01-11,43.03,,44.71,702.97,568.00
1999-01-12,41.96,,43.50,780.70,651.00
1999-01-13,41.60,,43.77,810.19,677.00
1999-01-14,44.15,,46.17,800.21,666.00
1999-01-15,43.51,,45.93,2157.82,1780.00
1999-01-16,41.84,,43.26,3078.25,2580.00
1999-01-17,41.09,,42.51,2445.60,2020.00
1999-01-18,42.17,,44.13,2102.21,1720.00
1999-01-19,42.40,,43.89,1784.11,1430.00
1999-01-20,42.47,,43.93,1636.97,1380.00
1999-01-21,42.69,,43.81,1956.93,1480.00
1999-01-22,42.01,,43.22,1820.72,1500.00
1999-01-23,41.53,,42.79,1661.86,1360.00
1999-01-24,40.86,,42.28,1386.72,1130.00
1999-01-25,38.42,,40.90,1158.18,930.00
1999-01-26,38.46,,39.80,1004.28,808.00
1999-01-27,38.79,,40.47,873.29,699.00
1999-01-28,40.27,,42.12,756.61,608.00
1999-01-29,40.93,,42.28,700.44,544.00
1999-01-30,39.80,,41.30,590.52,490.00
1999-01-31,39.37,,41.37,550.58,450.00
1999-02-01,38.08,,39.57,518.13,414.00
1999-02-02,40.70,,43.50,471.00,386.00
1999-02-03,40.20,,41.57,471.87,378.00
1999-02-04,41.21,,43.50,431.60,361.00
1999-02-05,39.22,,41.34,438.87,345.00
1999-02-06,42.27,,45.19,394.58,332.00
1999-02-07,42.88,,45.07,408.33,338.00
1999-02-08,38.94,,41.10,417.00,338.00
1999-02-09,37.82,,39.13,444.12,357.00
1999-02-10,36.38,,39.23,413.31,350.00
1999-02-11,37.28,,40.00,394.07,319.00
1999-02-12,38.22,,39.96,352.27,301.00
1999-02-13,39.47,,41.69,347.71,292.00
1999-02-14,42.46,,44.79,389.22,313.00
1999-02-15,43.27,,45.46,420.17,332.00
1999-02-16,43.27,,44.52,434.19,350.00
1999-02-17,42.73,,44.64,656.66,504.00
1999-02-18,41.20,,42.83,886.07,683.00
1999-02-19,42.12,,44.71,849.10,695.00
1999-02-20,40.69,,43.42,790.06,638.00
1999-02-21,42.10,,44.44,717.66,578.00
1999-02-22,41.58,,43.34,698.05,554.00
1999-02-23,43.13,,45.46,777.56,607.00
1999-02-24,44.64,,45.58,1211.49,966.00
1999-02-25,43.38,,44.60,2099.84,1720.00
1999-02-26,41.95,,43.61,2065.18,1710.00
1999-02-27,42.22,,44.20,1840.66,1450.00
1999-02-28,44.11,,45.81,2965.14,2330.00
1999-03-01,42.99,,45.03,4645.57,3830.00
1999-03-02,41.88,,44.56,3483.25,2870.00
1999-03-03,43.11,,45.46,2564.32,2090.00
1999-03-04,41.57,,44.09,2004.17,1620.00
1999-03-05,41.00,,44.13,1559.10,1310.00
1999-03-06,41.37,,43.77,1373.46,1090.00
1999-03-07,41.41,,43.22,1193.77,960.00
1999-03-08,40.13,,42.00,1074.80,856.00
1999-03-09,42.36,,44.91,989.62,792.00
1999-03-10,41.34,,43.54,881.55,704.00
1999-03-11,42.80,,45.81,806.79,639.00
1999-03-12,42.48,,44.87,720.62,581.00
1999-03-13,45.68,,47.66,752.44,556.00
1999-03-14,47.52,,50.29,758.71,593.00
1999-03-15,46.35,,48.72,1058.91,811.00
1999-03-16,50.87,,619.40,1307.53,1060.00
1999-03-17,43.64,,45.70,1311.93,1060.00
1999-03-18,45.16,,47.31,1217.05,970.00
1999-03-19,46.25,,49.15,1201.38,968.00
1999-03-20,47.00,,49.51,1571.50,1260.00
1999-03-21,45.91,,48.53,2378.75,1970.00
1999-03-22,45.44,,48.92,2433.87,2010.00
1999-03-23,47.16,,49.35,2366.96,1950.00
1999-03-24,45.64,,48.37,2304.78,1980.00
1999-03-25,46.38,,47.82,2581.28,2150.00
1999-03-26,45.17,,46.88,3061.61,2550.00
1999-03-27,42.68,,44.56,2543.82,2180.00
1999-03-28,42.43,,45.19,1926.27,1670.00
1999-03-29,43.53,,44.91,1571.27,1470.00
1999-03-30,43.05,39.84,46.33,1353.70,1330.00
1999-03-31,44.01,,46.48,1185.77,1150.00
1999-04-01,44.41,39.94,48.29,1071.81,1030.00
1999-04-02,45.41,40.71,49.12,979.57,902.00
1999-04-03,45.21,42.24,47.82,937.80,896.00
1999-04-04,43.36,40.82,45.58,907.41,860.00
1999-04-05,43.60,40.75,46.56,871.76,811.00
1999-04-06,46.01,41.34,50.57,793.95,776.00
1999-04-07,48.04,42.91,52.18,780.39,762.00
1999-04-08,47.52,43.93,50.81,823.69,818.00
1999-04-09,43.78,39.88,47.74,909.38,1000.00
1999-04-10,44.76,40.51,48.41,916.13,910.00
1999-04-11,47.42,42.32,52.26,962.08,938.00
1999-04-12,47.67,45.11,50.69,995.26,983.00
1999-04-13,48.42,44.24,52.57,1045.48,1070.00
1999-04-14,48.09,43.77,51.59,1190.00,1190.00
1999-04-15,47.90,42.95,52.10,1270.00,1270.00
1999-04-16,49.40,45.23,53.60,1346.13,1340.00
1999-04-17,50.65,47.07,53.79,1558.39,1540.00
1999-04-18,50.75,48.49,53.05,1974.08,1950.00
1999-04-19,48.59,46.80,51.36,2383.66,2420.00
1999-04-20,47.65,45.26,49.74,2412.05,2430.00
1999-04-21,46.60,42.79,50.57,2110.21,2080.00
1999-04-22,47.04,43.69,49.82,1692.47,1650.00
1999-04-23,49.06,43.81,54.15,1451.82,1440.00
1999-04-24,51.44,46.95,55.36,1415.92,1440.00
1999-04-25,50.31,48.33,53.99,1571.40,1620.00
1999-04-26,48.31,45.93,50.45,1683.87,1690.00
1999-04-27,47.65,44.60,50.92,1550.00,1550.00
1999-04-28,47.84,44.99,50.53,1324.52,1300.00
1999-04-29,47.67,43.97,51.28,1121.82,1110.00
1999-04-30,51.91,46.88,56.70,985.39,967.00
1999-05-01,51.77,48.80,55.95,978.08,954.00
1999-05-02,48.59,46.36,50.53,1062.26,1050.00
1999-05-03,49.77,46.92,53.08,1149.79,1180.00
1999-05-04,47.71,44.52,50.81,1201.61,1220.00
1999-05-05,48.76,43.42,54.30,1109.79,1140.00
1999-05-06,51.96,47.27,56.19,1080.21,1050.00
1999-05-07,52.04,48.60,54.93,1216.13,1210.00
1999-05-08,48.64,46.01,51.55,1240.00,1240.00
1999-05-09,47.54,44.05,50.69,1160.00,1160.00
1999-05-10,49.05,44.05,53.71,1047.74,1060.00
1999-05-11,50.26,46.60,53.08,936.00,936.00
1999-05-12,52.43,48.68,56.35,941.26,929.00
1999-05-13,49.97,46.64,52.30,945.00,945.00
1999-05-14,48.77,45.19,52.18,877.26,865.00
1999-05-15,50.90,47.82,53.79,834.82,823.00
1999-05-16,52.35,47.86,56.74,804.26,792.00
1999-05-17,53.70,51.67,55.87,821.00,821.00
1999-05-18,53.62,50.73,56.15,1086.13,1080.00
1999-05-19,53.94,49.51,57.88,1261.61,1280.00
1999-05-20,53.88,50.77,56.74,1224.31,1230.00
1999-05-21,54.37,50.65,58.04,1170.00,1170.00
1999-05-22,55.50,50.69,59.76,1090.00,1090.00
1999-05-23,57.90,53.48,62.04,1045.69,1040.00
1999-05-24,60.06,55.99,63.50,1102.26,1090.00
1999-05-25,59.12,56.54,62.59,1150.00,1150.00
1999-05-26,56.61,52.77,60.08,1080.00,1080.00
1999-05-27,57.92,53.32,62.04,914.00,914.00
1999-05-28,59.77,55.40,63.30,821.74,834.00
1999-05-29,60.26,55.99,63.54,768.00,768.00
1999-05-30,59.24,55.17,63.62,680.31,686.00
1999-05-31,59.39,55.56,62.12,616.00,616.00
1999-06-01,57.78,55.01,60.20,595.00,595.00
1999-06-02,55.00,52.65,57.17,584.82,573.00
1999-06-03,57.12,51.98,63.07,535.39,517.00
1999-06-04,61.17,55.99,66.96,484.95,467.00
1999-06-05,61.07,58.27,64.64,452.00,452.00
1999-06-06,57.00,53.99,59.73,419.74,432.00
1999-06-07,58.05,53.16,63.07,343.76,416.00
1999-06-08,56.34,52.69,59.29,341.84,450.00
1999-06-09,57.47,51.00,64.09,362.46,434.00
1999-06-10,60.01,54.07,65.34,236.06,433.00
1999-06-11,60.38,55.05,64.99,269.12,454.00
1999-06-12,61.19,54.66,66.64,226.65,463.00
1999-06-13,64.44,59.06,69.63,220.09,455.00
1999-06-14,64.73,58.59,70.33,248.09,465.00
1999-06-15,65.57,59.92,70.53,207.07,467.00
1999-06-16,64.99,59.53,70.53,217.75,461.00
1999-06-17,63.50,57.84,68.21,190.95,448.00
1999-06-18,69.27,57.88,639.48,177.20,451.00
1999-06-19,60.89,55.17,65.82,151.46,445.00
1999-06-20,58.67,54.50,61.97,161.93,443.00
1999-06-21,59.14,55.13,64.44,173.73,441.00
1999-06-22,60.32,54.42,66.92,153.25,441.00
1999-06-23,56.40,55.76,61.61,152.72,427.00
1999-06-24,59.94,57.68,63.81,174.60,426.00
1999-06-25,58.25,53.32,63.42,237.08,459.00
1999-06-26,64.55,53.91,646.83,200.00,393.00
