date,qu,mm,mx,mn,qd
1983-04-10,214.25,,,,124.00
1983-04-11,202.65,,,,124.00
1983-04-12,180.47,,,,124.00
1983-04-13,150.83,,,,111.00
1983-04-14,154.92,,,,104.00
1983-04-15,149.38,,,,104.00
1983-04-16,113.69,,,,91.00
1983-04-17,122.93,,,,83.60
1983-04-18,111.94,,,,83.20
1983-04-19,106.19,,,,83.50
1983-04-20,111.93,,,,83.70
1983-04-21,79.70,,,,68.10
1983-04-22,93.78,,,,60.00
1983-04-23,111.43,,,,60.00
1983-04-24,99.83,,,,60.00
1983-04-25,76.94,,,,59.80
1983-04-26,87.43,,,,59.20
1983-04-27,63.34,,,,46.20
1983-04-28,80.83,,,,41.00
1983-04-29,52.04,,,,34.90
1983-04-30,83.63,,,,32.20
1983-05-01,66.34,,,,37.60
1983-05-02,77.14,,,,60.00
1983-05-03,62.95,,,,69.00
1983-05-04,57.91,,,,69.00
1983-05-05,57.40,,,,69.00
1983-05-06,69.00,,,,69.00
1983-05-07,68.35,,,,73.90
1983-05-08,105.09,,,,94.00
1983-05-09,71.11,,,,93.80
1983-05-10,50.51,,,,73.20
1983-05-11,36.86,,,,54.00
1983-05-12,53.55,,,,48.00
1983-05-13,53.55,,,,48.00
1983-05-14,48.00,,,,48.00
1983-05-15,61.05,,,,55.00
1983-05-16,69.19,,,,58.10
1983-05-17,38.71,,,,49.80
1983-05-18,51.55,,,,46.00
1983-05-19,46.00,,,,46.00
1983-05-20,40.45,,,,46.00
1983-05-21,39.95,,,,46.00
1983-05-22,40.45,,,,46.00
1983-05-23,34.40,,,,46.00
1983-05-24,35.11,,,,46.20
1983-05-25,38.60,,,,50.20
1983-05-26,35.16,,,,52.30
1983-05-27,34.97,,,,63.20
1983-05-28,35.12,,,,69.40
1983-05-29,24.42,,,,69.80
1983-05-30,18.47,,,,69.90
1983-05-31,29.77,,,,69.60
1983-06-01,29.27,,,,69.10
1983-06-02,29.17,,,,69.00
1983-06-03,23.62,,,,69.00
1983-06-04,24.13,,,,69.00
1983-06-05,23.12,,,,68.50
1983-06-06,17.38,,,,68.30
1983-06-07,22.62,,,,68.00
1983-06-08,17.08,,,,68.00
1983-06-09,17.08,,,,68.00
1983-06-10,23.13,,,,68.00
1983-06-11,22.62,,,,68.00
1983-06-12,23.13,,,,68.00
1983-06-13,28.17,,,,67.50
1983-06-14,16.68,,,,67.60
1983-06-15,39.77,,,,67.50
1983-06-16,22.43,,,,67.30
1983-06-17,10.53,,,,67.00
1983-06-18,2.23,,,,47.10
1983-06-19,23.91,,,,35.00
1983-06-20,33.52,,,,55.70
1983-06-21,-2.22,,,,48.20
1983-06-22,19.86,,,,37.00
1983-06-23,31.45,,,,37.00
1983-06-24,25.91,,,,37.00
1983-06-25,20.36,,,,37.00
1983-06-26,20.36,,,,37.00
1983-06-27,14.31,,,,37.00
1983-06-28,20.36,,,,37.00
1983-06-29,31.45,,,,37.00
1983-06-30,25.91,,,,37.00
1983-07-01,42.55,,,,37.00
1983-07-02,48.09,,,,37.00
1983-07-03,31.45,,,,37.00
1983-07-04,25.91,,,,37.00
1983-07-05,20.36,,,,37.00
1983-07-06,14.31,,,,37.00
1983-07-07,9.27,,,,37.00
1983-07-08,20.36,,,,37.00
1983-07-09,31.45,,,,37.00
1983-07-10,25.91,,,,37.00
1983-07-11,22.31,,,,45.00
1983-07-12,16.72,,,,50.00
1983-07-13,22.27,,,,50.00
1983-07-14,16.72,,,,50.00
1983-07-15,10.67,,,,50.00
1983-07-16,21.37,,,,49.10
1983-07-17,15.72,,,,49.00
1983-07-18,4.63,,,,49.00
1983-07-19,54.95,,,,49.40
1983-07-20,37.91,,,,49.00
1983-07-21,21.27,,,,49.00
1983-07-22,17.58,,,,56.40
1983-07-23,17.89,,,,67.80
1983-07-24,7.00,,,,67.50
1983-07-25,11.54,,,,67.00
1983-07-26,11.54,,,,67.00
1983-07-27,12.05,,,,67.00
1983-07-28,17.59,,,,67.00
1983-07-29,27.04,,,,82.50
1983-07-30,18.82,,,,101.00
1983-07-31,-8.91,,,,101.00
1983-08-01,-12.61,,,,97.30
1983-08-02,0.23,,,,93.00
1983-08-03,3.03,,,,95.80
1983-08-04,3.69,,,,102.00
1983-08-05,-4.90,,,,104.00
1983-08-06,-4.40,,,,104.00
1983-08-07,-4.40,,,,104.00
1983-08-08,-4.40,,,,104.00
1983-08-09,1.65,,,,104.00
1983-08-10,-4.89,,,,103.00
1983-08-11,-3.39,,,,104.00
1983-08-12,-4.39,,,,103.00
1983-08-13,-0.86,,,,103.00
1983-08-14,-8.93,,,,103.00
1983-08-15,-8.93,,,,103.00
1983-08-16,-4.42,,,,107.00
1983-08-17,5.54,,,,122.00
1983-08-18,-10.64,,,,127.00
1983-08-19,-10.13,,,,127.00
1983-08-20,-10.13,,,,127.00
1983-08-21,-9.63,,,,127.00
1983-08-22,-9.13,,,,127.00
1983-08-23,-9.13,,,,127.00
1983-08-24,-8.62,,,,127.00
1983-08-25,-8.12,,,,127.00
1983-08-26,-8.12,,,,127.00
1983-08-27,-7.61,,,,127.00
1983-08-28,-7.61,,,,127.00
1983-08-29,23.23,,,,116.00
1983-08-30,32.75,,,,99.80
1983-08-31,20.82,,,,103.00
1983-09-01,0.65,,,,103.00
1983-09-02,19.19,,,,117.00
1983-09-03,7.53,,,,125.00
1983-09-04,-2.55,,,,125.00
1983-09-05,-7.60,,,,125.00
1983-09-06,4.91,,,,137.00
1983-09-07,-12.30,,,,145.00
1983-09-08,-6.25,,,,145.00
1983-09-09,-6.25,,,,145.00
1983-09-10,4.34,,,,145.00
1983-09-11,24.50,,,,145.00
1983-09-12,-1.20,,,,144.00
1983-09-13,3.77,,,,153.00
1983-09-14,-11.36,,,,153.00
1983-09-15,-5.81,,,,153.00
1983-09-16,-1.80,,,,156.00
1983-09-17,-5.85,,,,157.00
1983-09-18,-0.30,,,,157.00
1983-09-19,-13.00,,,,168.00
1983-09-20,-0.45,,,,175.00
1983-09-21,0.55,,,,176.00
1983-09-22,-13.56,,,,175.00
1983-09-23,-13.56,,,,175.00
1983-09-24,-11.55,,,,176.00
1983-09-25,-10.54,,,,176.00
1983-09-26,-12.05,,,,175.00
1983-09-27,-11.54,,,,175.00
1983-09-28,-16.07,,,,174.00
1983-09-29,-15.57,,,,174.00
1983-09-30,-4.48,,,,175.00
1983-10-01,-17.59,,,,175.00
1983-10-02,-8.51,,,,174.00
1983-10-03,-12.54,,,,174.00
1983-10-04,-6.53,,,,179.00
1983-10-05,-12.10,,,,182.00
1983-10-06,-7.06,,,,182.00
1983-10-07,-11.59,,,,181.00
1983-10-08,-10.58,,,,181.00
1983-10-09,-6.04,,,,180.00
1983-10-10,-10.07,,,,180.00
1983-10-11,-14.60,,,,179.00
1983-10-12,-10.56,,,,178.00
1983-10-13,-9.55,,,,178.00
1983-10-14,-8.54,,,,178.00
1983-10-15,-8.53,,,,177.00
1983-10-16,-8.03,,,,177.00
1983-10-17,-3.48,,,,176.00
1983-10-18,-11.55,,,,176.00
1983-10-19,-55.05,,,,132.00
1983-10-20,6.68,,,,106.00
1983-10-21,-1.89,,,,106.00
1983-10-22,7.18,,,,106.00
1983-10-23,7.18,,,,106.00
1983-10-24,7.69,,,,106.00
1983-10-25,3.15,,,,106.00
1983-10-26,4.16,,,,106.00
1983-10-27,-1.38,,,,105.00
1983-10-28,-0.88,,,,105.00
1983-10-29,-0.37,,,,105.00
1983-10-30,3.66,,,,105.00
1983-10-31,12.74,,,,105.00
1983-11-01,21.31,,,,105.00
1983-11-02,21.31,,,,105.00
1983-11-03,110.03,,,,106.00
1983-11-04,146.85,,,,105.00
1983-11-05,83.82,,,,105.00
1983-11-06,84.33,,,,105.00
1983-11-07,84.33,,,,105.00
1983-11-08,63.15,,,,105.00
1983-11-09,55.09,,,,105.00
1983-11-10,67.19,,,,105.00
1983-11-11,139.28,,52.06,44.24,106.00
1983-11-12,243.64,,48.70,44.16,106.00
1983-11-13,246.14,,46.04,42.83,108.00
1983-11-14,243.61,,48.78,43.54,109.00
1983-11-15,393.80,,56.36,47.06,115.00
1983-11-16,351.90,,51.28,46.28,122.00
1983-11-17,573.05,,48.62,44.01,144.00
1983-11-18,685.95,,49.56,39.32,147.00
1983-11-19,507.98,,53.16,28.84,148.00
1983-11-20,510.50,,41.19,26.73,147.00
1983-11-21,542.03,,31.10,23.44,175.00
1983-11-22,403.43,,27.51,23.36,291.00
1983-11-23,260.18,,27.35,24.77,359.00
1983-11-24,348.13,,30.87,19.53,272.00
1983-11-25,707.19,,25.01,19.14,200.00
1983-11-26,595.61,,26.18,20.70,280.00
1983-11-27,325.73,,32.75,25.63,358.00
1983-11-28,330.24,,37.31,25.91,362.00
1983-11-29,231.36,,38.72,22.61,369.00
1983-11-30,193.07,,38.09,30.47,366.00
1983-12-01,141.66,,40.61,31.33,364.00
1983-12-02,132.60,,36.84,30.62,363.00
1983-12-03,112.46,,39.35,32.75,359.00
1983-12-04,110.47,,38.72,31.10,356.00
1983-12-05,116.52,,45.09,36.36,356.00
1983-12-06,136.68,,38.88,36.29,357.00
1983-12-07,143.72,,42.42,34.79,359.00
1983-12-08,306.03,,46.03,39.82,363.00
1983-12-09,359.97,,44.78,38.57,364.00
1983-12-10,370.47,,45.33,39.27,314.00
1983-12-11,368.42,,44.23,32.28,197.00
1983-12-12,460.31,,43.52,35.58,302.00
1983-12-13,344.69,,50.12,39.74,261.00
1983-12-14,416.83,,47.45,40.37,195.00
1983-12-15,443.71,,43.36,32.20,297.00
1983-12-16,276.30,,39.82,31.10,361.00
1983-12-17,190.61,,37.94,29.37,359.00
1983-12-18,187.61,,34.40,32.20,356.00
1983-12-19,186.62,,35.89,25.67,354.00
1983-12-20,132.69,,28.82,18.12,352.00
1983-12-21,122.63,,23.47,13.09,349.00
1983-12-22,87.85,,21.66,12.46,348.00
1983-12-23,-14.67,,20.17,9.71,248.00
1983-12-24,84.15,,21.82,12.31,187.00
1983-12-25,98.76,,28.58,22.13,188.00
1983-12-26,119.43,,34.48,27.72,188.00
1983-12-27,77.59,,35.03,27.56,188.00
1983-12-28,61.12,,32.67,24.41,167.00
1983-12-29,117.68,,32.59,28.66,156.00
1983-12-30,309.76,,35.11,32.04,157.00
1983-12-31,254.81,,40.45,31.41,157.00
1984-01-01,247.24,,42.02,29.21,158.00
1984-01-02,256.31,,39.27,34.56,158.00
1984-01-03,280.50,,56.33,37.23,160.00
1984-01-04,439.28,,54.84,44.15,103.00
1984-01-05,427.57,,54.13,46.66,92.80
1984-01-06,356.42,,49.49,44.23,124.00
1984-01-07,237.37,,52.09,35.26,132.00
1984-01-08,237.88,,45.40,34.63,132.00
1984-01-09,238.38,,52.87,40.14,132.00
1984-01-10,185.94,,46.27,39.35,133.00
1984-01-11,208.63,,52.17,35.97,133.00
1984-01-12,121.45,,48.08,30.31,90.70
1984-01-13,167.45,,47.29,27.72,65.10
1984-01-14,128.02,,39.35,29.84,65.00
1984-01-15,136.09,,44.07,21.50,65.00
1984-01-16,132.05,,40.77,18.83,65.00
