model,r_squared,rmse,nse
LR1,0.7401141678511174,3.164465723260677,0.7337054996553516
LR2_1,0.7710191819595481,3.656880814788244,0.745226484641999
LR2_2,0.7297630799326822,3.2471515753431235,0.7196074120909368
