date,outflow(m3/d),inflow(m3/d),spill(m3/d),avg_temp(C),wse(m)
1982-01-01,360893764.9152,379707899.9039999,0.0,,48.350424000000004
1982-01-02,406962706.6368,374570099.712,0.0,,48.414432000000005
1982-01-03,340024509.84959996,327106612.224,0.0,,48.426624000000004
1982-01-04,410118783.89759994,475124189.184,0.0,,48.457104
1982-01-05,460297965.7727999,445031359.488,0.0,,48.374808
1982-01-06,440725393.6128,452371074.04800004,0.0,,48.3108
1982-01-07,450976528.28160006,437446987.776,0.0,,48.414432000000005
1982-01-08,456236657.0496,457508874.23999995,0.0,,48.322992
1982-01-09,469497074.68799996,489558961.152,0.0,,48.274224000000004
1982-01-10,447013082.4192,423256872.96,0.0,,48.527208
1982-01-11,421788930.04800004,427416044.544,0.0,,48.50892
1982-01-12,447600259.584,439159587.84,0.0,,48.292512
1982-01-13,441630625.07519996,479283360.768,0.0,,48.3108
1982-01-14,456016465.61279994,422767558.656,0.0,,48.515015999999996
1982-01-15,406130872.32000005,421544272.8960001,0.0,,48.56988
1982-01-16,396295654.8096,361847927.808,0.0,,48.502824000000004
1982-01-17,382594854.2976,411268672.51199996,0.0,,48.4632
1982-01-18,422645230.08,402216357.888,0.0,,48.551592
1982-01-19,433850527.6416,457508874.23999995,0.0,,48.350424000000004
1982-01-20,442071007.94879997,445276016.64,0.0,,48.39309600000001
1982-01-21,456970628.5056,451637102.592,0.0,,48.46015200000001
1982-01-22,468836500.37759995,473166931.968,0.0,,48.44796
1982-01-23,423990844.416,402216357.888,0.0,,48.49368
1982-01-24,361627736.37119997,344966584.32000005,0.0,,48.554640000000006
1982-01-25,396564777.67679995,421054958.592,0.0,,48.484536
1982-01-26,417947812.7616,443074102.272,0.0,,48.414432000000005
1982-01-27,489412166.8608,480261989.376,0.0,,48.466248
1982-01-28,480286455.09119993,492984161.28,0.0,,48.426624000000004
1982-01-29,497877304.32,507908247.552,0.0,,48.396144
1982-01-30,496849744.28160006,485889103.8719999,0.0,,48.374808
1982-01-31,477546294.9887999,443074102.272,0.0,,48.38395200000001
1982-02-01,450291488.25600004,457019559.936,0.0,,48.451008
1982-02-02,431257161.8304,445276016.64,0.0,,48.46015200000001
1982-02-03,465240040.2432,449924502.52800006,0.0,,48.426624000000004
1982-02-04,469839594.70079994,483687189.504,0.0,,48.457104
1982-02-05,473411589.11999995,452126416.896,0.0,,48.390048
1982-02-06,416088418.40639997,458487502.84800005,0.0,,48.438815999999996
1982-02-07,465117711.6672,472188303.35999995,0.0,,48.301656
1982-02-08,478891909.3248,478060075.008,0.0,,48.46929600000001
1982-02-09,466879243.16160005,458242845.69600004,0.0,,48.43272
1982-02-10,456065397.04319996,458732160.00000006,0.0,,48.326040000000006
1982-02-11,463135988.73599994,468763103.232,0.0,,48.353472
1982-02-12,461227662.95040005,449190531.07199997,0.0,,48.457104
1982-02-13,455943068.46720004,439159587.84,0.0,,48.423576000000004
1982-02-14,441018982.1951999,443563416.57600003,0.0,,48.26508
1982-02-15,426755470.2336001,399525129.216,0.0,,48.374808
1982-02-16,379218585.59999996,415672501.248,0.0,,48.49368
1982-02-17,444003799.4496,390962128.89599997,0.0,,48.46929600000001
1982-02-18,429226507.46879995,601122622.4639999,83403623.11680001,,48.633888000000006
