date,outflow(m3/d),inflow(m3/d),spill(m3/d),wse(m)
2004-05-22,11082968.9856,23169032.2944,0.0,1080.7385040000001
2004-05-23,11156366.131199999,25468809.523199998,0.0,1080.890904
2004-05-24,12820034.7648,17517452.0832,0.0,1080.9945360000002
2004-05-25,14263511.961600002,16734549.1968,0.0,1081.0311120000001
2004-05-26,14679429.12,21847883.6736,0.0,1081.089024
2004-05-27,14801757.695999999,24514646.6304,0.0,1081.162176
2004-05-28,11205297.5616,28111106.7648,0.0,1081.317624
2004-05-29,5578183.065599999,27279272.448,0.0,1081.53708
2004-05-30,5137800.192000001,26912286.72,0.0,1081.790064
2004-05-31,5137800.192000001,24465715.2,0.0,1082.000376
2004-06-01,9052314.624,21407500.799999997,0.0,1082.168016
2004-06-02,10838311.833600001,15340003.4304,0.0,1082.280792
2004-06-03,11009571.84,25933658.112,0.0,1082.3905200000002
2004-06-04,10960640.4096,28184503.9104,0.0,1082.52768
2004-06-05,5529251.6351999985,27646258.176000003,0.0,1082.750184
2004-06-06,5382457.3440000005,40123772.927999996,0.0,1083.079368
2004-06-07,8978917.478400001,36453915.648,0.0,1083.408552
2004-06-08,11009571.84,20771392.204800002,0.0,1083.5883840000001
2004-06-09,11009571.84,21089446.5024,0.0,1083.692016
2004-06-10,11009571.84,21089446.5024,0.0,1083.7926
2004-06-11,10960640.4096,23364758.016,0.0,1083.9084240000002
2004-06-12,5284594.483200001,20331009.3312,0.0,1084.063872
2004-06-13,5137800.192000001,20526735.052800003,0.0,1084.23456
2004-06-14,8636397.465599999,18496080.691199996,0.0,1084.368672
2004-06-15,12795569.049600003,20331009.3312,0.0,1084.4540160000001
2004-06-16,13945457.664,16563289.190399999,0.0,1084.496688
2004-06-17,13945457.664,13945457.664,0.0,1084.5119280000001
2004-06-18,13774197.6576,15829317.734399999,0.0,1084.52412
2004-06-19,5724977.356799999,13309349.0688,0.0,1084.5759360000002
2004-06-20,5602648.7808,13187020.492800001,0.0,1084.655184
2004-06-21,9150177.4848,11768009.011199998,0.0,1084.719192
2004-06-22,11107434.7008,16514357.76,0.0,1084.755768
2004-06-23,11327626.137600001,16294166.3232,0.0,1084.8106320000002
2004-06-24,11082968.9856,18691806.4128,0.0,1084.8685440000002
2004-06-25,11009571.84,18373752.115199998,0.0,1084.923408
2004-06-26,11009571.84,16514357.76,0.0,1084.999608
2004-06-27,12917897.6256,17908903.5264,0.0,1085.0636160000001
2004-06-28,13823129.088000001,3865583.0016,0.0,1085.039232
2004-06-29,13749731.9424,13749731.9424,0.0,1084.984368
2004-06-30,13774197.6576,11425488.9984,0.0,1084.98132
2004-07-01,13798663.372799998,16122906.316799998,0.0,1084.978272
2004-07-02,14165649.100800002,9199108.915199999,0.0,1084.963032
2004-07-03,14190114.816,14190114.816,0.0,1084.938648
2004-07-04,14239046.2464,11596749.0048,0.0,1084.9051200000001
2004-07-05,14165649.100800002,9199108.915199999,0.0,1084.8868320000001
2004-07-06,12966829.056,10324531.814399999,0.0,1084.850256
2004-07-07,12893431.9104,12893431.9104,0.0,1084.831968
2004-07-08,12917897.6256,10569188.966400001,0.0,1084.8106320000002
2004-07-09,12868966.195199998,7633303.1424,0.0,1084.764912
2004-07-10,12893431.9104,7951357.44,0.0,1084.7161440000002
2004-07-11,12917897.6256,7975823.155199999,0.0,1084.66128
2004-07-12,12942363.3408,5088868.7616,0.0,1084.58508
2004-07-13,12917897.6256,7951357.44,0.0,1084.5363120000002
2004-07-14,12966829.056,8587466.0352,0.0,1084.46316
2004-07-15,12795569.049600003,2055120.0768,0.0,1084.38696
2004-07-16,12722171.904,5186731.622400001,0.0,1084.307712
2004-07-17,12697706.188800003,5162265.907199999,0.0,1084.231512
2004-07-18,12673240.473599998,5137800.192000001,0.0,1084.155312
2004-07-19,12501980.467200002,7315248.8448,0.0,1084.085208
2004-07-20,13333814.784,8440671.744,0.0,1084.030344
2004-07-21,14214580.5312,1785997.2096,0.0,1083.941952
2004-07-22,14165649.100800002,6679140.2496,0.0,1083.8444160000001
2004-07-23,14165649.100800002,4110240.1536,0.0,1083.740784
2004-07-24,12722171.904,8122617.4464,0.0,1083.643248
2004-07-25,12697706.188800003,4061308.7232,0.0,1083.5518080000002
2004-07-26,12746637.619199999,3376268.6975999996,0.0,1083.454272
2004-07-27,12722171.904,2691228.6720000003,0.0,1083.35064
2004-07-28,12722171.904,3009282.9696,0.0,1083.250056
2004-07-29,12722171.904,5309060.198399999,0.0,1083.149472
2004-07-30,12722171.904,2740160.1024,0.0,1083.0763200000001
2004-07-31,12722171.904,2740160.1024,0.0,1082.9970720000001
2004-08-01,12722171.904,3082680.1152,0.0,1082.89344
2004-08-02,12722171.904,5357991.628799999,0.0,1082.7471360000002
2004-08-03,12746637.619199999,2862488.6783999996,0.0,1082.613024
2004-08-04,13333814.784,929697.1775999999,0.0,1082.518536
2004-08-05,14459237.6832,4868677.3248,0.0,1082.393568
2004-08-06,14581566.2592,2226380.0832,0.0,1082.265552
2004-08-07,14434771.968,7119523.1232,0.0,1082.16192
2004-08-08,14434771.968,2373174.3744,0.0,1082.052192
2004-08-09,14508169.113599999,2177448.6528,0.0,1081.9211280000002
2004-08-10,14434771.968,2422105.8048,0.0,1081.790064
2004-08-11,13774197.6576,1541340.0576,0.0,1081.655952
2004-08-12,12722171.904,758437.1712,0.0,1081.53708
2004-08-13,12722171.904,3009282.9696,0.0,1081.421256
2004-08-14,12722171.904,3009282.9696,0.0,1081.302384
2004-08-15,12673240.473599998,733971.4559999999,0.0,1081.18656
2004-08-16,12722171.904,856300.0319999999,0.0,1081.0585440000002
2004-08-17,12722171.904,587177.1648,0.0,1080.945768
2004-08-18,12722171.904,7217385.984,0.0,1080.845184
2004-08-19,12722171.904,5260128.767999999,0.0,1080.7354559999999
2004-08-20,12673240.473599998,3327337.2672,0.0,1080.6196320000001
2004-08-21,12722171.904,3131611.5456,0.0,1080.506856
2004-08-22,12722171.904,685040.0256,0.0,1080.3849360000002
2004-08-23,12697706.188800003,5602648.7808,0.0,1080.284352
2004-08-24,12477514.751999998,5406923.059199999,0.0,1080.199008
2004-08-25,12477514.751999998,7853494.5792,0.0,1080.135
2004-08-26,12550911.897599999,7902426.0095999995,0.0,1080.0923280000002
2004-08-27,12477514.751999998,5137800.192000001,0.0,1080.025272
2004-08-28,12477514.751999998,5406923.059199999,0.0,1079.9490720000001
2004-08-29,12477514.751999998,5431388.7744,0.0,1079.869824
2004-08-30,12477514.751999998,3278405.8368,0.0,1079.766192
2004-08-31,12501980.467200002,3033748.6848,0.0,1079.668656
2004-09-01,12550911.897599999,5553717.3504,0.0,1079.561976
2004-09-02,12428583.3216,5406923.059199999,0.0,1079.473584
2004-09-03,11205297.5616,1785997.2096,0.0,1079.3882400000002
2004-09-04,9443766.0672,4868677.3248,0.0,1079.315088
2004-09-05,8098151.7312,3278405.8368,0.0,1079.2480320000002
2004-09-06,6581277.3888,2030654.3616,0.0,1079.199264
2004-09-07,5871771.647999999,3449665.8431999995,0.0,1079.1626880000001
2004-09-08,5871771.647999999,1321148.6208000001,0.0,1079.120016
2004-09-09,5798374.5024,3376268.6975999996,0.0,1079.0895360000002
2004-09-10,5847305.9328,1296682.9056000002,0.0,1079.0499120000002
2004-09-11,4501691.5968,2079585.792,0.0,1079.016384
2004-09-12,4575088.7424,4550623.0272,0.0,1079.001144
2004-09-13,4624020.172799999,4624020.172799999,0.0,1079.001144
2004-09-14,4648485.887999999,7070591.6928,0.0,1079.001144
2004-09-15,4648485.887999999,6801468.825599999,0.0,1079.040768
2004-09-16,5945168.7936,10764914.688000001,0.0,1079.077344
2004-09-17,8098151.7312,5676045.926399999,0.0,1079.0895360000002
2004-09-18,8073686.016,5651580.2112,0.0,1079.074296
2004-09-19,8073686.016,10495791.820799999,0.0,1079.080392
2004-09-20,8073686.016,8073686.016,0.0,1079.080392
2004-09-21,8073686.016,8073686.016,0.0,1079.080392
2004-09-22,8073686.016,5651580.2112,0.0,1079.062104
2004-09-23,8073686.016,5920703.078399999,0.0,1079.034672
2004-09-24,8049220.3008,5627114.495999999,0.0,1079.02248
2004-09-25,6336620.236799999,3938980.1472,0.0,1078.9950480000002
2004-09-26,5627114.495999999,5627114.495999999,0.0,1078.973712
2004-09-27,4599554.457599999,4599554.457599999,0.0,1078.973712
2004-09-28,4403828.7360000005,4403828.7360000005,0.0,1078.973712
2004-09-29,3914514.432,3914514.432,0.0,1078.973712
2004-09-30,3914514.432,3914514.432,0.0,1078.97676
2004-10-01,3914514.432,3914514.432,0.0,1078.9676160000001
2004-10-02,3180542.976,3180542.976,0.0,1078.964568
2004-10-03,3180542.976,3180542.976,0.0,1078.9676160000001
2004-10-04,3180542.976,1052025.7536,0.0,1078.96152
2004-10-05,3131611.5456,3131611.5456,0.0,1078.952376
2004-10-06,3156077.2608,3156077.2608,0.0,1078.952376
2004-10-07,3131611.5456,5260128.767999999,0.0,1078.955424
2004-10-08,3107145.8304,954162.8928,0.0,1078.9493280000002
2004-10-09,3107145.8304,3131611.5456,0.0,1078.940184
2004-10-10,3033748.6848,3033748.6848,0.0,1078.937136
2004-10-11,2960351.5391999995,562711.4496,0.0,1078.934088
2004-10-12,3156077.2608,3156077.2608,0.0,1078.924944
2004-10-13,3107145.8304,685040.0256,0.0,1078.912752
2004-10-14,3131611.5456,3131611.5456,0.0,1078.894464
2004-10-15,3156077.2608,1003094.3231999999,0.0,1078.882272
2004-10-16,3180542.976,5309060.198399999,0.0,1078.897512
2004-10-17,3156077.2608,10104340.3776,0.0,1078.952376
2004-10-18,3082680.1152,10055408.9472,0.0,1079.004192
2004-10-19,3205008.6912,3205008.6912,0.0,1079.059056
2004-10-20,3156077.2608,7951357.44,0.0,1079.092584
2004-10-21,3131611.5456,7682234.5728,0.0,1079.1444000000001
2004-10-22,3107145.8304,7682234.5728,0.0,1079.196216
2004-10-23,3131611.5456,7951357.44,0.0,1079.25108
2004-10-24,2935885.8239999996,7510974.5664,0.0,1079.299848
2004-10-25,2935885.8239999996,5357991.628799999,0.0,1079.32728
2004-10-26,2935885.8239999996,5357991.628799999,0.0,1079.354712
2004-10-27,2960351.5391999995,5113334.476799999,0.0,1079.3790960000001
2004-10-28,2935885.8239999996,2935885.8239999996,0.0,1079.3882400000002
2004-10-29,2935885.8239999996,2935885.8239999996,0.0,1079.40348
2004-10-30,2935885.8239999996,5357991.628799999,0.0,1079.421768
2004-10-31,2886954.3935999996,2886954.3935999996,0.0,1079.427864
2004-11-01,2935885.8239999996,5357991.628799999,0.0,1079.4492
2004-11-02,2935885.8239999996,7510974.5664,0.0,1079.473584
2004-11-03,4208103.0144,6630208.8192,0.0,1079.5162559999999
2004-11-04,5382457.3440000005,2960351.5391999995,0.0,1079.5162559999999
2004-11-05,5382457.3440000005,5382457.3440000005,0.0,1079.5010160000002
2004-11-06,5382457.3440000005,2960351.5391999995,0.0,1079.4827280000002
2004-11-07,5382457.3440000005,5382457.3440000005,0.0,1079.467488
2004-11-08,5382457.3440000005,3229474.4064,0.0,1079.455296
2004-11-09,5382457.3440000005,5382457.3440000005,0.0,1079.437008
2004-11-10,5382457.3440000005,2960351.5391999995,0.0,1079.421768
2004-11-11,5382457.3440000005,2960351.5391999995,0.0,1079.4004320000001
2004-11-12,5382457.3440000005,3205008.6912,0.0,1079.3790960000001
2004-11-13,5333525.913600001,2911420.1087999996,0.0,1079.354712
2004-11-14,5162265.907199999,587177.1648,0.0,1079.32728
2004-11-15,5137800.192000001,5137800.192000001,0.0,1079.3028960000001
2004-11-16,4526157.312,2104051.5072,0.0,1079.272416
2004-11-17,4159171.584,1737065.7791999998,0.0,1079.2480320000002
2004-11-18,3938980.1472,3938980.1472,0.0,1079.23584
2004-11-19,4110240.1536,1712600.0639999998,0.0,1079.2206
2004-11-20,2935885.8239999996,2935885.8239999996,0.0,1079.214504
2004-11-21,2935885.8239999996,782902.8864,0.0,1079.208408
2004-11-22,2935885.8239999996,2935885.8239999996,0.0,1079.196216
2004-11-23,2935885.8239999996,2935885.8239999996,0.0,1079.19012
2004-11-24,2935885.8239999996,7510974.5664,0.0,1079.20536
2004-11-25,2935885.8239999996,5357991.628799999,0.0,1079.2663200000002
2004-11-26,3009282.9696,7559905.9968,0.0,1079.3059440000002
2004-11-27,2935885.8239999996,2935885.8239999996,0.0,1079.318136
2004-11-28,2984817.2543999995,2984817.2543999995,0.0,1079.3242320000002
2004-11-29,2935885.8239999996,2935885.8239999996,0.0,1079.32728
2004-11-30,2935885.8239999996,2935885.8239999996,0.0,1079.333376
2004-12-01,3009282.9696,5431388.7744,0.0,1079.3394720000001
2004-12-02,3058214.4,3058214.4,0.0,1079.333376
2004-12-03,3180542.976,3180542.976,0.0,1079.333376
2004-12-04,3180542.976,758437.1712,0.0,1079.315088
2004-12-05,3180542.976,3180542.976,0.0,1079.315088
2004-12-06,3058214.4,3082680.1152,0.0,1079.308992
2004-12-07,2960351.5391999995,2960351.5391999995,0.0,1079.308992
2004-12-08,3180542.976,3180542.976,0.0,1079.308992
2004-12-09,3156077.2608,4330431.590399999,0.0,1079.299848
2004-12-10,3058214.4,5480320.2048,0.0,1079.3028960000001
2004-12-11,3131611.5456,12306254.745600002,0.0,1079.351664
2004-12-12,3131611.5456,7975823.155199999,0.0,1079.427864
2004-12-13,3180542.976,10202203.2384,0.0,1079.49492
2004-12-14,3180542.976,7755631.7184,0.0,1079.5558800000001
2004-12-15,4379363.0208,6801468.825599999,0.0,1079.6016
2004-12-16,5871771.647999999,5871771.647999999,0.0,1079.607696
2004-12-17,5871771.647999999,3449665.8431999995,0.0,1079.598552
2004-12-18,4991005.9008,2568900.0960000004,0.0,1079.5955040000001
2004-12-19,3792185.856,3792185.856,0.0,1079.598552
2004-12-20,3278405.8368,5431388.7744,0.0,1079.6229360000002
2004-12-21,3180542.976,3180542.976,0.0,1079.638176
2004-12-22,3180542.976,3180542.976,0.0,1079.64732
2004-12-23,3156077.2608,733971.4559999999,0.0,1079.656464
2004-12-24,3180542.976,3180542.976,0.0,1079.6595120000002
2004-12-25,3180542.976,3180542.976,0.0,1079.671704
2004-12-26,3180542.976,3180542.976,0.0,1079.671704
2004-12-27,3107145.8304,3082680.1152,0.0,1079.6808480000002
2004-12-28,3131611.5456,5578183.065599999,0.0,1079.689992
2004-12-29,3156077.2608,709505.7407999999,0.0,1079.6778000000002
2004-12-30,3156077.2608,3156077.2608,0.0,1079.674752
2004-12-31,3156077.2608,5553717.3504,0.0,1079.674752
2005-01-01,3278405.8368,905231.4624,0.0,1079.6808480000002
2005-01-02,3302871.552,3278405.8368,0.0,1079.6778000000002
2005-01-03,3180542.976,3180542.976,0.0,1079.665608
2005-01-04,3180542.976,3180542.976,0.0,1079.656464
2005-01-05,3302871.552,3302871.552,0.0,1079.64732
2005-01-06,3669857.28,3449665.8431999995,0.0,1079.6229360000002
2005-01-07,3718788.7103999997,3596460.1344,0.0,1079.589408
2005-01-08,3743254.4256,3743254.4256,0.0,1079.568072
2005-01-09,3718788.7103999997,3718788.7103999997,0.0,1079.549784
2005-01-10,3816651.5712,1737065.7791999998,0.0,1079.5375920000001
2005-01-11,3743254.4256,3743254.4256,0.0,1079.5162559999999
2005-01-12,3718788.7103999997,3376268.6975999996,0.0,1079.470536
2005-01-13,3816651.5712,1663668.6336,0.0,1079.4827280000002
2005-01-14,4428294.4512,2006188.6463999997,0.0,1079.4492
2005-01-15,4844211.6096,2422105.8048,0.0,1079.421768
2005-01-16,5553717.3504,3400734.4127999996,0.0,1079.363856
2005-01-17,5064403.046399999,2642297.2416000003,0.0,1079.3425200000001
2005-01-18,3987911.5775999995,8587466.0352,0.0,1079.348616
2005-01-19,2984817.2543999995,5406923.059199999,0.0,1079.397384
2005-01-20,3938980.1472,13382746.2144,0.0,1079.488824
2005-01-21,2813557.2479999997,14434771.968,0.0,1079.6046480000002
2005-01-22,2250845.7984,11621214.72,0.0,1079.720472
2005-01-23,2348708.6592,13994389.094399998,0.0,1079.8393440000002
2005-01-24,3620925.8496,10691517.542399999,0.0,1079.942976
2005-01-25,4893143.04,9786286.08,0.0,1080.0100320000001
2005-01-26,4893143.04,11963734.732799998,0.0,1080.077088
2005-01-27,4893143.04,7339714.56,0.0,1080.122808
2005-01-28,4893143.04,9517163.2128,0.0,1080.1654800000001
2005-01-29,2568900.0960000004,7192920.2688,0.0,1080.217296
2005-01-30,2446571.52,7364180.275199999,0.0,1080.2691120000002
2005-01-31,2446571.52,7095057.408,0.0,1080.314832
2005-02-01,2446571.52,4917608.755199999,0.0,1080.357504
2005-02-02,3302871.552,7070591.6928,0.0,1080.397128
2005-02-03,2226380.0832,4697417.3184,0.0,1080.4398
2005-02-04,2201914.3680000002,4672951.6032,0.0,1080.473328
2005-02-05,2201914.3680000002,2201914.3680000002,0.0,1080.512952
2005-02-06,2201914.3680000002,9345903.2064,0.0,1080.54648
2005-02-07,2226380.0832,4428294.4512,0.0,1080.583056
2005-02-08,2201914.3680000002,4672951.6032,0.0,1080.604392
2005-02-09,2201914.3680000002,4672951.6032,0.0,1080.62268
2005-02-10,2250845.7984,4672951.6032,0.0,1080.644016
2005-02-11,2201914.3680000002,4403828.7360000005,0.0,1080.659256
2005-02-12,2030654.3616,2055120.0768,0.0,1080.6775440000001
2005-02-13,1957257.216,4428294.4512,0.0,1080.7019280000002
2005-02-14,1957257.216,6630208.8192,0.0,1080.726312
2005-02-15,1957257.216,1957257.216,0.0,1080.7446
2005-02-16,2104051.5072,4575088.7424,0.0,1080.7598400000002
2005-02-17,2422105.8048,2422105.8048,0.0,1080.772032
2005-02-18,2691228.6720000003,2691228.6720000003,0.0,1080.7750800000001
2005-02-19,2715694.3872,2715694.3872,0.0,1080.772032
2005-02-20,2691228.6720000003,2691228.6720000003,0.0,1080.7750800000001
2005-02-21,2691228.6720000003,2691228.6720000003,0.0,1080.772032
2005-02-22,2935885.8239999996,2935885.8239999996,0.0,1080.7750800000001
2005-02-23,2813557.2479999997,2813557.2479999997,0.0,1080.772032
2005-02-24,2740160.1024,2740160.1024,0.0,1080.7750800000001
2005-02-25,2691228.6720000003,2691228.6720000003,0.0,1080.7750800000001
2005-02-26,2813557.2479999997,2813557.2479999997,0.0,1080.7750800000001
2005-02-27,2935885.8239999996,2935885.8239999996,0.0,1080.7750800000001
2005-02-28,2984817.2543999995,2984817.2543999995,0.0,1080.7750800000001
2005-03-01,2935885.8239999996,2935885.8239999996,0.0,1080.7750800000001
2005-03-02,2935885.8239999996,2935885.8239999996,0.0,1080.772032
2005-03-03,3033748.6848,562711.4496,0.0,1080.772032
2005-03-04,3156077.2608,3156077.2608,0.0,1080.7567920000001
2005-03-05,3180542.976,3180542.976,0.0,1080.747648
2005-03-06,3180542.976,5651580.2112,0.0,1080.753744
2005-03-07,3131611.5456,660574.3104000001,0.0,1080.7385040000001
2005-03-08,2617831.5264000003,2617831.5264000003,0.0,1080.7385040000001
2005-03-09,2177448.6528,2177448.6528,0.0,1080.762888
2005-03-10,1908325.7856,6850400.255999999,0.0,1080.7750800000001
2005-03-11,1712600.0639999998,3890048.7168,0.0,1080.8147040000001
2005-03-12,1565805.7728,4036843.008,0.0,1080.8360400000001
2005-03-13,1247751.4752,6214291.6608,0.0,1080.8787120000002
2005-03-14,1394545.7663999998,1394545.7663999998,0.0,1080.9152880000001
2005-03-15,1345614.3360000001,6043031.6544,0.0,1080.945768
2005-03-16,1321148.6208000001,6018565.9392,0.0,1080.9914880000001
2005-03-17,1223285.76,3718788.7103999997,0.0,1081.025016
2005-03-18,1345614.3360000001,3841117.2864,0.0,1081.061592
2005-03-19,1321148.6208000001,6018565.9392,0.0,1081.092072
2005-03-20,1639202.9184,2471037.2352,0.0,1081.128648
2005-03-21,1712600.0639999998,5578183.065599999,0.0,1081.159128
2005-03-22,1785997.2096,1785997.2096,0.0,1081.1682720000001
2005-03-23,1957257.216,4452760.1664,0.0,1081.180464
2005-03-24,2201914.3680000002,2201914.3680000002,0.0,1081.198752
2005-03-25,2201914.3680000002,2201914.3680000002,0.0,1081.2078960000001
2005-03-26,2397640.0896,4917608.755199999,0.0,1081.213992
2005-03-27,2324242.9439999997,5088868.7616,0.0,1081.256664
2005-03-28,1810462.9248,15951646.310399998,0.0,1081.3542
2005-03-29,1467942.9119999998,6189825.945599999,0.0,1081.439544
2005-03-30,1467942.9119999998,8709794.6112,0.0,1081.512696
2005-03-31,1492408.6271999998,8734260.326399999,0.0,1081.56756
2005-04-01,1467942.9119999998,3963445.8624,0.0,1081.6224240000001
2005-04-02,1467942.9119999998,3694322.9952,0.0,1081.6681440000002
2005-04-03,1467942.9119999998,6703605.9648,0.0,1081.707768
2005-04-04,1467942.9119999998,6214291.6608,0.0,1081.7595840000001
2005-04-05,1467942.9119999998,6507880.2432,0.0,1081.7992080000001
2005-04-06,1467942.9119999998,6238757.375999999,0.0,1081.844928
2005-04-07,1541340.0576,4036843.008,0.0,1081.899792
2005-04-08,1467942.9119999998,8758726.0416,0.0,1081.969896
2005-04-09,1541340.0576,11082968.9856,0.0,1082.0613360000002
2005-04-10,1590271.488,11425488.9984,0.0,1082.1558240000002
2005-04-11,4330431.590399999,6874865.9712,0.0,1082.225928
2005-04-12,8881054.617600001,8881054.617600001,0.0,1082.244216
2005-04-13,13480609.0752,10960640.4096,0.0,1082.219832
2005-04-14,16661152.051199999,9345903.2064,0.0,1082.164968
2005-04-15,17370657.792,7535440.2816,0.0,1082.0796240000002
2005-04-16,17370657.792,7853494.5792,0.0,1081.966848
2005-04-17,17444054.937599998,7657768.8576,0.0,1081.866264
2005-04-18,17590849.228800002,12820034.7648,0.0,1081.774824
2005-04-19,17590849.228800002,7829028.864,0.0,1081.671192
2005-04-20,17566383.513600003,10324531.814399999,0.0,1081.594992
2005-04-21,17615314.944000002,5357991.628799999,0.0,1081.4883120000002
2005-04-22,17615314.944000002,8171548.8768,0.0,1081.3846800000001
2005-04-23,17541917.798400003,7853494.5792,0.0,1081.284096
2005-04-24,17615314.944000002,15119811.9936,0.0,1081.2109440000002
2005-04-25,17615314.944000002,15119811.9936,0.0,1081.1713200000002
2005-04-26,17615314.944000002,17615314.944000002,0.0,1081.180464
2005-04-27,17566383.513600003,20061886.463999998,0.0,1081.195704
2005-04-28,17541917.798400003,17541917.798400003,0.0,1081.1896080000001
2005-04-29,17615314.944000002,12893431.9104,0.0,1081.159128
2005-04-30,17615314.944000002,12624309.0432,0.0,1081.11036
2005-05-01,17615314.944000002,10446860.3904,0.0,1081.043304
2005-05-02,17590849.228800002,10422394.675199999,0.0,1080.961008
2005-05-03,15878249.164800001,8709794.6112,0.0,1080.875664
2005-05-04,14924086.271999998,10251134.668800002,0.0,1080.829944
2005-05-05,15021949.1328,12550911.897599999,0.0,1080.787272
2005-05-06,14997483.4176,14997483.4176,0.0,1080.765936
2005-05-07,14997483.4176,24636975.2064,0.0,1080.817752
2005-05-08,15046414.848000001,29407789.670399997,0.0,1080.9732000000001
2005-05-09,14973017.7024,24636975.2064,0.0,1081.092072
2005-05-10,14973017.7024,24392318.0544,0.0,1081.204848
2005-05-11,14973017.7024,22459526.553600002,0.0,1081.302384
2005-05-12,14924086.271999998,19645969.305599995,0.0,1081.357248
2005-05-13,14924086.271999998,19645969.305599995,0.0,1081.39992
2005-05-14,14924086.271999998,19939557.888,0.0,1081.4639280000001
2005-05-15,15021949.1328,27010149.580799997,0.0,1081.56756
2005-05-16,14997483.4176,29505652.5312,0.0,1081.710816
2005-05-17,15119811.9936,39438732.9024,0.0,1081.930272
2005-05-18,15144277.708800001,34814712.7296,0.0,1082.168016
2005-05-19,15168743.424,27279272.448,0.0,1082.320416
2005-05-20,15070880.5632,22410595.1232,0.0,1082.433192
2005-05-21,14997483.4176,24881632.3584,0.0,1082.52768
2005-05-22,15046414.848000001,22386129.408,0.0,1082.6069280000002
2005-05-23,14875154.841599999,19694900.736,0.0,1082.677032
2005-05-24,11082968.9856,18471614.975999996,0.0,1082.7440880000001
2005-05-25,10764914.688000001,15878249.164800001,0.0,1082.8202880000001
2005-05-26,10691517.542399999,18055697.8176,0.0,1082.890392
2005-05-27,9835217.510399997,19964023.6032,0.0,1082.972688
2005-05-28,9052314.624,18740737.843200002,0.0,1083.079368
2005-05-29,9052314.624,21603226.521599997,0.0,1083.1951920000001
2005-05-30,9027848.9088,21334103.654400002,0.0,1083.347592
2005-05-31,9052314.624,21652157.952,0.0,1083.484752
2005-06-01,9174643.200000001,29016338.227199998,0.0,1083.6493440000002
2005-06-02,11768009.011199998,31707566.8992,0.0,1083.8688
2005-06-03,18960929.28,33664824.1152,0.0,1084.03644
2005-06-04,21162843.648000002,36356052.7872,0.0,1084.1979840000001
2005-06-05,21040515.071999997,31144855.4496,0.0,1084.326
2005-06-06,21994677.9648,34423261.2864,685040.0256,1084.457064
2005-06-07,25077358.08,29897103.9744,2446571.52,1084.545456
2005-06-08,23682812.313599996,29040803.942399997,782902.8864,1084.5942240000002
2005-06-09,23120100.863999996,23120100.863999996,0.0,1084.6094640000001
2005-06-10,22997772.288,20428872.191999998,0.0,1084.60032
2005-06-11,22263800.832000002,16881343.488,0.0,1084.548504
2005-06-12,22239335.1168,22239335.1168,0.0,1084.530216
2005-06-13,19792763.5968,19939557.888,0.0,1084.527168
2005-06-14,12966829.056,18349286.400000002,0.0,1084.548504
2005-06-15,10520257.535999998,15633592.012799999,0.0,1084.627752
2005-06-16,13162554.7776,20649063.628799997,0.0,1084.6887120000001
2005-06-17,16856877.7728,18911997.849600002,0.0,1084.73748
2005-06-18,21309637.939200003,21309637.939200003,0.0,1084.758816
2005-06-19,21285172.224,16343097.7536,0.0,1084.72224
2005-06-20,15804852.019199999,16147372.032,0.0,1084.694808
2005-06-21,11865871.871999998,16881343.488,0.0,1084.72224
2005-06-22,11743543.295999998,17003672.064,0.0,1084.758816
2005-06-23,11743543.295999998,12330720.4608,0.0,1084.81368
2005-06-24,11841406.156799998,17101534.924799997,0.0,1084.862448
2005-06-25,11743543.295999998,11743543.295999998,0.0,1084.883784
2005-06-26,11743543.295999998,14092251.9552,0.0,1084.88988
2005-06-27,10324531.814399999,13064691.9168,0.0,1084.908168
2005-06-28,8978917.478400001,11890337.5872,0.0,1084.9447440000001
2005-06-29,8954451.7632,10324531.814399999,0.0,1084.975224
2005-06-30,10740448.9728,13554006.2208,0.0,1085.017896
2005-07-01,11743543.295999998,9394834.6368,0.0,1085.017896
2005-07-02,11914803.302400002,11890337.5872,0.0,1084.990464
2005-07-03,11988200.448,9345903.2064,0.0,1084.972176
2005-07-04,11841406.156799998,6874865.9712,0.0,1084.932552
2005-07-05,11816940.441600002,6556811.6736,0.0,1084.871592
2005-07-06,11743543.295999998,6777003.1104,0.0,1084.822824
2005-07-07,11792474.726400001,9174643.200000001,0.0,1084.7832
2005-07-08,11743543.295999998,6801468.825599999,0.0,1084.749672
2005-07-09,11743543.295999998,6801468.825599999,0.0,1084.69176
2005-07-10,11743543.295999998,6507880.2432,0.0,1084.636896
2005-07-11,11670146.150399998,6728071.68,0.0,1084.582032
2005-07-12,11743543.295999998,4183637.2992,0.0,1084.5180240000002
2005-07-13,11792474.726400001,1639202.9184,0.0,1084.4326800000001
2005-07-14,11743543.295999998,6801468.825599999,0.0,1084.353432
2005-07-15,11743543.295999998,4208103.0144,0.0,1084.283328
2005-07-16,11768009.011199998,6532345.9584,0.0,1084.207128
2005-07-17,11816940.441600002,4281500.159999999,0.0,1084.149216
2005-07-18,13407211.9296,3033748.6848,0.0,1084.073016
2005-07-19,17199397.7856,2177448.6528,0.0,1083.938904
2005-07-20,17321726.361599997,7241851.6992,0.0,1083.7926
2005-07-21,17370657.792,2397640.0896,0.0,1083.637152
2005-07-22,16465426.329600003,4330431.590399999,0.0,1083.4969440000002
