date,chum,sockeye,steelhead,lamprey,avg_temp(C),pink,chinook,shad,coho
1962-07-28,,,187.0,858.0,24.4,,31.0,,
1962-07-29,,,155.0,696.0,24.4,,33.0,5.0,
1962-07-30,,,109.0,1032.0,24.4,,15.0,2.0,
1962-07-31,,,115.0,1119.0,24.4,,19.0,1.0,
1962-08-01,,,157.0,1782.0,24.4,,25.0,,
1962-08-02,,,154.0,1708.0,23.9,,35.0,11.0,
1962-08-03,,,135.0,1277.0,23.9,,67.0,2.0,
1962-08-04,,,178.0,644.0,23.9,,82.0,4.0,
1962-08-05,,,167.0,707.0,23.9,,198.0,,
1962-08-06,,,144.0,839.0,23.9,,112.0,,
1962-08-07,,,86.0,792.0,23.3,,70.0,24.0,
1962-08-08,,,88.0,528.0,23.3,,64.0,35.0,
1962-08-09,,,81.0,775.0,22.8,,52.0,35.0,
1962-08-10,,,157.0,563.0,22.8,,169.0,23.0,
1962-08-11,,,313.0,603.0,22.8,,283.0,10.0,
1962-08-12,,,765.0,941.0,22.8,,190.0,12.0,
1962-08-13,,,732.0,549.0,22.8,,163.0,1.0,
1962-08-14,,,551.0,871.0,22.8,,108.0,4.0,
1962-08-15,,,338.0,627.0,22.8,,109.0,2.0,
1962-08-16,,,280.0,606.0,23.3,,64.0,,
1962-08-17,,,417.0,354.0,22.8,,189.0,,
1962-08-18,,,560.0,537.0,22.8,,240.0,,
1962-08-19,,,441.0,452.0,22.8,,186.0,,
1962-08-20,,,234.0,482.0,22.8,,140.0,,
1962-08-21,,,89.0,493.0,22.8,,60.0,,
1962-08-22,,,137.0,502.0,23.3,,58.0,,
1962-08-23,,,97.0,432.0,23.3,,80.0,,
1962-08-24,,,76.0,334.0,23.3,,34.0,,
1962-08-25,,,50.0,560.0,23.3,,31.0,,
1962-08-26,,,143.0,374.0,23.3,,114.0,,
1962-08-27,,,224.0,606.0,22.8,,192.0,,
1962-08-28,,,209.0,827.0,22.2,,150.0,,
1962-08-29,,,142.0,942.0,22.2,,91.0,,
1962-08-30,,,133.0,657.0,22.2,,121.0,,
1962-08-31,,,172.0,527.0,21.7,,70.0,,
1962-09-01,,,315.0,978.0,21.7,,103.0,,
1962-09-02,,,183.0,720.0,21.7,,75.0,,
1962-09-03,,,556.0,583.0,21.7,,114.0,,
1962-09-04,,,584.0,460.0,21.1,,167.0,,
1962-09-05,,,1704.0,1018.0,21.1,,678.0,,
1962-09-06,,,1739.0,560.0,21.7,,933.0,,
1962-09-07,,,2776.0,432.0,21.1,,580.0,,
1962-09-08,,,2414.0,393.0,21.1,,627.0,,
1962-09-09,,,2602.0,376.0,20.6,,564.0,,
1962-09-10,,,1680.0,178.0,20.6,,518.0,,
1962-09-11,,,2691.0,66.0,20.6,,795.0,,
1962-09-12,,,2604.0,108.0,20.6,,630.0,,
1962-09-13,,,2965.0,59.0,20.6,,787.0,,
1962-09-14,,,2247.0,45.0,20.0,,451.0,,
1962-09-15,,,2368.0,20.0,20.0,,450.0,,
1962-09-16,,,2657.0,22.0,19.4,,680.0,,
1962-09-17,,,3698.0,20.0,18.9,,708.0,,
1962-09-18,,,4373.0,13.0,19.4,,463.0,,
1962-09-19,,,5313.0,4.0,19.4,,932.0,,
1962-09-20,,,4722.0,14.0,18.9,,1332.0,,
1962-09-21,,,3033.0,52.0,19.4,,885.0,,
1962-09-22,,,2963.0,50.0,19.4,,1013.0,,
1962-09-23,,,2603.0,89.0,18.9,,1116.0,,
1962-09-24,,,3426.0,78.0,19.4,,1398.0,,
1962-09-25,,,3143.0,59.0,20.0,,876.0,,
1962-09-26,,,2499.0,51.0,19.4,,882.0,,
1962-09-27,,,2009.0,88.0,19.4,,495.0,,
1962-09-28,,,2837.0,70.0,20.0,,763.0,,
1962-09-29,,,2464.0,99.0,19.4,,736.0,,
1962-09-30,,,2756.0,72.0,19.4,,827.0,,
1962-10-01,,,1242.0,101.0,18.9,,429.0,,
1962-10-02,,,1696.0,90.0,18.9,,452.0,,
1962-10-03,,,843.0,30.0,18.9,,248.0,,
1962-10-04,,,816.0,8.0,18.9,,325.0,,
1962-10-05,,,868.0,9.0,18.3,,299.0,,
1962-10-06,,,904.0,3.0,17.8,,279.0,,
1962-10-07,,,860.0,1.0,17.8,,164.0,,
1962-10-08,,,1318.0,2.0,17.2,,473.0,,
1962-10-09,,,794.0,1.0,16.7,,233.0,,
1962-10-10,,,1602.0,1.0,16.7,,746.0,,
1962-10-11,,,838.0,1.0,16.1,,417.0,,
1962-10-12,,,573.0,,15.6,,200.0,,
1962-10-13,,,708.0,5.0,15.6,,192.0,,
1962-10-14,,,482.0,,15.6,,120.0,,
1962-10-15,,,524.0,,14.4,,155.0,,
1962-10-16,,,783.0,,13.9,,314.0,,
1962-10-17,,,524.0,,13.3,,141.0,,
1962-10-18,,,385.0,,13.3,,60.0,,
1962-10-19,,,284.0,,13.3,,77.0,,
1962-10-20,,,306.0,,12.8,,64.0,,
1962-10-21,,,407.0,1.0,12.2,,162.0,,
1962-10-22,,,97.0,7.0,12.2,,45.0,,
1962-10-23,,,508.0,10.0,12.8,,260.0,,
1962-10-24,,,553.0,10.0,12.8,,294.0,,
1962-10-25,,,317.0,7.0,12.8,,113.0,,
1962-10-26,,,442.0,22.0,12.2,,144.0,,
1962-10-27,,,344.0,17.0,12.2,,154.0,,
1962-10-28,,,499.0,7.0,12.2,,216.0,,
1962-10-29,,,323.0,5.0,12.8,,110.0,,
1962-10-30,,,272.0,1.0,12.8,,109.0,,
1962-10-31,,,191.0,4.0,12.8,,86.0,,
1963-04-01,,,38.0,,9.4,,4.0,,
1963-04-02,,,67.0,,8.9,,6.0,,
1963-04-03,,,34.0,,8.9,,11.0,,
1963-04-04,,,27.0,,8.9,,,,
1963-04-05,,,37.0,,8.9,,7.0,,
1963-04-06,,,45.0,,8.9,,7.0,,
1963-04-07,,,26.0,,9.4,,,,
1963-04-08,,,29.0,,9.4,,1.0,,
1963-04-09,,,25.0,,9.4,,2.0,,
1963-04-10,,,39.0,,10.0,,10.0,,
1963-04-11,,,78.0,,10.0,,23.0,,
1963-04-12,,,87.0,,10.0,,23.0,,
1963-04-13,,,65.0,,10.0,,36.0,,
1963-04-14,,,36.0,,10.0,,21.0,,
1963-04-15,,,22.0,,10.0,,13.0,,
1963-04-16,,,19.0,,10.0,,25.0,,
1963-04-17,,,25.0,,10.0,,40.0,,
1963-04-18,,,27.0,,10.0,,54.0,,
1963-04-19,,,16.0,,10.0,,111.0,,
1963-04-20,,,20.0,,10.0,,76.0,,
1963-04-21,,,6.0,,10.0,,54.0,,
1963-04-22,,,9.0,,10.0,,189.0,,
1963-04-23,,,6.0,,10.6,,126.0,,
1963-04-24,,,29.0,,10.6,,444.0,,
1963-04-25,,,18.0,,10.0,,144.0,,
1963-04-26,,,23.0,,10.0,,193.0,,
1963-04-27,,,23.0,,10.0,,212.0,,
1963-04-28,,,35.0,,10.0,,552.0,,
1963-04-29,,,38.0,,10.0,,685.0,,
1963-04-30,,,20.0,,11.1,,365.0,,
1963-05-01,,,57.0,,11.7,,886.0,,
1963-05-02,,,14.0,,11.7,,314.0,,
1963-05-03,,,85.0,,12.2,,855.0,,
1963-05-04,,,65.0,,12.2,,659.0,,
1963-05-05,,,40.0,,11.7,,638.0,,
1963-05-06,,,72.0,,11.7,,793.0,,
1963-05-07,,,24.0,,11.7,,580.0,,
1963-05-08,,,40.0,,11.1,,1537.0,,
1963-05-09,,,33.0,,11.7,,1185.0,,
1963-05-10,,,37.0,,11.7,,1098.0,,
1963-05-11,,,61.0,,12.2,,913.0,,
1963-05-12,,,73.0,,11.7,,1843.0,,
1963-05-13,,,35.0,,11.7,,1266.0,,
1963-05-14,,,18.0,,12.2,,975.0,,
1963-05-15,,,10.0,,12.2,,343.0,,
1963-05-16,,,28.0,,12.8,,1282.0,,
1963-05-17,,,16.0,,12.8,,910.0,,
1963-05-18,,,11.0,,13.3,,745.0,,
1963-05-19,,,30.0,,13.3,,1009.0,,
1963-05-20,,,24.0,,13.9,,837.0,,
1963-05-21,,,23.0,,13.9,,247.0,,
1963-05-22,,,18.0,,13.9,,895.0,,
1963-05-23,,,20.0,,14.4,,580.0,,
1963-05-24,,,11.0,,14.4,,341.0,,
1963-05-25,,,5.0,,13.9,,161.0,,
1963-05-26,,,4.0,,14.4,,164.0,,
1963-05-27,,,1.0,,13.9,,44.0,,
1963-05-28,,,8.0,,13.9,,122.0,,
1963-05-29,,,14.0,,13.9,,145.0,,
1963-05-30,,,11.0,,13.9,,326.0,,
1963-05-31,,,7.0,,14.4,,97.0,,
1963-06-01,,,9.0,,14.4,,144.0,,
1963-06-02,,,4.0,,15.6,,204.0,,
1963-06-03,,,1.0,,15.0,,155.0,,
1963-06-04,,,,,14.4,,40.0,,
1963-06-05,,,5.0,,14.4,,122.0,,
1963-06-06,,,2.0,,13.9,,69.0,,
1963-06-07,,,2.0,,13.3,,50.0,,
1963-06-08,,,2.0,,13.3,,44.0,,
1963-06-09,,,6.0,,13.3,,108.0,,
1963-06-10,,,3.0,,13.9,,116.0,,
1963-06-11,,,7.0,,14.4,,502.0,,
1963-06-12,,,14.0,,14.4,,374.0,,
1963-06-13,,,1.0,,15.0,,332.0,,
1963-06-14,,,2.0,,15.6,,346.0,,
1963-06-15,,,1.0,,16.7,,390.0,,
1963-06-16,,1.0,,,16.7,,445.0,,
1963-06-17,,3.0,1.0,,16.7,,507.0,,
1963-06-18,,,,,18.3,,336.0,,
1963-06-19,,4.0,7.0,,18.3,,702.0,,
1963-06-20,,5.0,4.0,,17.8,,786.0,,
1963-06-21,,2.0,10.0,,17.8,,908.0,,
1963-06-22,,,12.0,,17.8,,785.0,,
1963-06-23,,,6.0,,17.8,,770.0,,
1963-06-24,,,12.0,,17.8,,864.0,,
1963-06-25,,15.0,7.0,,17.2,,1150.0,,
1963-06-26,,14.0,,,16.7,,924.0,,
1963-06-27,,14.0,3.0,,16.7,,788.0,,
1963-06-28,,18.0,22.0,,16.7,,836.0,,
1963-06-29,,16.0,14.0,,16.7,,716.0,,
1963-06-30,,5.0,6.0,,16.7,,488.0,,
1963-07-01,,7.0,10.0,,16.7,,528.0,,
1963-07-02,,16.0,7.0,,17.2,,652.0,,
1963-07-03,,15.0,12.0,,17.2,,523.0,,
1963-07-04,,20.0,11.0,,17.2,,499.0,,
1963-07-05,,48.0,14.0,,18.3,,534.0,,
1963-07-06,,65.0,18.0,,18.9,,435.0,,
1963-07-07,,119.0,31.0,,18.9,,360.0,,
1963-07-08,,125.0,24.0,,19.4,,348.0,,
1963-07-09,,100.0,26.0,,20.0,,317.0,,
1963-07-10,,53.0,26.0,,20.0,,329.0,,
1963-07-11,,26.0,22.0,,20.0,,257.0,,
1963-07-12,,57.0,28.0,,20.0,,279.0,,
1963-07-13,,36.0,26.0,,20.6,,216.0,,
1963-07-14,,26.0,30.0,,20.6,,174.0,,
1963-07-15,,42.0,52.0,,20.6,,258.0,,
1963-07-16,,28.0,83.0,,21.1,,203.0,,
1963-07-17,,37.0,64.0,,21.1,,111.0,,
1963-07-18,,36.0,66.0,,21.1,,187.0,,
1963-07-19,,11.0,64.0,,21.1,,85.0,,
1963-07-20,,3.0,53.0,,21.1,,129.0,,
1963-07-21,,5.0,69.0,,21.1,,116.0,,
1963-07-22,,8.0,80.0,,21.1,,154.0,,
1963-07-23,,1.0,117.0,,21.1,,134.0,,
1963-07-24,,3.0,111.0,,21.1,,101.0,,
1963-07-25,,15.0,126.0,,21.1,,147.0,,
1963-07-26,,11.0,129.0,,21.7,,73.0,,
1963-07-27,,2.0,127.0,,21.7,,69.0,,
1963-07-28,,9.0,113.0,,21.1,,92.0,,
1963-07-29,,6.0,152.0,,21.1,,143.0,,
1963-07-30,,1.0,199.0,,21.7,,87.0,,
1963-07-31,,1.0,267.0,,21.1,,51.0,,
1963-08-01,,,438.0,,21.1,,64.0,,
1963-08-02,,,292.0,,21.7,,86.0,,
1963-08-03,,1.0,317.0,,22.2,,44.0,,
1963-08-04,,2.0,346.0,,21.7,,66.0,,
1963-08-05,,,462.0,,21.7,,59.0,,
1963-08-06,,4.0,604.0,,21.7,,76.0,,
1963-08-07,,,644.0,,21.7,,130.0,,
1963-08-08,,,608.0,,22.8,,93.0,,
1963-08-09,,,313.0,,22.8,,50.0,,
1963-08-10,,,551.0,,23.3,,126.0,,
1963-08-11,,,349.0,,23.9,,43.0,,
1963-08-12,,,256.0,,23.9,,19.0,,
1963-08-13,,,209.0,,24.4,,24.0,,
1963-08-14,,,111.0,,24.4,,17.0,,
1963-08-15,,,203.0,,24.4,,39.0,,
1963-08-16,,,122.0,,23.9,,31.0,,
1963-08-17,,,52.0,,24.4,,13.0,,
1963-08-18,,,27.0,,24.4,,15.0,,
1963-08-19,,,15.0,,23.9,,16.0,,
1963-08-20,,,16.0,,23.9,,15.0,,
1963-08-21,,,8.0,,23.9,,2.0,,
1963-08-22,,,9.0,,23.3,,10.0,,
1963-08-23,,,6.0,,23.3,,1.0,,
1963-08-24,,,13.0,,23.3,,11.0,,
1963-08-25,,,23.0,,23.3,,35.0,,
1963-08-26,,,21.0,,22.8,,42.0,,
1963-08-27,,2.0,45.0,,22.2,,45.0,,
1963-08-28,,1.0,48.0,,21.7,,65.0,,
1963-08-29,,4.0,58.0,,22.2,,56.0,,
1963-08-30,,,83.0,,21.7,,42.0,,
1963-08-31,,,265.0,,21.7,,80.0,,
1963-09-01,,,539.0,,21.1,,164.0,,
1963-09-02,,,595.0,,21.1,,216.0,,
1963-09-03,,1.0,287.0,,21.1,,96.0,,
1963-09-04,,3.0,723.0,,21.1,,132.0,,
1963-09-05,,1.0,998.0,,21.1,,317.0,,
1963-09-06,,,552.0,,21.1,,321.0,,
1963-09-07,,,660.0,,21.7,,279.0,,
1963-09-08,,,1011.0,,22.2,,327.0,,
1963-09-09,,,385.0,,22.2,,132.0,,
1963-09-10,,,643.0,,22.2,,225.0,,
1963-09-11,,,799.0,,22.2,,355.0,,
1963-09-12,,,1361.0,,22.2,,764.0,,
1963-09-13,,1.0,1157.0,,22.2,,412.0,,
1963-09-14,,2.0,2182.0,,22.2,,733.0,,
1963-09-15,,4.0,1770.0,,21.7,,395.0,,
1963-09-16,,,939.0,,21.7,,189.0,,
1963-09-17,,,903.0,,21.7,,146.0,,
1963-09-18,,,972.0,,21.1,,174.0,,
1963-09-19,,,481.0,,21.1,,167.0,,
1963-09-20,,,618.0,,20.6,,240.0,,
1963-09-21,,,1037.0,,20.6,,244.0,,
1963-09-22,,,699.0,,20.0,,243.0,,
1963-09-23,,,1220.0,,19.4,,319.0,,
1963-09-24,,,2599.0,,19.4,,325.0,,
1963-09-25,,,1262.0,,19.4,,168.0,,
1963-09-26,,,2190.0,,18.9,,295.0,,
1963-09-27,,8.0,2741.0,,18.9,,812.0,,
1963-09-28,,13.0,2329.0,,18.9,,362.0,,
1963-09-29,,18.0,1734.0,,18.9,,649.0,,
1963-09-30,,2.0,1996.0,,18.9,,141.0,,
1963-10-01,,2.0,2339.0,,18.9,,215.0,,
1963-10-02,,,1234.0,,19.4,,299.0,,
1963-10-03,,,891.0,,20.0,,260.0,,
1963-10-04,,2.0,1549.0,,20.0,,164.0,,
1963-10-05,,5.0,1170.0,,19.4,,200.0,,
1963-10-06,,4.0,921.0,,19.4,,124.0,,
1963-10-07,,,1158.0,,19.4,,144.0,,
1963-10-08,,1.0,1013.0,,19.4,,131.0,,
1963-10-09,,,968.0,,18.9,,105.0,,
1963-10-10,,1.0,726.0,,18.9,,65.0,,
1963-10-11,,,966.0,,18.9,,92.0,,
1963-10-12,,,1134.0,,18.3,,60.0,,
1963-10-13,,,714.0,,18.3,,154.0,,
1963-10-14,,4.0,961.0,,17.8,,59.0,,
1963-10-15,,1.0,664.0,,17.8,,48.0,,
1963-10-16,,,559.0,,17.8,,37.0,,
1963-10-17,,,497.0,,17.8,,33.0,,
1963-10-18,,,492.0,,17.2,,59.0,,
1963-10-19,,,817.0,,17.2,,121.0,,
1963-10-20,,,589.0,,16.7,,69.0,,
1963-10-21,,,598.0,,16.7,,89.0,,
1963-10-22,,,395.0,,16.7,,33.0,,
1963-10-23,,,339.0,,16.1,,45.0,,
1963-10-24,,,527.0,,16.1,,39.0,,
1963-10-25,,,488.0,,15.6,,34.0,,
1963-10-26,,1.0,760.0,,15.6,,79.0,,
1963-10-27,,,420.0,,14.4,,26.0,,
1963-10-28,,,228.0,,14.4,,3.0,,
1963-10-29,,,380.0,,13.9,,41.0,,
1963-10-30,,1.0,245.0,,13.9,,34.0,,
1963-10-31,,,328.0,,13.3,,56.0,,
1963-11-01,,,169.0,,13.3,,29.0,,
1963-11-02,,,503.0,,12.8,,128.0,,
1963-11-03,,,164.0,,12.8,,35.0,,
1963-11-04,,,94.0,,11.7,,22.0,,
1963-11-05,,,149.0,,11.1,,58.0,,
1963-11-06,,,369.0,,11.1,,46.0,,
1963-11-07,,,290.0,,11.1,,51.0,,
1963-11-08,,,311.0,,11.1,,51.0,,
1963-11-09,,,199.0,,11.1,,31.0,,
1963-11-10,,,104.0,,11.1,,10.0,,
1963-11-11,,,102.0,,11.1,,21.0,,
1963-11-12,,,87.0,,11.1,,14.0,,
1963-11-13,,,120.0,,10.6,,9.0,,
1963-11-14,,,77.0,,10.0,,16.0,,
1963-11-15,,,116.0,,10.0,,9.0,,
1963-11-16,,,101.0,,10.0,,27.0,,
1963-11-17,,,145.0,,10.0,,13.0,,
1963-11-18,,,101.0,,9.4,,11.0,,
1963-11-19,,,72.0,,9.4,,4.0,,
1963-11-20,,,124.0,,9.4,,11.0,,
1963-11-21,,,69.0,,9.4,,4.0,,
1963-11-22,,,66.0,,8.9,,10.0,,
1963-11-23,,,76.0,,8.9,,4.0,,
1963-11-24,,,100.0,,8.9,,25.0,,
1963-11-25,,,97.0,,8.9,,20.0,,
1963-11-26,,,45.0,,8.3,,4.0,,
1963-11-27,,,68.0,,7.8,,9.0,,
1963-11-28,,,39.0,,7.8,,3.0,,
1963-11-29,,,42.0,,8.3,,1.0,,
1963-11-30,,,43.0,,8.3,,1.0,,
1963-12-01,,,18.0,,8.3,,1.0,,
1963-12-02,,,59.0,,8.3,,2.0,,
1963-12-03,,,38.0,,7.8,,,,
1963-12-04,,,13.0,,7.8,,1.0,,
1963-12-05,,,4.0,,7.2,,2.0,,
1963-12-06,,,7.0,,6.7,,3.0,,
1963-12-07,,,2.0,,6.1,,,,
1963-12-08,,,10.0,,5.6,,,,
1963-12-09,,,10.0,,5.6,,,,
1963-12-10,,,18.0,,5.0,,,,
1963-12-11,,,7.0,,5.0,,,,
1963-12-12,,,14.0,,5.0,,1.0,,
1963-12-13,,,7.0,,5.0,,4.0,,
1963-12-14,,,10.0,,5.0,,2.0,,
1963-12-15,,,6.0,,4.4,,1.0,,
1963-12-16,,,7.0,,4.4,,1.0,,
1963-12-17,,,5.0,,3.9,,,,
1963-12-18,,,6.0,,3.9,,1.0,,
1963-12-19,,,3.0,,3.9,,,,
1963-12-20,,,4.0,,3.9,,,,
1963-12-21,,,1.0,,3.9,,,,
1963-12-22,,,10.0,,3.9,,,,
1963-12-23,,,19.0,,3.9,,,,
1963-12-24,,,13.0,,4.4,,3.0,,
1963-12-25,,,4.0,,4.4,,,,
1963-12-26,,,12.0,,3.9,,,,
1963-12-27,,,8.0,,4.4,,,,
1963-12-28,,,4.0,,4.4,,,,
1963-12-29,,,3.0,,4.4,,,,
1963-12-30,,,18.0,,4.4,,,,
1963-12-31,,,7.0,,4.4,,,,
1964-01-01,,,36.0,,4.4,,,,
1964-01-02,,,4.0,,4.4,,,,
1964-01-03,,,5.0,,4.4,,,,
1964-01-04,,,,,4.4,,,,
1964-01-05,,,5.0,,4.4,,,,
1964-01-06,,,3.0,,4.4,,,,
1964-01-07,,,2.0,,4.4,,,,
1964-01-08,,,11.0,,4.4,,,,
1964-01-09,,,2.0,,4.4,,,,
1964-01-10,,,7.0,,4.4,,,,
1964-01-11,,,4.0,,4.4,,,,
1964-01-12,,,2.0,,4.4,,,,
1964-01-13,,,1.0,,3.3,,,,
1964-01-14,,,1.0,,3.9,,,,
1964-01-15,,,,,2.8,,,,
1964-01-16,,,,,2.8,,,,
1964-01-17,,,,,2.8,,,,
1964-01-18,,,1.0,,2.8,,,,
1964-01-19,,,1.0,,2.8,,,,
1964-01-20,,,2.0,,3.3,,,,
1964-01-21,,,2.0,,3.3,,,,
1964-01-22,,,1.0,,3.3,,,,
1964-01-23,,,3.0,,3.3,,,,
1964-01-24,,,1.0,,3.3,,,,
1964-01-25,,,3.0,,3.3,,,,
1964-01-26,,,1.0,,3.3,,,,
1964-01-27,,,5.0,,3.3,,,,
1964-01-28,,,1.0,,2.8,,,,
1964-01-29,,,1.0,,2.8,,,,
1964-01-30,,,,,3.3,,,,
1964-01-31,,,,,3.3,,,,
1964-02-01,,,,,3.3,,,,
1964-02-02,,,4.0,,3.3,,1.0,,
1964-02-03,,,,,3.3,,,,
1964-02-04,,,3.0,,3.3,,,,
1964-02-05,,,1.0,,3.3,,,,
1964-02-06,,,12.0,,3.3,,,,
1964-02-07,,,12.0,,3.3,,,,
1964-02-08,,,15.0,,3.3,,,,
1964-02-09,,,7.0,,3.3,,,,
1964-02-10,,,19.0,,3.3,,,,
1964-02-11,,,24.0,,3.3,,,,
1964-02-12,,,7.0,,2.8,,,,
1964-02-13,,,1.0,,2.8,,,,
1964-02-14,,,8.0,,2.8,,,,
1964-02-15,,,1.0,,2.8,,,,
1964-02-16,,,1.0,,2.8,,,,
1964-02-17,,,2.0,,2.8,,,,
