loss,mse,val_loss,val_mse,epoch
18.383699417114258,18.383699417114258,10.50206184387207,10.50206184387207,1
6.911467552185059,6.911467552185059,6.362529754638672,6.362529754638672,2
6.447149276733398,6.447149276733398,4.509293079376221,4.509293079376221,3
5.618202209472656,5.618202209472656,6.023192405700684,6.023192405700684,4
5.0026702880859375,5.0026702880859375,3.700707197189331,3.700707197189331,5
5.153367042541504,5.153367042541504,4.030953407287598,4.030953407287598,6
5.041943073272705,5.041943073272705,3.5557045936584473,3.5557045936584473,7
4.742778778076172,4.742778778076172,4.273800849914551,4.273800849914551,8
4.885302543640137,4.885302543640137,3.522130250930786,3.522130250930786,9
4.489892959594727,4.489892959594727,3.7898356914520264,3.7898356914520264,10
4.788213729858398,4.788213729858398,3.6656336784362793,3.6656336784362793,11
4.622314453125,4.622314453125,4.722502708435059,4.722502708435059,12
4.350412368774414,4.350412368774414,5.023655891418457,5.023655891418457,13
4.12538480758667,4.12538480758667,3.8515260219573975,3.8515260219573975,14
