date,temp(C)
2021-11-01,9.317430128996826
2021-11-06,
2021-11-11,
2021-12-03,
2021-12-12,-3.140647953121273
2022-01-04,-16.05657520650675
2022-01-13,1.021404444640377
2022-01-20,
2022-01-29,
2022-02-05,-2.1392306827747314
2022-02-14,
2022-02-21,-10.44776074499998
2022-03-09,-2.8704311252474524
2022-03-25,1.2461229172727533
2022-04-03,
2022-04-10,6.774483558678924
2022-04-19,4.17110025053793
2022-05-05,
2022-05-12,15.916631089328437
2022-05-21,9.29305941936461
2022-05-28,
2022-06-06,13.073041196679206
2022-06-22,15.668465577143364
2022-06-29,
2022-07-08,20.874734667899578
2022-07-15,16.040728383476527
2022-07-24,22.088846366846365
2022-07-31,24.854113676763696
2022-08-09,23.46455457281837
2022-08-16,21.14137003151573
2022-08-25,19.475782627445348
2022-09-01,24.25369110880104
2022-09-10,19.57679352486928
2022-09-17,17.841429515196975
2022-09-26,17.40672236437882
2022-10-03,17.31049070098143
2022-10-12,15.73868711659392
2022-10-19,12.849373177045868
2022-10-28,
2022-11-13,
2022-11-20,
2022-11-29,0.23404316455621368
2022-12-06,-7.8186176691874305
2022-12-15,
2022-12-22,-34.47483561394098
2023-01-07,
2023-01-16,
2023-01-23,-3.921699293277785
2023-02-01,
2023-02-08,-1.006871958858541
2023-02-17,
2023-02-24,-8.305378636314305
2023-03-05,-5.393227395999982
2023-03-12,
2023-03-21,1.827896959379056
2023-03-28,2.668910160261743
2023-04-06,2.9110032209157053
2023-04-13,9.688094528530453
2023-04-22,4.681280714885835
2023-04-29,17.23578334255201
2023-05-08,9.48297635951377
2023-05-15,19.44845048273476
2023-05-24,15.764838188532492
2023-05-31,16.16939893384128
2023-06-16,18.577566176532223
2023-06-25,20.970618528932583
2023-07-02,22.717199764173902
2023-07-11,
2023-07-18,22.914796260242277
2023-07-27,22.071543611778985
2023-08-03,26.265546202189935
2023-08-12,15.510266005253964
2023-08-19,
2023-08-28,21.968628918075304
2023-09-04,20.617479518188077
2023-09-13,18.259548875218105
2023-09-20,12.14340551988083
2023-09-29,13.10854877818953
2023-10-06,14.385024154340337
2023-10-15,14.759019917234559
2023-10-22,
2023-10-31,
