date,temp(C)
2021-11-09,
2021-12-10,
2021-12-17,
2021-12-26,
2022-01-27,
2022-02-03,-3.118218777714449
2022-03-07,-0.520126309287193
2022-03-23,
2022-04-01,
2022-04-08,9.214729476436156
2022-04-17,11.486502076495144
2022-04-24,8.877089936691965
2022-05-03,14.15761744418878
2022-05-10,13.83617529588521
2022-05-19,
2022-05-26,10.12064933
2022-06-11,19.99434091707574
2022-06-20,19.975154665773424
2022-06-27,16.326340904987806
2022-07-06,21.868993336530025
2022-07-13,25.11895577461127
2022-07-22,25.85930963301293
2022-07-29,30.37483486218796
2022-08-07,25.9287270884436
2022-08-14,26.544412338279667
2022-08-23,24.085472270183907
2022-08-30,25.920959753007427
2022-09-08,23.033605460643024
2022-09-15,21.345508815940125
2022-09-24,20.308219907658817
2022-10-01,19.946467453740475
2022-10-10,17.13848673263208
2022-10-17,16.96068377417225
2022-10-26,10.94301068386014
2022-11-02,
2022-11-11,
2022-11-18,4.227354314377748
2022-11-27,
2022-12-04,0.9142280532363986
2022-12-13,
2023-01-21,
2023-01-30,-6.277056241808485
2023-02-15,-1.246866933479101
2023-02-22,
2023-03-03,
2023-03-19,
2023-03-26,0.961881993793488
2023-04-04,7.562694408363872
2023-04-11,6.643985490225046
2023-04-20,
2023-04-27,6.746807592936153
2023-05-13,21.00871091277001
2023-05-29,24.425172632820903
2023-06-07,
2023-06-14,
2023-06-23,23.336225704405
2023-06-30,27.176272072803876
2023-07-09,29.931936161334807
2023-07-16,27.281727186449434
2023-07-25,
2023-08-01,26.082481479562187
2023-08-10,26.079765679108522
2023-08-17,17.315292933881775
2023-08-26,23.719378087564937
2023-09-02,15.344045059196553
2023-09-11,
2023-09-18,
2023-10-04,17.213529738269866
2023-10-13,
2023-10-20,
2023-10-29,10.341592320080565
