date,temp(C)
2021-11-23,
2021-12-05,
2021-12-21,
2022-01-22,
2022-02-07,
2022-02-23,
2022-03-11,
2022-03-27,
2022-04-12,
2022-04-28,
2022-05-14,
2022-06-15,19.218696958420416
2022-07-01,32.24150510000004
2022-07-17,
2022-08-02,
2022-08-18,
2022-09-03,
2022-09-19,
2022-10-05,
2022-10-21,
2022-11-06,1.475187496842116
2022-11-22,
2022-12-08,
2022-12-24,
2023-01-25,
2023-02-10,
2023-03-14,
2023-04-15,
2023-05-01,13.419669806213044
2023-05-17,
2023-06-02,21.179014838199084
2023-06-18,
2023-07-04,23.88650557106012
2023-07-20,27.690899700126717
2023-08-05,24.778867109986567
2023-08-21,
2023-09-06,21.371663609175034
2023-09-22,13.485766184023516
2023-10-08,16.27671686143133
2023-10-24,12.328228184169669
