date,temp(C)
2021-11-09,
2021-11-14,
2021-12-08,
2021-12-17,
2022-01-02,
2022-01-09,4.73201719951386
2022-01-18,4.306597580331471
2022-01-25,4.7035548923162915
2022-02-03,5.227390818186656
2022-02-10,6.1947702232587325
2022-02-19,5.115930892390587
2022-02-26,
2022-03-07,7.156584652206342
2022-03-23,
2022-03-30,
2022-04-08,
2022-04-15,9.514457717205183
2022-04-24,13.069287917028795
2022-05-01,11.572852494336788
2022-05-10,9.324004658504213
2022-05-17,10.155325498105778
2022-05-26,
2022-06-02,
2022-06-11,
2022-06-18,15.886928346699223
2022-06-27,24.578216164644676
2022-07-04,21.597375503487505
2022-07-13,21.26920832137272
2022-07-20,25.22961518795638
2022-07-29,26.95535918633944
2022-08-05,25.680910452715523
2022-08-14,24.563034895130897
2022-08-21,25.262182270323645
2022-08-30,25.205083413581143
2022-09-06,24.429405800246798
2022-09-15,21.341409248340504
2022-09-22,19.7172617022311
2022-10-01,20.69519978438374
2022-10-08,18.865187109391375
2022-10-17,17.25510130076504
2022-11-09,
2022-11-18,8.116038977033742
2022-11-25,7.616485320889144
2022-12-04,
2022-12-11,
2023-01-05,
2023-01-21,
2023-01-28,
2023-02-06,
2023-02-13,
2023-02-22,-0.028813700243882443
2023-03-01,3.7240262478917177
2023-03-17,6.859353798436931
2023-03-26,5.434909209403801
2023-04-02,
2023-04-11,
2023-04-18,7.254238003722199
2023-04-27,13.684692140015272
2023-05-13,20.805572244617245
2023-05-20,19.280978467827598
2023-05-29,20.319925650149273
2023-06-05,22.40294045907621
2023-06-14,17.086587368933376
2023-06-21,20.146010630752983
2023-06-30,24.152937033225054
2023-07-07,23.83685782782191
2023-07-16,25.92704903633967
2023-07-23,25.803247282600584
2023-08-01,23.410638819788506
2023-08-08,25.40617293164719
2023-08-17,
2023-08-24,23.934100110282863
2023-09-02,
2023-09-09,22.021339485309888
2023-09-18,
2023-10-04,17.593258305593732
2023-10-20,12.282602026518665
2023-10-27,13.423472599140199
