date,temp(C)
2021-11-16,8.072460892547115
2021-12-10,3.7022272982061972
2021-12-17,
2021-12-26,
2022-01-02,
2022-01-18,-0.8307095974414231
2022-01-27,0.3842253645866884
2022-02-03,2.6095592070592075
2022-02-12,4.272067337280257
2022-02-19,
2022-03-07,6.182421445641619
2022-03-23,
2022-04-01,
2022-04-08,14.979286813066299
2022-04-17,
2022-04-24,15.662355287940226
2022-05-03,15.916798535471054
2022-05-10,17.2290307090193
2022-05-19,15.253283835373288
2022-05-26,
2022-06-04,
2022-06-20,22.4028528311933
2022-06-27,32.96593226062624
2022-07-06,28.640526520681085
2022-07-13,32.18994062802356
2022-07-22,30.468615953557517
2022-07-29,35.159520995144455
2022-08-07,31.88754818915755
2022-08-14,31.003491638881204
2022-08-23,31.26500217669473
2022-08-30,28.751620250229553
2022-09-08,26.709135609244353
2022-09-15,24.61912949564313
2022-09-24,23.459263575459023
2022-10-01,22.401379976682943
2022-10-10,20.067643536722
2022-10-17,19.41912357992476
2022-10-26,11.083201479351656
2022-11-02,6.693316592509713
2022-11-11,
2022-11-18,1.9021906433973224
2022-11-27,2.1004847999324525
2022-12-13,
2022-12-20,-1.9127252976383573
2022-12-29,0.6930370010898327
2023-01-05,
2023-01-21,-2.203477515999983
2023-01-30,-6.09156548732627
2023-02-06,4.817682057265472
2023-02-15,2.498210062139537
2023-02-22,
2023-03-03,5.457200884787328
2023-03-10,
2023-03-19,
2023-03-26,4.237088460104444
2023-04-04,
2023-04-11,8.5370942488405
2023-04-20,
2023-04-27,20.70871851565618
2023-05-06,15.296587256712504
2023-05-13,22.69871502021522
2023-05-22,20.78879003628682
2023-05-29,25.91490078968977
2023-06-07,
2023-06-14,20.523870760431468
2023-06-23,25.145777369416564
2023-06-30,29.77594109737628
2023-07-09,32.29427968266425
2023-07-16,27.62725987124265
2023-07-25,29.79527728801032
2023-08-01,29.929497291440903
2023-08-10,29.09992993918896
2023-08-26,27.647448833633792
2023-09-02,23.773471203367862
2023-09-11,
2023-09-18,
2023-09-27,15.010411327578089
2023-10-04,18.682459763729277
2023-10-13,14.200233638425507
2023-10-20,
2023-10-29,10.907714367594712
