date,temp(C)
2021-11-04,
2021-11-09,
2021-11-14,
2021-12-08,
2021-12-17,
2022-01-02,
2022-01-09,5.752009960597996
2022-01-18,2.21752357901165
2022-01-25,
2022-02-03,4.673248879965894
2022-02-10,6.369798999772833
2022-02-19,6.711979263269427
2022-02-26,
2022-03-07,7.695371746706018
2022-03-23,
2022-03-30,
2022-04-08,10.953118857695532
2022-04-15,10.119869203575028
2022-04-24,13.079975036063324
2022-05-01,13.251940156398277
2022-05-10,10.136049793257213
2022-05-17,8.481313087203471
2022-05-26,
2022-06-02,
2022-06-11,
2022-06-18,
2022-06-27,23.191657458670846
2022-07-04,17.40549086051246
2022-07-13,19.666020942354844
2022-07-20,25.73648944698453
2022-07-29,28.24020898103956
2022-08-05,23.51450023660628
2022-08-14,22.03395398543306
2022-08-21,20.112780481782178
2022-08-30,24.399252145460554
2022-09-06,20.175657402931677
2022-09-15,
2022-09-22,17.413138769683172
2022-10-01,17.97141251628678
2022-10-08,17.12141780516101
2022-10-17,16.155092036661767
2022-11-09,11.192417067939353
2022-11-18,9.78600809680504
2022-11-25,
2022-12-04,0.5974759400000225
2022-12-11,
2023-01-05,
2023-01-21,
2023-01-28,
2023-02-06,
2023-02-13,
2023-02-22,
2023-03-01,4.088284333315544
2023-03-17,8.311506848985218
2023-03-26,3.9536392742043693
2023-04-02,
2023-04-11,
2023-04-18,
2023-04-27,13.521758903604402
2023-05-13,17.91596451738204
2023-05-20,
2023-05-29,18.202835201573322
2023-06-05,18.453480425532796
2023-06-14,15.237659742855898
2023-06-21,17.12287420312209
2023-06-30,22.790297002337685
2023-07-07,20.27004634091326
2023-07-16,25.57032031063715
2023-07-23,24.07900557223442
2023-08-01,23.17798784508818
2023-08-08,23.84383649461151
2023-08-17,
2023-08-24,21.220238332985076
2023-09-02,22.12615965197603
2023-09-09,21.141265273954993
2023-09-18,21.582295807740458
2023-10-04,17.24276543148268
2023-10-20,11.832909800000023
2023-10-27,9.870113386358971
