date,temp(C)
2021-11-06,
2021-12-03,3.0415759854335773
2021-12-12,2.5013438525603324
2021-12-28,
2022-01-13,-1.0929709881092158
2022-01-29,
2022-02-05,-3.2440015292118254
2022-02-14,-1.2793074143542713
2022-02-21,
2022-03-02,
2022-03-09,
2022-03-25,
2022-04-03,
2022-04-10,
2022-04-19,8.491725176948439
2022-04-26,
2022-05-12,
2022-05-21,
2022-05-28,
2022-06-06,
2022-06-22,27.793543482210993
2022-06-29,27.074581673493782
2022-07-08,29.204609902932095
2022-07-15,30.735546850139215
2022-07-24,31.690164799784707
2022-07-31,37.66004027681923
2022-08-09,
2022-08-16,35.82136084753503
2022-08-25,35.23590237413357
2022-09-01,33.56407804688032
2022-09-10,
2022-09-17,29.700516365451243
2022-09-26,27.664908201209485
2022-10-03,26.553261808543922
2022-10-12,20.362322478964835
2022-10-19,18.071483033638216
2022-10-28,
2022-11-13,-1.1865095953002958
2022-11-20,-3.8197785717553008
2022-11-29,-1.9824009446065047
2022-12-06,-4.016543258461857
2022-12-15,
2022-12-22,
2023-01-16,-4.536390099999975
2023-01-23,-7.903999679245262
2023-02-01,
2023-02-08,0.15769145703656595
2023-02-17,
2023-02-24,-0.4289461851571322
2023-03-05,
2023-03-12,
2023-03-21,5.8238788786548605
2023-04-06,20.035755680000022
2023-04-13,9.559539266835301
2023-04-22,14.631108015676048
2023-04-29,21.574753971256374
2023-05-08,
2023-05-15,
2023-05-24,13.026177149271104
2023-05-31,
2023-06-16,23.29892213607953
2023-06-25,
2023-07-02,28.14068798054062
2023-07-11,27.587077427003443
2023-07-18,28.839977731757493
2023-07-27,29.01179033709696
2023-08-03,
2023-08-12,27.162917589511487
2023-08-19,28.134949655901032
2023-08-28,28.34891852860602
2023-09-04,22.69714990890639
2023-09-13,24.45445631801563
2023-09-20,19.887191835448707
2023-09-29,16.65426917423519
2023-10-06,19.150161031712706
2023-10-15,14.703938097148887
2023-10-22,16.98226481070715
2023-10-31,
