date,temp(C)
2021-11-09,
2021-12-17,
2022-01-02,
2022-01-18,1.279664724018458
2022-02-03,2.391618861361757
2022-02-19,-1.3699624193352051
2022-03-07,3.1522156370128527
2022-03-23,4.0078134343907506
2022-04-08,
2022-04-24,6.6195465919472865
2022-05-10,
2022-05-26,
2022-06-11,9.461366290792109
2022-06-27,18.058600115156505
2022-07-13,21.39693467847342
2022-07-29,24.86168836164401
2022-08-14,22.045475990433623
2022-08-30,22.467343337266353
2022-09-15,19.139554749362446
2022-10-01,16.239583838421897
2022-10-17,15.353235880673322
2022-11-18,3.378718814000021
2022-12-04,
2023-01-05,
2023-01-21,0.030484128831194803
2023-02-06,
2023-02-22,
2023-03-26,
2023-04-11,
2023-04-27,2.8344790501144486
2023-05-13,7.908926104806392
2023-05-29,15.309673917176129
2023-06-14,11.544254660000036
2023-06-30,21.102001430958254
2023-07-16,23.44081899394259
2023-08-01,21.70046798728303
2023-08-17,
2023-09-02,18.52651062950415
2023-09-18,
2023-10-04,14.850639238015244
2023-10-20,10.453214537857166
