date,temp(C)
2021-11-01,
2021-11-06,
2021-12-12,
2021-12-28,
2022-01-13,0.5831893855508983
2022-01-29,
2022-02-14,3.648514216828083
2022-03-02,
2022-04-03,
2022-04-19,
2022-05-21,
2022-06-06,12.885257840000008
2022-06-22,23.89877835427826
2022-07-08,27.173036321755955
2022-07-24,26.15103759773527
2022-08-09,
2022-08-25,28.958977816754487
2022-09-10,
2022-09-26,
2022-10-12,
2022-10-28,
2022-11-13,-0.74623317249997
2022-11-29,
2022-12-15,
2023-01-16,
2023-02-01,
2023-02-17,0.8189389737621647
2023-03-05,
2023-03-21,4.633946984707995
2023-04-06,
2023-04-22,
2023-05-08,
2023-05-24,18.104915594465613
2023-06-25,18.916921734152027
2023-07-11,26.54953089296902
2023-07-27,26.538686985800975
2023-08-12,24.73495842061225
2023-08-28,27.517724144251314
2023-09-13,21.698641794769724
2023-09-29,17.272089022037715
2023-10-15,
2023-10-31,6.120896354741859
