date,max water temperature (C),min water temperature (C),avg water temperature (C),avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,,,,8690.0,21260706.5088
1999-01-02 00:00:00+00:00,,,,8450.0,20673529.344
1999-01-03 00:00:00+00:00,,,,8430.0,20624597.9136
1999-01-04 00:00:00+00:00,,,,8430.0,20624597.9136
1999-01-05 00:00:00+00:00,,,,8420.0,20600132.198400002
1999-01-06 00:00:00+00:00,,,,8480.0,20746926.4896
1999-01-07 00:00:00+00:00,,,,8740.0,21383035.0848
1999-01-08 00:00:00+00:00,,,,8720.0,21334103.6544
1999-01-09 00:00:00+00:00,,,,8690.0,21260706.5088
1999-01-10 00:00:00+00:00,,,,8480.0,20746926.4896
1999-01-11 00:00:00+00:00,,,,8450.0,20673529.344
1999-01-12 00:00:00+00:00,,,,8590.0,21016049.3568
1999-01-13 00:00:00+00:00,,,,8450.0,20673529.344
1999-01-14 00:00:00+00:00,,,,8390.0,20526735.0528
1999-01-15 00:00:00+00:00,,,,8500.0,20795857.92
1999-01-16 00:00:00+00:00,,,,8120.0,19866160.742399998
1999-01-17 00:00:00+00:00,,,,8070.0,19743832.1664
1999-01-18 00:00:00+00:00,,,,7970.0,19499175.0144
1999-01-19 00:00:00+00:00,,,,7980.0,19523640.7296
1999-01-20 00:00:00+00:00,,,,8210.0,20086352.1792
1999-01-21 00:00:00+00:00,,,,8920.0,21823417.9584
1999-01-22 00:00:00+00:00,,,,8650.0,21162843.648
1999-01-23 00:00:00+00:00,,,,8690.0,21260706.5088
1999-01-24 00:00:00+00:00,,,,8570.0,20967117.9264
1999-01-25 00:00:00+00:00,,,,8270.0,20233146.470399998
1999-01-26 00:00:00+00:00,,,,8560.0,20942652.2112
1999-01-27 00:00:00+00:00,,,,8350.0,20428872.191999998
1999-01-28 00:00:00+00:00,,,,8150.0,19939557.888
1999-01-29 00:00:00+00:00,,,,7980.0,19523640.7296
1999-01-30 00:00:00+00:00,,,,7950.0,19450243.584
1999-01-31 00:00:00+00:00,,,,7930.0,19401312.1536
1999-02-01 00:00:00+00:00,,,,8060.0,19719366.4512
1999-02-02 00:00:00+00:00,,,,7780.0,19034326.4256
1999-02-03 00:00:00+00:00,,,,7890.0,19303449.2928
1999-02-04 00:00:00+00:00,,,,7830.0,19156655.001599997
1999-02-05 00:00:00+00:00,,,,7830.0,19156655.001599997
