date,max water temperature (C),min water temperature (C),avg water temperature (C),avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,,,,1500.0,3669857.2800000003
1999-01-02 00:00:00+00:00,,,,1120.0,2740160.1023999997
1999-01-03 00:00:00+00:00,,,,868.0,2123624.07936
1999-01-04 00:00:00+00:00,,,,719.0,1759084.92288
1999-01-05 00:00:00+00:00,,,,704.0,1722386.35008
1999-01-06 00:00:00+00:00,,,,662.0,1619630.3462399999
1999-01-07 00:00:00+00:00,,,,611.0,1494855.1987200002
1999-01-08 00:00:00+00:00,,,,571.0,1396992.3379199998
1999-01-09 00:00:00+00:00,,,,534.0,1306469.19168
1999-01-10 00:00:00+00:00,,,,521.0,1274663.76192
1999-01-11 00:00:00+00:00,,,,521.0,1274663.76192
1999-01-12 00:00:00+00:00,,,,509.0,1245304.90368
1999-01-13 00:00:00+00:00,,,,486.0,1189033.75872
1999-01-14 00:00:00+00:00,,,,492.0,1203713.18784
1999-01-15 00:00:00+00:00,,,,2550.0,6238757.376
1999-01-16 00:00:00+00:00,,,,3170.0,7755631.718400001
1999-01-17 00:00:00+00:00,,,,2280.0,5578183.065599999
1999-01-18 00:00:00+00:00,,,,1650.0,4036843.0080000004
1999-01-19 00:00:00+00:00,,,,1830.0,4477225.8816
1999-01-20 00:00:00+00:00,,,,4170.0,10202203.238400001
1999-01-21 00:00:00+00:00,,,,3360.0,8220480.3072
1999-01-22 00:00:00+00:00,,,,2240.0,5480320.2047999995
1999-01-23 00:00:00+00:00,,,,2280.0,5578183.065599999
1999-01-24 00:00:00+00:00,,,,1750.0,4281500.16
1999-01-25 00:00:00+00:00,,,,1270.0,3107145.8304
1999-01-26 00:00:00+00:00,,,,1200.0,2935885.824
1999-01-27 00:00:00+00:00,,,,1020.0,2495502.9504
1999-01-28 00:00:00+00:00,,,,945.0,2312010.0864
1999-01-29 00:00:00+00:00,,,,875.0,2140750.08
1999-01-30 00:00:00+00:00,,,,772.0,1888753.2134399998
1999-01-31 00:00:00+00:00,,,,771.0,1886306.6419199998
1999-02-01 00:00:00+00:00,,,,740.0,1810462.9248000002
1999-02-02 00:00:00+00:00,,,,708.0,1732172.63616
1999-02-03 00:00:00+00:00,,,,703.0,1719939.7785600002
1999-02-04 00:00:00+00:00,,,,678.0,1658775.49056
1999-02-05 00:00:00+00:00,,,,622.0,1521767.48544
1999-02-06 00:00:00+00:00,,,,753.0,1842268.3545600001
1999-02-07 00:00:00+00:00,,,,1950.0,4770814.464
1999-02-08 00:00:00+00:00,,,,2570.0,6287688.8064
1999-02-09 00:00:00+00:00,,,,1990.0,4868677.3248
1999-02-10 00:00:00+00:00,,,,1700.0,4159171.584
1999-02-11 00:00:00+00:00,,,,1370.0,3351802.9824
1999-02-12 00:00:00+00:00,,,,1250.0,3058214.4
1999-02-13 00:00:00+00:00,,,,1260.0,3082680.1152
1999-02-14 00:00:00+00:00,,,,1220.0,2984817.2544
1999-02-15 00:00:00+00:00,,,,1110.0,2715694.3871999998
1999-02-16 00:00:00+00:00,,,,1060.0,2593365.8112
1999-02-17 00:00:00+00:00,,,,1620.0,3963445.8624
1999-02-18 00:00:00+00:00,,,,1650.0,4036843.0080000004
1999-02-19 00:00:00+00:00,,,,1450.0,3547528.704
1999-02-20 00:00:00+00:00,,,,1290.0,3156077.2608
1999-02-21 00:00:00+00:00,,,,1300.0,3180542.976
1999-02-22 00:00:00+00:00,,,,1220.0,2984817.2544
1999-02-23 00:00:00+00:00,,,,1440.0,3523062.9888
1999-02-24 00:00:00+00:00,,,,6820.0,16685617.7664
1999-02-25 00:00:00+00:00,,,,9460.0,23144566.579200003
1999-02-26 00:00:00+00:00,,,,7990.0,19548106.4448
1999-02-27 00:00:00+00:00,,,,5270.0,12893431.9104
1999-02-28 00:00:00+00:00,,,,6320.0,15462332.0064
1999-03-01 00:00:00+00:00,,,,8280.0,20257612.185599998
1999-03-02 00:00:00+00:00,,,,6720.0,16440960.6144
1999-03-03 00:00:00+00:00,,,,5300.0,12966829.056
1999-03-04 00:00:00+00:00,,,,4850.0,11865871.872
1999-03-05 00:00:00+00:00,,,,3850.0,9419300.352
1999-03-06 00:00:00+00:00,,,,3230.0,7902426.0095999995
1999-03-07 00:00:00+00:00,,,,2910.0,7119523.1232
1999-03-08 00:00:00+00:00,,,,2910.0,7119523.1232
1999-03-09 00:00:00+00:00,,,,2770.0,6777003.1104
1999-03-10 00:00:00+00:00,,,,2770.0,6777003.1104
1999-03-11 00:00:00+00:00,,,,2430.0,5945168.7936
1999-03-12 00:00:00+00:00,,,,2440.0,5969634.5088
1999-03-13 00:00:00+00:00,,,,2540.0,6214291.6608
1999-03-14 00:00:00+00:00,,,,3240.0,7926891.7248
1999-03-15 00:00:00+00:00,,,,3380.0,8269411.737600001
1999-03-16 00:00:00+00:00,,,,4490.0,10985106.1248
1999-03-17 00:00:00+00:00,,,,4130.0,10104340.377600001
1999-03-18 00:00:00+00:00,,,,3900.0,9541628.928
1999-03-19 00:00:00+00:00,,,,4280.0,10471326.1056
1999-03-20 00:00:00+00:00,,,,5390.0,13187020.492800001
1999-03-21 00:00:00+00:00,,,,7030.0,17199397.7856
1999-03-22 00:00:00+00:00,,,,8420.0,20600132.198400002
1999-03-23 00:00:00+00:00,,,,7690.0,18814134.9888
1999-03-24 00:00:00+00:00,,,,7170.0,17541917.7984
1999-03-25 00:00:00+00:00,,,,7150.0,17492986.367999997
1999-03-26 00:00:00+00:00,,,,9850.0,24098729.472
1999-03-27 00:00:00+00:00,,,,8170.0,19988489.3184
