date,max water temperature (C),min water temperature (C),avg water temperature (C)
2023-10-05 00:00:00+00:00,14.7,12.1,13.1
2023-10-06 00:00:00+00:00,15.7,12.6,14.0
2023-10-07 00:00:00+00:00,15.9,13.3,14.6
2023-10-08 00:00:00+00:00,15.4,13.3,14.5
2023-10-09 00:00:00+00:00,15.1,13.1,13.6
2023-10-10 00:00:00+00:00,13.6,12.5,13.1
2023-10-11 00:00:00+00:00,12.7,11.1,11.8
2023-10-12 00:00:00+00:00,12.3,11.0,11.5
2023-10-13 00:00:00+00:00,11.7,10.4,11.1
2023-10-14 00:00:00+00:00,12.1,11.3,11.7
2023-10-15 00:00:00+00:00,13.4,11.4,12.2
2023-10-16 00:00:00+00:00,13.2,12.1,12.5
2023-10-17 00:00:00+00:00,12.3,10.6,11.4
2023-10-18 00:00:00+00:00,11.5,9.7,10.6
2023-10-19 00:00:00+00:00,12.1,10.1,10.9
2023-10-20 00:00:00+00:00,11.7,10.3,11.0
2023-10-21 00:00:00+00:00,11.4,10.5,11.0
2023-10-22 00:00:00+00:00,12.7,11.3,12.0
2023-10-23 00:00:00+00:00,12.0,11.0,11.6
2023-10-24 00:00:00+00:00,11.0,9.6,10.3
2023-10-25 00:00:00+00:00,9.6,7.9,8.6
