date,avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,19.0,46484.85888
1999-01-02 00:00:00+00:00,19.0,46484.85888
1999-01-03 00:00:00+00:00,19.0,46484.85888
1999-01-04 00:00:00+00:00,20.0,48931.4304
1999-01-05 00:00:00+00:00,19.0,46484.85888
1999-01-06 00:00:00+00:00,19.0,46484.85888
1999-01-07 00:00:00+00:00,19.0,46484.85888
1999-01-08 00:00:00+00:00,19.0,46484.85888
1999-01-09 00:00:00+00:00,19.0,46484.85888
1999-01-10 00:00:00+00:00,18.0,44038.28736
1999-01-11 00:00:00+00:00,19.0,46484.85888
1999-01-12 00:00:00+00:00,19.0,46484.85888
1999-01-13 00:00:00+00:00,19.0,46484.85888
1999-01-14 00:00:00+00:00,19.0,46484.85888
1999-01-15 00:00:00+00:00,19.0,46484.85888
1999-01-16 00:00:00+00:00,20.0,48931.4304
1999-01-17 00:00:00+00:00,20.0,48931.4304
1999-01-18 00:00:00+00:00,20.0,48931.4304
1999-01-19 00:00:00+00:00,19.0,46484.85888
1999-01-20 00:00:00+00:00,20.0,48931.4304
1999-01-21 00:00:00+00:00,19.0,46484.85888
1999-01-22 00:00:00+00:00,19.0,46484.85888
1999-01-23 00:00:00+00:00,18.0,44038.28736
1999-01-24 00:00:00+00:00,18.0,44038.28736
1999-01-25 00:00:00+00:00,18.0,44038.28736
1999-01-26 00:00:00+00:00,18.0,44038.28736
1999-01-27 00:00:00+00:00,19.0,46484.85888
1999-01-28 00:00:00+00:00,18.0,44038.28736
1999-01-29 00:00:00+00:00,18.0,44038.28736
1999-01-30 00:00:00+00:00,19.0,46484.85888
1999-01-31 00:00:00+00:00,19.0,46484.85888
1999-02-01 00:00:00+00:00,19.0,46484.85888
1999-02-02 00:00:00+00:00,20.0,48931.4304
1999-02-03 00:00:00+00:00,20.0,48931.4304
1999-02-04 00:00:00+00:00,20.0,48931.4304
1999-02-05 00:00:00+00:00,20.0,48931.4304
1999-02-06 00:00:00+00:00,21.0,51378.001919999995
1999-02-07 00:00:00+00:00,20.0,48931.4304
1999-02-08 00:00:00+00:00,20.0,48931.4304
1999-02-09 00:00:00+00:00,21.0,51378.001919999995
1999-02-10 00:00:00+00:00,19.0,46484.85888
1999-02-11 00:00:00+00:00,18.0,44038.28736
1999-02-12 00:00:00+00:00,18.0,44038.28736
1999-02-13 00:00:00+00:00,18.0,44038.28736
1999-02-14 00:00:00+00:00,18.0,44038.28736
1999-02-15 00:00:00+00:00,18.0,44038.28736
1999-02-16 00:00:00+00:00,18.0,44038.28736
1999-02-17 00:00:00+00:00,18.0,44038.28736
1999-02-18 00:00:00+00:00,19.0,46484.85888
1999-02-19 00:00:00+00:00,19.0,46484.85888
1999-02-20 00:00:00+00:00,19.0,46484.85888
1999-02-21 00:00:00+00:00,19.0,46484.85888
1999-02-22 00:00:00+00:00,20.0,48931.4304
1999-02-23 00:00:00+00:00,20.0,48931.4304
1999-02-24 00:00:00+00:00,20.0,48931.4304
1999-02-25 00:00:00+00:00,204.0,499100.59008
1999-02-26 00:00:00+00:00,385.0,941930.0352
1999-02-27 00:00:00+00:00,448.0,1096064.04096
1999-02-28 00:00:00+00:00,448.0,1096064.04096
1999-03-01 00:00:00+00:00,448.0,1096064.04096
1999-03-02 00:00:00+00:00,798.0,1952364.0729599998
1999-03-03 00:00:00+00:00,965.0,2360941.5168
1999-03-04 00:00:00+00:00,1370.0,3351802.9824
1999-03-05 00:00:00+00:00,1690.0,4134705.8688000003
1999-03-06 00:00:00+00:00,1680.0,4110240.1536
1999-03-07 00:00:00+00:00,1680.0,4110240.1536
1999-03-08 00:00:00+00:00,2040.0,4991005.9008
1999-03-09 00:00:00+00:00,2380.0,5822840.2176
1999-03-10 00:00:00+00:00,2360.0,5773908.7872
1999-03-11 00:00:00+00:00,2360.0,5773908.7872
1999-03-12 00:00:00+00:00,2350.0,5749443.072
1999-03-13 00:00:00+00:00,2340.0,5724977.3568
1999-03-14 00:00:00+00:00,2340.0,5724977.3568
1999-03-15 00:00:00+00:00,2330.0,5700511.6416
1999-03-16 00:00:00+00:00,2330.0,5700511.6416
1999-03-17 00:00:00+00:00,2310.0,5651580.2112
1999-03-18 00:00:00+00:00,2310.0,5651580.2112
1999-03-19 00:00:00+00:00,2310.0,5651580.2112
1999-03-20 00:00:00+00:00,2310.0,5651580.2112
1999-03-21 00:00:00+00:00,2310.0,5651580.2112
1999-03-22 00:00:00+00:00,2310.0,5651580.2112
