date,avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,87.0,212851.72223999997
1999-01-02 00:00:00+00:00,82.0,200618.86463999999
1999-01-03 00:00:00+00:00,80.0,195725.7216
1999-01-04 00:00:00+00:00,79.0,193279.15008
1999-01-05 00:00:00+00:00,79.0,193279.15008
1999-01-06 00:00:00+00:00,79.0,193279.15008
1999-01-07 00:00:00+00:00,79.0,193279.15008
1999-01-08 00:00:00+00:00,79.0,193279.15008
1999-01-09 00:00:00+00:00,79.0,193279.15008
1999-01-10 00:00:00+00:00,79.0,193279.15008
1999-01-11 00:00:00+00:00,80.0,195725.7216
1999-01-12 00:00:00+00:00,79.0,193279.15008
1999-01-13 00:00:00+00:00,78.0,190832.57856000002
1999-01-14 00:00:00+00:00,79.0,193279.15008
1999-01-15 00:00:00+00:00,80.0,195725.7216
1999-01-16 00:00:00+00:00,80.0,195725.7216
1999-01-17 00:00:00+00:00,79.0,193279.15008
1999-01-18 00:00:00+00:00,82.0,200618.86463999999
1999-01-19 00:00:00+00:00,79.0,193279.15008
1999-01-20 00:00:00+00:00,79.0,193279.15008
1999-01-21 00:00:00+00:00,77.0,188386.00704
1999-01-22 00:00:00+00:00,76.0,185939.43552
1999-01-23 00:00:00+00:00,83.0,203065.43616
1999-01-24 00:00:00+00:00,78.0,190832.57856000002
1999-01-25 00:00:00+00:00,75.0,183492.864
1999-01-26 00:00:00+00:00,76.0,185939.43552
1999-01-27 00:00:00+00:00,74.0,181046.29248
1999-01-28 00:00:00+00:00,75.0,183492.864
1999-01-29 00:00:00+00:00,74.0,181046.29248
1999-01-30 00:00:00+00:00,74.0,181046.29248
1999-01-31 00:00:00+00:00,74.0,181046.29248
1999-02-01 00:00:00+00:00,72.0,176153.14944
1999-02-02 00:00:00+00:00,73.0,178599.72095999998
1999-02-03 00:00:00+00:00,72.0,176153.14944
1999-02-04 00:00:00+00:00,73.0,178599.72095999998
1999-02-05 00:00:00+00:00,71.0,173706.57792
1999-02-06 00:00:00+00:00,73.0,178599.72095999998
1999-02-07 00:00:00+00:00,73.0,178599.72095999998
1999-02-08 00:00:00+00:00,69.0,168813.43488
1999-02-09 00:00:00+00:00,69.0,168813.43488
1999-02-10 00:00:00+00:00,68.0,166366.86336
1999-02-11 00:00:00+00:00,66.0,161473.72032
1999-02-12 00:00:00+00:00,66.0,161473.72032
1999-02-13 00:00:00+00:00,67.0,163920.29184000002
1999-02-14 00:00:00+00:00,67.0,163920.29184000002
1999-02-15 00:00:00+00:00,67.0,163920.29184000002
1999-02-16 00:00:00+00:00,67.0,163920.29184000002
1999-02-17 00:00:00+00:00,69.0,168813.43488
1999-02-18 00:00:00+00:00,69.0,168813.43488
1999-02-19 00:00:00+00:00,71.0,173706.57792
1999-02-20 00:00:00+00:00,66.0,161473.72032
1999-02-21 00:00:00+00:00,67.0,163920.29184000002
1999-02-22 00:00:00+00:00,66.0,161473.72032
1999-02-23 00:00:00+00:00,66.0,161473.72032
1999-02-24 00:00:00+00:00,66.0,161473.72032
1999-02-25 00:00:00+00:00,65.0,159027.1488
1999-02-26 00:00:00+00:00,63.0,154134.00576
1999-02-27 00:00:00+00:00,65.0,159027.1488
1999-02-28 00:00:00+00:00,70.0,171260.00639999998
1999-03-01 00:00:00+00:00,65.0,159027.1488
1999-03-02 00:00:00+00:00,64.0,156580.57728
1999-03-03 00:00:00+00:00,65.0,159027.1488
1999-03-04 00:00:00+00:00,63.0,154134.00576
1999-03-05 00:00:00+00:00,62.0,151687.43424
1999-03-06 00:00:00+00:00,61.0,149240.86271999998
1999-03-07 00:00:00+00:00,62.0,151687.43424
1999-03-08 00:00:00+00:00,62.0,151687.43424
1999-03-09 00:00:00+00:00,63.0,154134.00576
1999-03-10 00:00:00+00:00,62.0,151687.43424
1999-03-11 00:00:00+00:00,61.0,149240.86271999998
1999-03-12 00:00:00+00:00,60.0,146794.2912
1999-03-13 00:00:00+00:00,60.0,146794.2912
1999-03-14 00:00:00+00:00,61.0,149240.86271999998
1999-03-15 00:00:00+00:00,60.0,146794.2912
1999-03-16 00:00:00+00:00,59.0,144347.71968
1999-03-17 00:00:00+00:00,59.0,144347.71968
1999-03-18 00:00:00+00:00,59.0,144347.71968
1999-03-19 00:00:00+00:00,58.0,141901.14816
1999-03-20 00:00:00+00:00,58.0,141901.14816
1999-03-21 00:00:00+00:00,58.0,141901.14816
1999-03-22 00:00:00+00:00,57.0,139454.57663999998
