date,max water temperature (C),min water temperature (C),avg water temperature (C)
1999-02-18 00:00:00+00:00,2.4,1.9,2.2
1999-02-19 00:00:00+00:00,2.9,2.2,2.4
1999-02-20 00:00:00+00:00,2.7,1.8,2.2
1999-02-21 00:00:00+00:00,2.6,2.3,2.3
1999-02-22 00:00:00+00:00,2.6,2.1,2.3
1999-02-23 00:00:00+00:00,2.7,2.3,2.4
1999-02-24 00:00:00+00:00,2.7,2.4,2.5
1999-02-25 00:00:00+00:00,2.6,2.3,2.4
1999-02-26 00:00:00+00:00,2.9,2.3,2.4
1999-02-27 00:00:00+00:00,2.9,2.3,2.5
1999-02-28 00:00:00+00:00,2.9,2.4,2.6
1999-03-01 00:00:00+00:00,3.1,2.6,2.7
1999-03-02 00:00:00+00:00,3.2,2.4,2.7
1999-03-03 00:00:00+00:00,3.4,2.7,3.0
1999-03-04 00:00:00+00:00,3.4,2.9,3.0
1999-03-05 00:00:00+00:00,3.5,2.7,3.1
1999-03-06 00:00:00+00:00,3.5,2.9,3.2
1999-03-07 00:00:00+00:00,3.4,3.1,3.3
1999-03-08 00:00:00+00:00,3.5,3.1,3.2
1999-03-09 00:00:00+00:00,3.7,3.2,3.3
1999-03-10 00:00:00+00:00,3.7,3.1,3.3
1999-03-11 00:00:00+00:00,3.8,3.2,3.4
1999-03-12 00:00:00+00:00,3.8,3.1,3.4
1999-03-13 00:00:00+00:00,3.8,3.4,3.6
1999-03-14 00:00:00+00:00,4.0,3.5,3.7
1999-03-15 00:00:00+00:00,4.1,3.5,3.7
1999-03-16 00:00:00+00:00,4.3,3.7,3.9
1999-03-17 00:00:00+00:00,4.5,3.7,4.0
1999-03-18 00:00:00+00:00,4.6,3.8,4.1
1999-03-19 00:00:00+00:00,4.9,4.0,4.4
1999-03-20 00:00:00+00:00,4.9,4.3,4.6
1999-03-21 00:00:00+00:00,4.8,4.6,4.7
1999-03-22 00:00:00+00:00,5.2,4.6,4.8
1999-03-23 00:00:00+00:00,5.4,4.6,4.9
1999-03-24 00:00:00+00:00,5.6,4.8,5.1
1999-03-25 00:00:00+00:00,5.9,5.1,5.4
1999-03-26 00:00:00+00:00,5.7,5.1,5.3
1999-03-27 00:00:00+00:00,5.4,4.9,5.2
1999-03-28 00:00:00+00:00,5.7,4.9,5.3
1999-03-29 00:00:00+00:00,5.9,5.4,5.6
1999-03-30 00:00:00+00:00,5.7,5.1,5.4
1999-03-31 00:00:00+00:00,5.4,5.1,5.2
1999-04-01 00:00:00+00:00,5.9,5.2,5.4
1999-04-02 00:00:00+00:00,5.7,5.1,5.4
1999-04-03 00:00:00+00:00,5.6,5.2,5.3
1999-04-05 00:00:00+00:00,5.7,5.2,5.4
1999-04-06 00:00:00+00:00,6.2,5.4,5.7
1999-04-07 00:00:00+00:00,6.3,5.4,5.8
1999-04-08 00:00:00+00:00,6.2,5.7,5.9
1999-04-09 00:00:00+00:00,5.9,5.4,5.6
1999-04-10 00:00:00+00:00,6.2,5.2,5.6
1999-04-11 00:00:00+00:00,6.3,5.6,5.8
1999-04-12 00:00:00+00:00,6.5,5.7,6.0
1999-04-13 00:00:00+00:00,6.5,5.6,6.0
1999-04-14 00:00:00+00:00,6.3,5.4,5.8
1999-04-15 00:00:00+00:00,6.8,5.6,6.1
1999-04-16 00:00:00+00:00,7.3,6.0,6.6
1999-04-17 00:00:00+00:00,7.4,6.2,6.8
1999-04-18 00:00:00+00:00,7.4,6.5,6.9
1999-04-19 00:00:00+00:00,7.4,6.5,6.9
1999-04-20 00:00:00+00:00,7.3,6.5,6.9
1999-04-21 00:00:00+00:00,7.6,6.3,6.8
1999-04-22 00:00:00+00:00,7.7,6.3,7.1
1999-04-23 00:00:00+00:00,8.7,7.1,7.7
1999-04-24 00:00:00+00:00,8.5,7.1,7.7
1999-04-25 00:00:00+00:00,8.5,7.0,7.7
1999-04-26 00:00:00+00:00,8.0,7.3,7.6
1999-04-27 00:00:00+00:00,8.3,7.3,7.7
1999-04-28 00:00:00+00:00,8.0,7.1,7.5
1999-04-29 00:00:00+00:00,8.0,7.3,7.6
1999-04-30 00:00:00+00:00,8.8,7.6,8.0
1999-05-01 00:00:00+00:00,8.8,7.7,8.1
1999-05-02 00:00:00+00:00,8.3,7.6,7.8
1999-05-03 00:00:00+00:00,8.5,7.7,7.9
1999-05-04 00:00:00+00:00,8.7,7.6,7.9
1999-05-05 00:00:00+00:00,9.0,7.6,8.1
1999-05-06 00:00:00+00:00,9.6,7.7,8.5
1999-05-07 00:00:00+00:00,9.0,7.7,8.2
1999-05-08 00:00:00+00:00,9.0,7.5,8.1
1999-05-09 00:00:00+00:00,8.8,7.4,7.9
1999-05-10 00:00:00+00:00,9.1,7.4,8.1
1999-05-11 00:00:00+00:00,9.6,7.6,8.4
1999-05-12 00:00:00+00:00,8.8,7.8,8.2
1999-05-13 00:00:00+00:00,8.8,7.7,8.1
1999-05-14 00:00:00+00:00,9.0,7.7,8.2
1999-05-15 00:00:00+00:00,9.0,7.6,8.2
1999-05-16 00:00:00+00:00,9.3,7.7,8.4
1999-05-17 00:00:00+00:00,9.6,7.9,8.5
1999-05-18 00:00:00+00:00,9.7,8.0,8.7
1999-05-19 00:00:00+00:00,9.7,8.0,8.7
1999-05-20 00:00:00+00:00,9.7,8.0,8.7
1999-05-21 00:00:00+00:00,10.1,8.2,8.9
1999-05-22 00:00:00+00:00,10.1,8.0,8.9
1999-05-23 00:00:00+00:00,10.4,8.3,9.1
1999-05-24 00:00:00+00:00,10.4,8.5,9.2
1999-05-25 00:00:00+00:00,10.5,8.5,9.3
1999-05-26 00:00:00+00:00,10.4,8.5,9.2
1999-05-27 00:00:00+00:00,10.5,8.5,9.3
1999-05-28 00:00:00+00:00,10.8,9.0,9.5
1999-05-29 00:00:00+00:00,10.4,9.0,9.4
1999-05-30 00:00:00+00:00,10.2,8.8,9.4
1999-05-31 00:00:00+00:00,11.0,9.0,9.7
1999-06-01 00:00:00+00:00,10.7,9.1,9.7
1999-06-02 00:00:00+00:00,10.1,9.3,9.5
1999-06-03 00:00:00+00:00,10.2,9.1,9.6
1999-06-04 00:00:00+00:00,10.8,9.4,9.9
1999-06-05 00:00:00+00:00,10.8,9.6,10.1
1999-06-06 00:00:00+00:00,11.0,9.7,10.1
1999-06-07 00:00:00+00:00,11.1,9.6,10.1
1999-06-08 00:00:00+00:00,11.0,9.7,10.3
1999-06-09 00:00:00+00:00,11.1,9.7,10.3
1999-06-10 00:00:00+00:00,11.3,9.9,10.4
1999-06-11 00:00:00+00:00,11.3,10.1,10.6
1999-06-12 00:00:00+00:00,11.4,10.2,10.7
1999-06-13 00:00:00+00:00,11.1,10.2,10.6
1999-06-14 00:00:00+00:00,11.4,10.4,10.8
1999-06-15 00:00:00+00:00,11.4,10.4,10.8
1999-06-16 00:00:00+00:00,11.4,10.4,10.8
1999-06-17 00:00:00+00:00,11.4,10.4,10.8
1999-06-18 00:00:00+00:00,11.3,10.4,10.8
1999-06-19 00:00:00+00:00,11.6,10.4,10.8
1999-06-20 00:00:00+00:00,11.6,10.4,10.8
1999-06-21 00:00:00+00:00,11.4,10.5,10.8
1999-06-22 00:00:00+00:00,11.6,10.4,10.9
1999-06-23 00:00:00+00:00,11.8,10.4,10.9
1999-06-24 00:00:00+00:00,11.6,10.7,11.0
1999-06-25 00:00:00+00:00,11.8,10.5,11.0
1999-06-26 00:00:00+00:00,11.9,10.5,11.0
1999-06-27 00:00:00+00:00,11.9,10.5,11.1
1999-06-28 00:00:00+00:00,12.1,10.7,11.3
1999-06-29 00:00:00+00:00,12.7,10.8,11.6
1999-06-30 00:00:00+00:00,12.7,11.0,11.7
1999-07-01 00:00:00+00:00,12.8,11.0,11.8
1999-07-02 00:00:00+00:00,12.7,11.0,11.7
1999-07-03 00:00:00+00:00,13.0,11.1,11.8
1999-07-04 00:00:00+00:00,13.0,11.1,12.0
1999-07-05 00:00:00+00:00,13.3,11.3,12.1
1999-07-06 00:00:00+00:00,13.8,11.4,12.5
1999-07-07 00:00:00+00:00,13.9,11.9,12.7
1999-07-08 00:00:00+00:00,13.8,11.8,12.7
1999-07-09 00:00:00+00:00,14.2,12.1,12.9
1999-07-10 00:00:00+00:00,14.4,12.2,13.2
1999-07-11 00:00:00+00:00,14.5,12.5,13.4
1999-07-12 00:00:00+00:00,14.7,12.8,13.5
1999-07-13 00:00:00+00:00,14.9,12.8,13.7
