date,unregulated flow (m3/d),total avg discharge (m3/d),elevation (m),avg air temperature (C),max air temperature (C),min air temperature (C),discharge (m3/d),storage (m3)
1990-01-01,873352.6354944,36698.5728,805.1871120000001,-2.011007199999998,1.2445744000000047,-5.655480799999998,36698.5728,489525151.21320003
1990-01-02,1239335.2691712,36698.5728,805.2175920000001,0.15567680000000195,3.6501492000000013,-6.616599599999999,36698.5728,490727794.21320003
1990-01-03,768737.2372991999,36698.5728,805.2358800000001,-2.0221183999999983,2.2501379999999997,-7.577718399999998,36698.5728,491459827.5888
1990-01-04,385310.54868480004,36698.5728,805.2450240000001,-1.3276683999999968,4.566823200000002,-5.527701999999998,36698.5728,491808446.0412
1990-01-05,751317.6480767999,36698.5728,805.263312,-3.455463199999997,-0.9387763999999983,-7.972166,36698.5728,492523050.34440005
1990-01-06,1015376.1122304,36698.5728,805.287696,-0.6221071999999985,2.600140800000002,-2.1165635999999974,36698.5728,493501742.71559995
1990-01-07,1727964.5331456,36698.5728,805.330368,5.489052800000003,15.222464000000002,-0.022102399999997857,36698.5728,495192991.81320006
1990-01-08,406669.11805439997,36698.5728,805.339512,11.144653600000005,16.400251200000007,5.044604800000002,36698.5728,495562961.8044
1990-01-09,879884.9814528,34252.00128,805.3608480000001,5.016826800000004,12.950223600000005,2.8168092000000016,34252.00128,496408586.3532
1990-01-10,280866.41049599997,34252.00128,805.3669440000001,8.711300800000004,13.694674000000003,3.6501492000000013,34252.00128,496655208.34440005
1990-01-11,1355571.8820864002,34252.00128,805.400472,5.394607600000004,9.239082800000006,2.466806400000003,34252.00128,497976536.79
1990-01-12,1760748.5915136,34252.00128,805.4431440000001,4.077930400000003,6.794618800000002,0.41679000000000244,34252.00128,499703026.4112
1990-01-13,2571126.4760832,34252.00128,805.507152,5.350162800000003,7.5779584000000035,3.777928000000003,34252.00128,502239912.3924
1990-01-14,1496494.4016383998,34252.00128,805.5437280000001,5.216828400000004,7.272400400000006,3.122367200000003,34252.00128,503702153.5932
1990-01-15,1619826.0719616,34252.00128,805.583352,4.611268000000003,10.327980400000005,-0.6776631999999978,34252.00128,505287718.1244
1990-01-16,996415.1829503999,34252.00128,805.607736,4.200153600000004,7.139066000000003,1.155684800000003,34252.00128,506249869.5288
1990-01-17,1515626.5909248,34252.00128,805.644312,2.9279212000000037,7.794626800000003,-3.3832403999999983,34252.00128,507731242.0044
1990-01-18,890943.4847232001,34252.00128,805.6656480000001,-1.5165587999999985,4.1279308000000015,-6.527709999999997,34252.00128,508587930.8688
1990-01-19,1265758.2415872,34252.00128,805.696128,-0.5609955999999983,2.1168036000000043,-6.661044399999998,34252.00128,509819449.6356
1990-01-20,783857.0492927999,34252.00128,805.714416,-3.7776879999999977,2.2501379999999997,-9.2832876,34252.00128,510569060.1012
1990-01-21,1122951.8619648,34252.00128,805.7418480000001,-0.08876959999999912,2.7279196,-2.7276795999999983,34252.00128,511657754.2188
1990-01-22,908778.991104,34252.00128,805.763184,1.1056844000000048,6.877952800000006,-2.466566399999998,34252.00128,512532291.5388
1990-01-23,768468.1144320001,36698.5728,805.781472,6.161280400000006,9.850198800000001,0.8501268000000017,36698.5728,513264053.5488
1990-01-24,786303.6208127999,36698.5728,805.79976,0.411234400000005,7.139066000000003,-4.783251599999998,36698.5728,514013664.01440006
1990-01-25,1250369.3067264,36698.5728,805.8302400000001,0.8279044000000049,3.9557072000000026,-3.561019599999998,36698.5728,515227334.32559997
1990-01-26,661381.6790015999,36698.5728,805.8454800000001,4.489044800000002,10.2446464,1.2001296000000004,36698.5728,515852017.9368
1990-01-27,893390.0562432001,36698.5728,805.8668160000001,3.3501468000000045,6.833508000000002,-0.19432599999999667,36698.5728,516708706.80120003
1990-01-28,36698.5728,36698.5728,805.8668160000001,6.833508000000002,10.939096400000004,3.777928000000003,36698.5728,516708706.80120003
1990-01-29,1270333.3303296,36698.5728,805.897296,5.972390000000004,8.366853600000006,3.777928000000003,36698.5728,517942334.81880003
1990-01-30,1024306.0982784,34252.00128,805.92168,4.766824800000002,7.666848000000002,-0.0665471999999987,34252.00128,518932399.8756
1990-01-31,792738.1039104,36698.5728,805.939968,4.483489200000005,7.055732000000006,2.0723588,36698.5728,519688449.10679996
1990-02-01,1263189.3414911998,39145.14432,805.9704480000001,4.411266400000002,7.622403200000004,0.9390163999999999,39145.14432,520912480.65000004
1990-02-02,419611.48139519995,41591.71584,805.979592,5.644609600000003,9.850198800000001,1.9001352000000047,41591.71584,521290505.26559997
1990-02-03,419611.48139519995,41591.71584,805.9887360000001,2.6779192000000016,7.139066000000003,-2.599900799999997,41591.71584,521668529.8812
1990-02-04,1409665.5783936,41591.71584,806.022264,3.8279284000000047,7.361290000000004,0.15567680000000195,41591.71584,523036607.2188
1990-02-05,651179.4757632001,39145.14432,806.037504,1.822356800000005,5.527942000000003,-2.2943427999999972,39145.14432,523648647.66
1990-02-06,774706.8718079999,36698.5728,806.055792,3.0668112000000036,6.050168400000004,-0.19432599999999667,36698.5728,524386651.0788
1990-02-07,1530795.3343488001,36698.5728,806.092368,1.6223552000000048,4.5223784000000045,-1.8998951999999978,36698.5728,525880740.7332
1990-02-08,165143.5776,39145.14432,806.0954160000001,5.294606800000004,6.616839600000002,3.3834804000000034,39145.14432,526006753.05
1990-02-09,1031645.8128384,41591.71584,806.1198,9.039081200000005,11.727991600000003,6.3112816000000045,41591.71584,526996818.10679996
1990-02-10,293613.0481152,41591.71584,806.125896,11.966882400000003,14.700237600000001,9.283527600000003,41591.71584,527248830.40559995
1990-02-11,1031621.3471232001,41591.71584,806.1502800000001,10.189090400000005,17.666928000000006,4.955715200000004,41591.71584,528238846.12320006
