date,max water temperature (C),min water temperature (C),avg water temperature (C),avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,5.9,4.8,5.4,,
1999-01-02 00:00:00+00:00,4.9,3.7,4.3,,
1999-01-03 00:00:00+00:00,4.0,2.9,3.5,,
1999-01-04 00:00:00+00:00,4.2,2.6,3.3,,
1999-01-05 00:00:00+00:00,4.9,3.2,3.9,,
1999-01-06 00:00:00+00:00,5.1,3.5,4.3,,
1999-01-07 00:00:00+00:00,5.6,3.8,4.8,,
1999-01-08 00:00:00+00:00,5.4,3.8,4.7,,
1999-01-09 00:00:00+00:00,5.6,3.7,4.5,,
1999-01-10 00:00:00+00:00,6.5,4.8,5.5,,
1999-01-11 00:00:00+00:00,5.6,4.6,5.1,,
1999-01-12 00:00:00+00:00,5.7,4.2,5.0,,
1999-01-13 00:00:00+00:00,5.9,4.3,5.1,,
1999-01-14 00:00:00+00:00,5.6,4.5,5.0,,
1999-01-15 00:00:00+00:00,7.4,5.4,6.4,,
1999-01-16 00:00:00+00:00,7.1,6.1,6.7,,
1999-01-17 00:00:00+00:00,6.1,4.9,5.4,,
1999-01-18 00:00:00+00:00,7.3,4.9,6.1,,
1999-01-19 00:00:00+00:00,7.3,6.0,6.5,,
1999-01-20 00:00:00+00:00,7.9,6.2,6.9,,
1999-01-21 00:00:00+00:00,7.2,6.2,6.6,,
1999-01-22 00:00:00+00:00,6.3,5.3,5.9,,
1999-01-23 00:00:00+00:00,6.7,5.4,5.9,,
1999-01-24 00:00:00+00:00,5.7,4.3,5.0,,
1999-01-25 00:00:00+00:00,4.5,3.1,3.9,,
1999-01-26 00:00:00+00:00,4.6,3.2,3.8,,
1999-01-27 00:00:00+00:00,4.0,2.3,3.1,,
1999-01-28 00:00:00+00:00,4.0,2.6,3.2,,
1999-01-29 00:00:00+00:00,4.3,2.1,3.2,,
1999-01-30 00:00:00+00:00,4.0,1.6,2.9,,
1999-01-31 00:00:00+00:00,5.3,3.5,4.3,,
1999-02-01 00:00:00+00:00,5.3,3.4,4.4,,
1999-02-02 00:00:00+00:00,4.3,2.4,3.6,,
1999-02-03 00:00:00+00:00,5.4,2.6,4.0,,
1999-02-04 00:00:00+00:00,6.5,4.0,5.1,,
1999-02-05 00:00:00+00:00,6.0,3.4,4.8,,
1999-02-06 00:00:00+00:00,5.1,4.6,4.8,,
1999-02-07 00:00:00+00:00,6.8,4.9,5.8,,
1999-02-08 00:00:00+00:00,5.8,4.5,4.8,,
1999-02-09 00:00:00+00:00,6.0,4.1,5.1,,
1999-02-10 00:00:00+00:00,4.9,3.1,3.9,,
1999-02-11 00:00:00+00:00,4.8,2.1,3.4,,
1999-02-12 00:00:00+00:00,4.6,1.8,3.2,,
1999-02-13 00:00:00+00:00,5.3,3.1,4.0,,
1999-02-14 00:00:00+00:00,4.8,3.6,4.0,,
1999-02-15 00:00:00+00:00,5.7,3.4,4.3,,
1999-02-16 00:00:00+00:00,6.5,4.3,5.4,,
1999-02-17 00:00:00+00:00,6.0,4.4,5.5,,
1999-02-18 00:00:00+00:00,4.4,2.7,3.2,,
1999-02-19 00:00:00+00:00,4.5,2.7,3.5,,
1999-02-20 00:00:00+00:00,3.5,2.0,2.9,,
1999-02-21 00:00:00+00:00,3.4,2.7,3.0,,
1999-02-22 00:00:00+00:00,3.1,2.3,2.7,,
1999-02-23 00:00:00+00:00,4.0,2.9,3.4,,
1999-02-24 00:00:00+00:00,4.6,3.2,3.8,,
1999-02-25 00:00:00+00:00,3.8,3.0,3.3,,
1999-02-26 00:00:00+00:00,4.0,2.4,3.2,,
1999-02-27 00:00:00+00:00,4.0,2.4,3.3,,
1999-02-28 00:00:00+00:00,4.3,3.2,3.8,,
1999-03-01 00:00:00+00:00,4.5,3.4,3.9,,
1999-03-02 00:00:00+00:00,4.3,2.6,3.5,,
1999-03-03 00:00:00+00:00,4.9,3.4,4.0,,
1999-03-04 00:00:00+00:00,4.5,3.1,3.7,,
1999-03-05 00:00:00+00:00,4.8,2.4,3.5,,
1999-03-06 00:00:00+00:00,4.8,2.6,3.6,,
1999-03-07 00:00:00+00:00,4.3,3.2,3.8,,
1999-03-08 00:00:00+00:00,4.3,2.9,3.7,,
1999-03-09 00:00:00+00:00,4.8,3.5,4.0,,
1999-03-10 00:00:00+00:00,5.3,3.4,4.2,,
1999-03-11 00:00:00+00:00,5.4,3.2,4.2,,
1999-03-12 00:00:00+00:00,5.4,2.9,4.1,,
1999-03-13 00:00:00+00:00,5.4,3.8,4.6,,
1999-03-14 00:00:00+00:00,5.6,3.8,4.6,,
1999-03-15 00:00:00+00:00,6.3,3.8,4.9,,
1999-03-16 00:00:00+00:00,6.2,4.0,5.0,,
1999-03-17 00:00:00+00:00,6.3,3.4,4.8,,
1999-03-18 00:00:00+00:00,6.5,3.8,5.1,,
