date,avg discharge (cfs),avg discharge (m3/d)
2022-06-23 00:00:00+00:00,477.0,1167014.61504
2022-06-24 00:00:00+00:00,460.0,1125422.8991999999
2022-06-25 00:00:00+00:00,457.0,1118083.18464
2022-06-26 00:00:00+00:00,457.0,1118083.18464
2022-06-27 00:00:00+00:00,458.0,1120529.7561599999
2022-06-28 00:00:00+00:00,463.0,1132762.6137599999
2022-06-29 00:00:00+00:00,471.0,1152335.18592
2022-06-30 00:00:00+00:00,473.0,1157228.3289599998
2022-07-01 00:00:00+00:00,472.0,1154781.75744
2022-07-02 00:00:00+00:00,444.0,1086277.7548800001
2022-07-03 00:00:00+00:00,438.0,1071598.32576
2022-07-04 00:00:00+00:00,419.0,1025113.4668800001
2022-07-05 00:00:00+00:00,415.0,1015327.1808
2022-07-06 00:00:00+00:00,396.0,968842.32192
2022-07-07 00:00:00+00:00,394.0,963949.1788799999
2022-07-08 00:00:00+00:00,374.0,915017.74848
2022-07-09 00:00:00+00:00,383.0,937036.89216
2022-07-10 00:00:00+00:00,403.0,985968.32256
2022-07-11 00:00:00+00:00,405.0,990861.4656
2022-07-12 00:00:00+00:00,391.0,956609.46432
2022-07-13 00:00:00+00:00,370.0,905231.4624000001
2022-07-14 00:00:00+00:00,370.0,905231.4624000001
2022-07-15 00:00:00+00:00,369.0,902784.89088
2022-07-16 00:00:00+00:00,369.0,902784.89088
2022-07-17 00:00:00+00:00,362.0,885658.89024
2022-07-18 00:00:00+00:00,348.0,851406.8889599999
2022-07-19 00:00:00+00:00,346.0,846513.74592
2022-07-20 00:00:00+00:00,337.0,824494.60224
2022-07-21 00:00:00+00:00,338.0,826941.1737599999
2022-07-22 00:00:00+00:00,339.0,829387.74528
2022-07-23 00:00:00+00:00,349.0,853853.46048
2022-07-24 00:00:00+00:00,375.0,917464.3200000001
2022-07-25 00:00:00+00:00,376.0,919910.89152
2022-07-26 00:00:00+00:00,367.0,897891.74784
2022-07-27 00:00:00+00:00,327.0,800028.8870400001
2022-07-28 00:00:00+00:00,294.0,719292.02688
2022-07-29 00:00:00+00:00,283.0,692379.74016
2022-07-30 00:00:00+00:00,278.0,680146.88256
2022-07-31 00:00:00+00:00,280.0,685040.0255999999
2022-08-01 00:00:00+00:00,307.0,751097.4566399999
2022-08-02 00:00:00+00:00,337.0,824494.60224
2022-08-03 00:00:00+00:00,313.0,765776.88576
2022-08-04 00:00:00+00:00,277.0,677700.3110400001
2022-08-05 00:00:00+00:00,270.0,660574.3104
2022-08-06 00:00:00+00:00,237.0,579837.45024
2022-08-07 00:00:00+00:00,230.0,562711.4495999999
2022-08-08 00:00:00+00:00,228.0,557818.3065599999
2022-08-09 00:00:00+00:00,296.0,724185.16992
2022-08-10 00:00:00+00:00,333.0,814708.3161599999
2022-08-11 00:00:00+00:00,211.0,516226.59072
2022-08-12 00:00:00+00:00,102.0,249550.29504
2022-08-13 00:00:00+00:00,124.0,303374.86848
2022-08-14 00:00:00+00:00,130.0,318054.2976
2022-08-15 00:00:00+00:00,128.0,313161.15456
2022-08-16 00:00:00+00:00,93.6,228999.094272
2022-08-17 00:00:00+00:00,70.7,172972.606464
2022-08-18 00:00:00+00:00,50.8,124285.83321599998
2022-08-19 00:00:00+00:00,57.8,141411.833856
2022-08-20 00:00:00+00:00,55.4,135540.062208
2022-08-21 00:00:00+00:00,55.1,134806.090752
2022-08-22 00:00:00+00:00,56.3,137741.976576
2022-08-23 00:00:00+00:00,63.4,155112.634368
2022-08-24 00:00:00+00:00,81.1,198416.950272
2022-08-25 00:00:00+00:00,74.7,182758.89254400003
2022-08-26 00:00:00+00:00,158.0,386558.30016
2022-08-27 00:00:00+00:00,182.0,445276.01664
2022-08-28 00:00:00+00:00,152.0,371878.87104
2022-08-29 00:00:00+00:00,149.0,364539.15648
2022-08-30 00:00:00+00:00,128.0,313161.15456
2022-08-31 00:00:00+00:00,124.0,303374.86848
2022-09-01 00:00:00+00:00,121.0,296035.15392
2022-09-02 00:00:00+00:00,123.0,300928.29696
2022-09-03 00:00:00+00:00,129.0,315607.72608
2022-09-04 00:00:00+00:00,129.0,315607.72608
2022-09-05 00:00:00+00:00,129.0,315607.72608
2022-09-06 00:00:00+00:00,128.0,313161.15456
2022-09-07 00:00:00+00:00,128.0,313161.15456
2022-09-08 00:00:00+00:00,125.0,305821.44
2022-09-09 00:00:00+00:00,127.0,310714.58304
2022-09-10 00:00:00+00:00,128.0,313161.15456
2022-09-11 00:00:00+00:00,127.0,310714.58304
2022-09-12 00:00:00+00:00,126.0,308268.01152
2022-09-13 00:00:00+00:00,134.0,327840.58368000004
2022-09-14 00:00:00+00:00,150.0,366985.728
2022-09-15 00:00:00+00:00,155.0,379218.5856
2022-09-16 00:00:00+00:00,155.0,379218.5856
2022-09-17 00:00:00+00:00,156.0,381665.15712000005
2022-09-18 00:00:00+00:00,158.0,386558.30016
2022-09-19 00:00:00+00:00,153.0,374325.44256
2022-09-20 00:00:00+00:00,133.0,325394.01216
2022-09-21 00:00:00+00:00,132.0,322947.44064
2022-09-22 00:00:00+00:00,131.0,320500.86912
2022-09-23 00:00:00+00:00,128.0,313161.15456
2022-09-24 00:00:00+00:00,126.0,308268.01152
2022-09-25 00:00:00+00:00,126.0,308268.01152
2022-09-26 00:00:00+00:00,124.0,303374.86848
2022-09-27 00:00:00+00:00,120.0,293588.5824
2022-09-28 00:00:00+00:00,119.0,291142.01088
2022-09-29 00:00:00+00:00,118.0,288695.43936
2022-09-30 00:00:00+00:00,118.0,288695.43936
2022-10-01 00:00:00+00:00,121.0,296035.15392
2022-10-02 00:00:00+00:00,122.0,298481.72543999995
2022-10-03 00:00:00+00:00,125.0,305821.44
2022-10-04 00:00:00+00:00,130.0,318054.2976
2022-10-05 00:00:00+00:00,130.0,318054.2976
2022-10-06 00:00:00+00:00,129.0,315607.72608
2022-10-07 00:00:00+00:00,129.0,315607.72608
2022-10-08 00:00:00+00:00,129.0,315607.72608
2022-10-09 00:00:00+00:00,128.0,313161.15456
2022-10-10 00:00:00+00:00,129.0,315607.72608
2022-10-11 00:00:00+00:00,129.0,315607.72608
2022-10-12 00:00:00+00:00,129.0,315607.72608
2022-10-13 00:00:00+00:00,129.0,315607.72608
2022-10-14 00:00:00+00:00,129.0,315607.72608
2022-10-15 00:00:00+00:00,117.0,286248.86783999996
2022-10-16 00:00:00+00:00,49.3,120615.97593599999
2022-10-17 00:00:00+00:00,44.4,108627.775488
2022-10-18 00:00:00+00:00,41.0,100309.43231999999
2022-10-19 00:00:00+00:00,45.9,112297.632768
2022-10-20 00:00:00+00:00,57.2,139943.890944
2022-10-21 00:00:00+00:00,56.1,137252.66227200002
2022-10-22 00:00:00+00:00,59.3,145081.691136
2022-10-23 00:00:00+00:00,60.4,147772.91980799998
2022-10-24 00:00:00+00:00,59.5,145571.00544
2022-10-25 00:00:00+00:00,59.1,144592.37683199998
2022-10-26 00:00:00+00:00,60.6,148262.234112
2022-10-27 00:00:00+00:00,60.6,148262.234112
2022-10-28 00:00:00+00:00,59.8,146304.97689599998
