date,avg discharge (cfs),avg discharge (m3/d)
2020-10-26 00:00:00+00:00,129.0,315607.72608
2020-10-27 00:00:00+00:00,131.0,320500.86912
2020-10-28 00:00:00+00:00,127.0,310714.58304
2020-10-29 00:00:00+00:00,123.0,300928.29696
2020-10-30 00:00:00+00:00,124.0,303374.86848
2020-10-31 00:00:00+00:00,119.0,291142.01088
2020-11-01 00:00:00+00:00,114.0,278909.15327999997
2020-11-02 00:00:00+00:00,113.0,276462.58176000003
2020-11-03 00:00:00+00:00,-999999.0,-2446569073.42848
2020-11-04 00:00:00+00:00,-999999.0,-2446569073.42848
2020-11-05 00:00:00+00:00,-999999.0,-2446569073.42848
2020-11-06 00:00:00+00:00,182.0,445276.01664
2020-11-07 00:00:00+00:00,182.0,445276.01664
2020-11-08 00:00:00+00:00,173.0,423256.87296
2020-11-09 00:00:00+00:00,153.0,374325.44256
2020-11-10 00:00:00+00:00,143.0,349859.72736
2020-11-11 00:00:00+00:00,147.0,359646.01344
2020-11-12 00:00:00+00:00,140.0,342520.01279999997
2020-11-13 00:00:00+00:00,170.0,415917.1584
2020-11-14 00:00:00+00:00,214.0,523566.30528
2020-11-15 00:00:00+00:00,209.0,511333.44768
2020-11-16 00:00:00+00:00,231.0,565158.02112
2020-11-17 00:00:00+00:00,223.0,545585.44896
2020-11-18 00:00:00+00:00,217.0,530906.01984
2020-11-19 00:00:00+00:00,210.0,513780.0192
2020-11-20 00:00:00+00:00,184.0,450169.15968000004
2020-11-21 00:00:00+00:00,166.0,406130.87232
2020-11-22 00:00:00+00:00,149.0,364539.15648
2020-11-23 00:00:00+00:00,138.0,337626.86976
2020-11-24 00:00:00+00:00,125.0,305821.44
2020-11-25 00:00:00+00:00,130.0,318054.2976
2020-11-26 00:00:00+00:00,120.0,293588.5824
2020-11-27 00:00:00+00:00,119.0,291142.01088
2020-11-28 00:00:00+00:00,115.0,281355.72479999997
2020-11-29 00:00:00+00:00,111.0,271569.43872000003
2020-11-30 00:00:00+00:00,126.0,308268.01152
2020-12-01 00:00:00+00:00,167.0,408577.44384
2020-12-02 00:00:00+00:00,-999999.0,-2446569073.42848
2020-12-03 00:00:00+00:00,-999999.0,-2446569073.42848
2020-12-04 00:00:00+00:00,153.0,374325.44256
2020-12-05 00:00:00+00:00,143.0,349859.72736
2020-12-06 00:00:00+00:00,-999999.0,-2446569073.42848
2020-12-07 00:00:00+00:00,149.0,364539.15648
2020-12-08 00:00:00+00:00,155.0,379218.5856
2020-12-09 00:00:00+00:00,186.0,455062.30272
2020-12-10 00:00:00+00:00,198.0,484421.16096
2020-12-11 00:00:00+00:00,190.0,464848.5888
2020-12-12 00:00:00+00:00,195.0,477081.4464
2020-12-13 00:00:00+00:00,191.0,467295.16031999997
2020-12-14 00:00:00+00:00,187.0,457508.87424
2020-12-15 00:00:00+00:00,179.0,437936.30207999994
2020-12-16 00:00:00+00:00,213.0,521119.73376000003
2020-12-17 00:00:00+00:00,246.0,601856.59392
2020-12-18 00:00:00+00:00,259.0,633662.02368
2020-12-19 00:00:00+00:00,251.0,614089.45152
2020-12-20 00:00:00+00:00,1030.0,2519968.6656
2020-12-21 00:00:00+00:00,1670.0,4085774.4384000003
2020-12-22 00:00:00+00:00,1290.0,3156077.2608
2020-12-23 00:00:00+00:00,776.0,1898539.49952
2020-12-24 00:00:00+00:00,557.0,1362740.3366399999
2020-12-25 00:00:00+00:00,484.0,1184140.61568
2020-12-26 00:00:00+00:00,406.0,993308.03712
2020-12-27 00:00:00+00:00,362.0,885658.89024
2020-12-28 00:00:00+00:00,331.0,809815.1731199999
2020-12-29 00:00:00+00:00,307.0,751097.4566399999
2020-12-30 00:00:00+00:00,292.0,714398.8838399999
2020-12-31 00:00:00+00:00,310.0,758437.1712
2021-01-01 00:00:00+00:00,340.0,831834.3168
2021-01-02 00:00:00+00:00,362.0,885658.89024
2021-01-03 00:00:00+00:00,570.0,1394545.7663999998
2021-01-04 00:00:00+00:00,643.0,1573145.48736
2021-01-05 00:00:00+00:00,669.0,1636756.3468799999
2021-01-06 00:00:00+00:00,537.0,1313808.90624
2021-01-07 00:00:00+00:00,513.0,1255091.18976
2021-01-08 00:00:00+00:00,455.0,1113190.0415999999
2021-01-09 00:00:00+00:00,438.0,1071598.32576
2021-01-10 00:00:00+00:00,403.0,985968.32256
2021-01-11 00:00:00+00:00,376.0,919910.89152
2021-01-12 00:00:00+00:00,558.0,1365186.9081599999
2021-01-13 00:00:00+00:00,2210.0,5406923.0592
2021-01-14 00:00:00+00:00,1800.0,4403828.736
2021-01-15 00:00:00+00:00,1240.0,3033748.6848
2021-01-16 00:00:00+00:00,938.0,2294884.08576
2021-01-17 00:00:00+00:00,749.0,1832482.06848
2021-01-18 00:00:00+00:00,633.0,1548679.77216
2021-01-19 00:00:00+00:00,541.0,1323595.1923200001
2021-01-20 00:00:00+00:00,501.0,1225732.33152
2021-01-21 00:00:00+00:00,449.0,1098510.6124800001
2021-01-22 00:00:00+00:00,433.0,1059365.46816
2021-01-23 00:00:00+00:00,420.0,1027560.0384
2021-01-24 00:00:00+00:00,404.0,988414.8940799999
2021-01-25 00:00:00+00:00,390.0,954162.8928
2021-01-26 00:00:00+00:00,373.0,912571.1769600001
2021-01-27 00:00:00+00:00,374.0,915017.74848
2021-01-28 00:00:00+00:00,364.0,890552.03328
2021-01-29 00:00:00+00:00,355.0,868532.8896
2021-01-30 00:00:00+00:00,349.0,853853.46048
2021-01-31 00:00:00+00:00,331.0,809815.1731199999
