date,max water temperature (C),min water temperature (C),avg water temperature (C),avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,8.2,7.4,7.7,166.0,406130.87232
1999-01-02 00:00:00+00:00,7.4,6.5,6.8,116.0,283802.29632
1999-01-03 00:00:00+00:00,6.5,5.8,6.0,86.0,210405.15072
1999-01-04 00:00:00+00:00,5.9,5.4,5.7,66.0,161473.72032
1999-01-05 00:00:00+00:00,5.5,4.8,5.1,52.0,127221.71904000001
1999-01-06 00:00:00+00:00,6.7,5.0,5.8,44.0,107649.14688
1999-01-07 00:00:00+00:00,7.7,6.7,7.2,45.0,110095.7184
1999-01-08 00:00:00+00:00,7.2,5.9,6.5,35.0,85630.00319999999
1999-01-09 00:00:00+00:00,6.0,5.5,5.8,32.0,78290.28864
1999-01-10 00:00:00+00:00,7.2,6.0,6.6,38.0,92969.71776
1999-01-11 00:00:00+00:00,6.6,5.8,6.2,40.0,97862.8608
1999-01-12 00:00:00+00:00,7.5,6.5,6.9,45.0,110095.7184
1999-01-13 00:00:00+00:00,7.9,7.4,7.6,41.0,100309.43231999999
1999-01-14 00:00:00+00:00,8.8,7.6,8.1,91.0,222638.00832
1999-01-15 00:00:00+00:00,8.5,7.8,8.1,157.0,384111.72864
1999-01-16 00:00:00+00:00,8.1,6.9,7.4,286.0,699719.45472
1999-01-17 00:00:00+00:00,7.7,7.1,7.4,415.0,1015327.1808
1999-01-18 00:00:00+00:00,8.4,7.6,8.0,428.0,1047132.61056
1999-01-19 00:00:00+00:00,8.4,7.9,8.2,284.0,694826.31168
1999-01-20 00:00:00+00:00,8.4,7.9,8.2,263.0,643448.30976
1999-01-21 00:00:00+00:00,8.4,7.6,8.0,296.0,724185.16992
1999-01-22 00:00:00+00:00,8.2,6.4,7.4,353.0,863639.7465599999
1999-01-23 00:00:00+00:00,7.6,6.3,7.1,341.0,834280.8883199999
1999-01-24 00:00:00+00:00,7.7,7.0,7.4,188.0,459955.44576
1999-01-25 00:00:00+00:00,7.0,6.2,6.5,133.0,325394.01216
1999-01-26 00:00:00+00:00,6.5,5.9,6.2,96.0,234870.86591999998
1999-01-27 00:00:00+00:00,6.7,6.3,6.5,73.0,178599.72095999998
1999-01-28 00:00:00+00:00,7.8,6.7,7.2,90.0,220191.4368
1999-01-29 00:00:00+00:00,8.4,7.7,8.1,79.0,193279.15008
1999-01-30 00:00:00+00:00,8.1,7.5,7.8,145.0,354752.87039999996
1999-01-31 00:00:00+00:00,7.5,6.9,7.2,106.0,259336.58112000002
1999-02-01 00:00:00+00:00,7.2,6.6,7.0,80.0,195725.7216
1999-02-02 00:00:00+00:00,7.7,6.5,7.1,125.0,305821.44
1999-02-03 00:00:00+00:00,7.2,6.6,6.9,114.0,278909.15327999997
1999-02-04 00:00:00+00:00,7.3,6.5,6.9,162.0,396344.58624000003
1999-02-05 00:00:00+00:00,6.8,5.9,6.2,141.0,344966.58432
1999-02-06 00:00:00+00:00,7.7,6.4,7.0,280.0,685040.0255999999
1999-02-07 00:00:00+00:00,7.4,6.8,7.0,394.0,963949.1788799999
1999-02-08 00:00:00+00:00,6.8,5.8,6.2,240.0,587177.1648
1999-02-09 00:00:00+00:00,6.7,5.8,6.2,180.0,440382.8736
1999-02-10 00:00:00+00:00,6.4,5.4,5.9,146.0,357199.44191999995
1999-02-11 00:00:00+00:00,6.5,5.6,6.1,113.0,276462.58176000003
1999-02-12 00:00:00+00:00,7.1,6.2,6.6,88.0,215298.29376
1999-02-13 00:00:00+00:00,7.7,6.9,7.2,74.0,181046.29248
1999-02-14 00:00:00+00:00,,,,60.0,146794.2912
1999-02-15 00:00:00+00:00,,,,55.0,134561.4336
1999-02-16 00:00:00+00:00,,,,95.0,232424.2944
1999-02-17 00:00:00+00:00,7.6,6.5,7.2,164.0,401237.72927999997
1999-02-18 00:00:00+00:00,7.5,6.3,7.0,321.0,785349.45792
1999-02-19 00:00:00+00:00,8.1,7.0,7.5,229.0,560264.8780799999
1999-02-20 00:00:00+00:00,7.5,6.3,6.8,139.0,340073.44128
1999-02-21 00:00:00+00:00,7.7,6.8,7.2,100.0,244657.152
1999-02-22 00:00:00+00:00,8.3,7.2,7.7,137.0,335180.29824
1999-02-23 00:00:00+00:00,8.8,7.8,8.2,333.0,814708.3161599999
1999-02-24 00:00:00+00:00,9.2,8.3,8.7,334.0,817154.88768
1999-02-25 00:00:00+00:00,8.5,7.6,7.9,253.0,618982.59456
1999-02-26 00:00:00+00:00,8.1,6.9,7.5,162.0,396344.58624000003
1999-02-27 00:00:00+00:00,9.0,7.5,8.1,451.0,1103403.75552
1999-02-28 00:00:00+00:00,9.5,8.5,9.0,509.0,1245304.90368
1999-03-01 00:00:00+00:00,8.6,7.6,8.1,247.0,604303.16544
1999-03-02 00:00:00+00:00,8.1,7.1,7.6,194.0,474634.87488
1999-03-03 00:00:00+00:00,7.7,6.8,7.1,348.0,851406.8889599999
1999-03-04 00:00:00+00:00,7.4,6.5,7.0,232.0,567604.59264
1999-03-05 00:00:00+00:00,7.7,6.6,7.1,162.0,396344.58624000003
1999-03-06 00:00:00+00:00,7.7,6.0,6.9,119.0,291142.01088
1999-03-07 00:00:00+00:00,7.9,6.4,7.3,89.0,217744.86528
1999-03-08 00:00:00+00:00,7.8,7.2,7.5,85.0,207958.5792
1999-03-09 00:00:00+00:00,7.6,6.7,7.2,74.0,181046.29248
1999-03-10 00:00:00+00:00,8.1,6.8,7.4,55.0,134561.4336
1999-03-11 00:00:00+00:00,8.0,6.3,7.2,45.0,110095.7184
1999-03-12 00:00:00+00:00,8.6,7.7,8.1,66.0,161473.72032
1999-03-13 00:00:00+00:00,9.0,8.0,8.5,127.0,310714.58304
1999-03-14 00:00:00+00:00,8.9,8.3,8.5,124.0,303374.86848
1999-03-15 00:00:00+00:00,8.3,7.6,8.0,88.0,215298.29376
1999-03-16 00:00:00+00:00,8.2,7.0,7.7,79.0,193279.15008
1999-03-17 00:00:00+00:00,8.8,7.4,8.0,64.0,156580.57728
1999-03-18 00:00:00+00:00,9.7,8.3,9.0,59.0,144347.71968
1999-03-19 00:00:00+00:00,10.6,8.3,9.5,47.0,114988.86144
1999-03-20 00:00:00+00:00,11.1,9.3,10.3,39.0,95416.28928000001
1999-03-21 00:00:00+00:00,11.6,10.2,10.9,37.0,90523.14624
1999-03-22 00:00:00+00:00,11.1,9.8,10.5,36.0,88076.57472
1999-03-23 00:00:00+00:00,10.9,9.1,10.2,38.0,92969.71776
1999-03-24 00:00:00+00:00,11.0,10.2,10.6,33.0,80736.86016
1999-03-25 00:00:00+00:00,10.3,9.3,9.7,42.0,102756.00383999999
1999-03-26 00:00:00+00:00,9.3,7.2,8.4,64.0,156580.57728
1999-03-27 00:00:00+00:00,8.3,6.6,7.5,90.0,220191.4368
1999-03-28 00:00:00+00:00,8.2,7.3,7.8,75.0,183492.864
1999-03-29 00:00:00+00:00,8.4,6.5,7.4,208.0,508886.87616000004
1999-03-30 00:00:00+00:00,8.8,7.2,8.0,156.0,381665.15712000005
1999-03-31 00:00:00+00:00,9.2,7.7,8.5,115.0,281355.72479999997
1999-04-01 00:00:00+00:00,9.3,7.0,8.1,82.0,200618.86463999999
1999-04-02 00:00:00+00:00,9.3,7.4,8.5,68.0,166366.86336
1999-04-03 00:00:00+00:00,8.8,7.5,8.3,86.0,210405.15072
1999-04-04 00:00:00+00:00,8.4,7.7,8.1,69.0,168813.43488
1999-04-05 00:00:00+00:00,10.1,7.4,8.6,61.0,149240.86271999998
1999-04-06 00:00:00+00:00,10.2,8.0,9.2,47.0,114988.86144
1999-04-07 00:00:00+00:00,9.8,8.6,9.2,39.0,95416.28928000001
1999-04-08 00:00:00+00:00,9.2,8.4,8.8,46.0,112542.28992000001
1999-04-09 00:00:00+00:00,8.9,7.0,8.0,41.0,100309.43231999999
1999-04-10 00:00:00+00:00,9.2,7.5,8.4,77.0,188386.00704
1999-04-11 00:00:00+00:00,11.0,7.8,9.3,54.0,132114.86208
1999-04-12 00:00:00+00:00,10.9,9.8,10.4,41.0,100309.43231999999
1999-04-13 00:00:00+00:00,11.8,9.5,10.5,33.0,80736.86016
1999-04-14 00:00:00+00:00,11.8,8.8,10.4,28.0,68504.00256
1999-04-15 00:00:00+00:00,12.7,9.4,11.0,25.0,61164.288
1999-04-16 00:00:00+00:00,13.9,10.6,12.2,22.0,53824.57344
1999-04-17 00:00:00+00:00,15.0,12.0,13.4,19.0,46484.85888
1999-04-18 00:00:00+00:00,13.9,12.7,13.3,17.0,41591.71584
1999-04-19 00:00:00+00:00,13.0,11.7,12.1,17.0,41591.71584
1999-04-20 00:00:00+00:00,12.1,10.9,11.5,17.0,41591.71584
1999-04-21 00:00:00+00:00,11.3,9.8,10.6,15.0,36698.5728
1999-04-22 00:00:00+00:00,12.8,9.6,10.9,15.0,36698.5728
1999-04-23 00:00:00+00:00,14.7,10.1,12.1,13.0,31805.429760000003
1999-04-24 00:00:00+00:00,16.0,11.5,13.5,12.0,29358.858239999998
1999-04-25 00:00:00+00:00,14.1,12.4,13.2,18.0,44038.28736
1999-04-26 00:00:00+00:00,12.7,11.1,11.8,16.0,39145.14432
1999-04-27 00:00:00+00:00,11.4,7.9,10.4,26.0,63610.859520000005
1999-04-28 00:00:00+00:00,10.5,7.9,9.3,23.0,56271.144960000005
1999-04-29 00:00:00+00:00,12.9,8.7,10.7,14.0,34252.00128
1999-04-30 00:00:00+00:00,14.4,10.4,12.3,12.0,29358.858239999998
1999-05-01 00:00:00+00:00,13.1,11.7,12.6,17.0,41591.71584
1999-05-02 00:00:00+00:00,11.7,10.3,10.6,35.0,85630.00319999999
1999-05-03 00:00:00+00:00,11.3,9.6,10.4,68.0,166366.86336
1999-05-04 00:00:00+00:00,11.1,9.8,10.4,41.0,100309.43231999999
1999-05-05 00:00:00+00:00,12.6,9.3,10.9,31.0,75843.71712
1999-05-06 00:00:00+00:00,12.7,11.6,12.2,28.0,68504.00256
1999-05-07 00:00:00+00:00,11.6,10.2,10.6,47.0,114988.86144
1999-05-08 00:00:00+00:00,10.2,8.9,9.6,67.0,163920.29184000002
1999-05-09 00:00:00+00:00,10.9,9.2,10.0,59.0,144347.71968
1999-05-10 00:00:00+00:00,11.2,9.1,10.1,43.0,105202.57536
1999-05-11 00:00:00+00:00,11.1,10.1,10.6,40.0,97862.8608
1999-05-12 00:00:00+00:00,11.2,10.4,10.8,34.0,83183.43168
1999-05-13 00:00:00+00:00,11.1,9.9,10.5,32.0,78290.28864
1999-05-14 00:00:00+00:00,11.7,9.9,10.7,46.0,112542.28992000001
1999-05-15 00:00:00+00:00,11.7,10.6,11.1,36.0,88076.57472
