date,avg discharge (cfs),avg discharge (m3/d)
1999-03-18 00:00:00+00:00,7.8,19083.257856
1999-03-19 00:00:00+00:00,8.1,19817.229312
1999-03-20 00:00:00+00:00,8.4,20551.200768000002
1999-03-21 00:00:00+00:00,9.1,22263.800832
1999-03-22 00:00:00+00:00,9.8,23976.400896000003
1999-03-23 00:00:00+00:00,11.0,26912.28672
1999-03-24 00:00:00+00:00,11.0,26912.28672
1999-03-25 00:00:00+00:00,12.0,29358.858239999998
1999-03-26 00:00:00+00:00,13.0,31805.429760000003
1999-03-27 00:00:00+00:00,13.0,31805.429760000003
1999-03-28 00:00:00+00:00,12.0,29358.858239999998
1999-03-29 00:00:00+00:00,12.0,29358.858239999998
1999-03-30 00:00:00+00:00,12.0,29358.858239999998
1999-03-31 00:00:00+00:00,12.0,29358.858239999998
1999-04-01 00:00:00+00:00,11.0,26912.28672
1999-04-02 00:00:00+00:00,11.0,26912.28672
1999-04-03 00:00:00+00:00,11.0,26912.28672
1999-04-04 00:00:00+00:00,11.0,26912.28672
1999-04-05 00:00:00+00:00,11.0,26912.28672
1999-04-06 00:00:00+00:00,10.0,24465.7152
1999-04-07 00:00:00+00:00,10.0,24465.7152
1999-04-08 00:00:00+00:00,10.0,24465.7152
1999-04-09 00:00:00+00:00,9.8,23976.400896000003
1999-04-10 00:00:00+00:00,9.8,23976.400896000003
1999-04-11 00:00:00+00:00,9.8,23976.400896000003
1999-04-12 00:00:00+00:00,9.8,23976.400896000003
1999-04-13 00:00:00+00:00,9.8,23976.400896000003
1999-04-14 00:00:00+00:00,9.8,23976.400896000003
1999-04-15 00:00:00+00:00,9.8,23976.400896000003
1999-04-16 00:00:00+00:00,9.8,23976.400896000003
1999-04-17 00:00:00+00:00,10.0,24465.7152
1999-04-18 00:00:00+00:00,12.0,29358.858239999998
1999-04-19 00:00:00+00:00,15.0,36698.5728
1999-04-20 00:00:00+00:00,18.0,44038.28736
1999-04-21 00:00:00+00:00,18.0,44038.28736
1999-04-22 00:00:00+00:00,17.0,41591.71584
1999-04-23 00:00:00+00:00,16.0,39145.14432
1999-04-24 00:00:00+00:00,17.0,41591.71584
1999-04-25 00:00:00+00:00,19.0,46484.85888
1999-04-26 00:00:00+00:00,26.0,63610.859520000005
1999-04-27 00:00:00+00:00,28.0,68504.00256
1999-04-28 00:00:00+00:00,28.0,68504.00256
1999-04-29 00:00:00+00:00,25.0,61164.288
1999-04-30 00:00:00+00:00,24.0,58717.716479999995
