date,avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,28.0,68504.00256
1999-01-02 00:00:00+00:00,24.0,58717.716479999995
1999-01-03 00:00:00+00:00,22.0,53824.57344
1999-01-04 00:00:00+00:00,24.0,58717.716479999995
1999-01-05 00:00:00+00:00,26.0,63610.859520000005
1999-01-06 00:00:00+00:00,24.0,58717.716479999995
1999-01-07 00:00:00+00:00,24.0,58717.716479999995
1999-01-08 00:00:00+00:00,22.0,53824.57344
1999-01-09 00:00:00+00:00,20.0,48931.4304
1999-01-10 00:00:00+00:00,20.0,48931.4304
1999-01-11 00:00:00+00:00,20.0,48931.4304
1999-01-12 00:00:00+00:00,20.0,48931.4304
1999-01-13 00:00:00+00:00,18.0,44038.28736
1999-01-14 00:00:00+00:00,20.0,48931.4304
1999-01-15 00:00:00+00:00,26.0,63610.859520000005
1999-01-16 00:00:00+00:00,24.0,58717.716479999995
1999-01-17 00:00:00+00:00,22.0,53824.57344
1999-01-18 00:00:00+00:00,24.0,58717.716479999995
1999-01-19 00:00:00+00:00,24.0,58717.716479999995
1999-01-20 00:00:00+00:00,22.0,53824.57344
1999-01-21 00:00:00+00:00,22.0,53824.57344
1999-01-22 00:00:00+00:00,22.0,53824.57344
1999-01-23 00:00:00+00:00,22.0,53824.57344
1999-01-24 00:00:00+00:00,20.0,48931.4304
1999-01-25 00:00:00+00:00,18.0,44038.28736
1999-01-26 00:00:00+00:00,24.0,58717.716479999995
1999-01-27 00:00:00+00:00,22.0,53824.57344
1999-01-28 00:00:00+00:00,24.0,58717.716479999995
1999-01-29 00:00:00+00:00,26.0,63610.859520000005
1999-01-30 00:00:00+00:00,22.0,53824.57344
1999-01-31 00:00:00+00:00,24.0,58717.716479999995
1999-02-01 00:00:00+00:00,26.0,63610.859520000005
1999-02-02 00:00:00+00:00,24.0,58717.716479999995
1999-02-03 00:00:00+00:00,26.0,63610.859520000005
1999-02-04 00:00:00+00:00,26.0,63610.859520000005
1999-02-05 00:00:00+00:00,24.0,58717.716479999995
1999-02-06 00:00:00+00:00,26.0,63610.859520000005
1999-02-07 00:00:00+00:00,28.0,68504.00256
1999-02-08 00:00:00+00:00,26.0,63610.859520000005
1999-02-09 00:00:00+00:00,30.0,73397.1456
1999-02-10 00:00:00+00:00,22.0,53824.57344
1999-02-11 00:00:00+00:00,12.0,29358.858239999998
1999-02-12 00:00:00+00:00,18.0,44038.28736
1999-02-13 00:00:00+00:00,26.0,63610.859520000005
1999-02-14 00:00:00+00:00,24.0,58717.716479999995
1999-02-15 00:00:00+00:00,22.0,53824.57344
1999-02-16 00:00:00+00:00,22.0,53824.57344
1999-02-17 00:00:00+00:00,24.0,58717.716479999995
1999-02-18 00:00:00+00:00,22.0,53824.57344
1999-02-19 00:00:00+00:00,24.0,58717.716479999995
1999-02-20 00:00:00+00:00,20.0,48931.4304
1999-02-21 00:00:00+00:00,26.0,63610.859520000005
1999-02-22 00:00:00+00:00,22.0,53824.57344
1999-02-23 00:00:00+00:00,24.0,58717.716479999995
1999-02-24 00:00:00+00:00,28.0,68504.00256
1999-02-25 00:00:00+00:00,26.0,63610.859520000005
1999-02-26 00:00:00+00:00,24.0,58717.716479999995
1999-02-27 00:00:00+00:00,22.0,53824.57344
1999-02-28 00:00:00+00:00,30.0,73397.1456
1999-03-01 00:00:00+00:00,32.0,78290.28864
1999-03-02 00:00:00+00:00,24.0,58717.716479999995
1999-03-03 00:00:00+00:00,26.0,63610.859520000005
1999-03-04 00:00:00+00:00,24.0,58717.716479999995
1999-03-05 00:00:00+00:00,22.0,53824.57344
1999-03-06 00:00:00+00:00,18.0,44038.28736
1999-03-07 00:00:00+00:00,26.0,63610.859520000005
1999-03-08 00:00:00+00:00,24.0,58717.716479999995
1999-03-09 00:00:00+00:00,24.0,58717.716479999995
1999-03-10 00:00:00+00:00,24.0,58717.716479999995
1999-03-11 00:00:00+00:00,22.0,53824.57344
1999-03-12 00:00:00+00:00,22.0,53824.57344
1999-03-13 00:00:00+00:00,24.0,58717.716479999995
1999-03-14 00:00:00+00:00,26.0,63610.859520000005
1999-03-15 00:00:00+00:00,28.0,68504.00256
1999-03-16 00:00:00+00:00,32.0,78290.28864
1999-03-17 00:00:00+00:00,30.0,73397.1456
1999-03-18 00:00:00+00:00,32.0,78290.28864
1999-03-19 00:00:00+00:00,34.0,83183.43168
1999-03-20 00:00:00+00:00,36.0,88076.57472
1999-03-21 00:00:00+00:00,40.0,97862.8608
1999-03-22 00:00:00+00:00,42.0,102756.00383999999
1999-03-23 00:00:00+00:00,44.0,107649.14688
1999-03-24 00:00:00+00:00,48.0,117435.43295999999
1999-03-25 00:00:00+00:00,55.0,134561.4336
1999-03-26 00:00:00+00:00,65.0,159027.1488
1999-03-27 00:00:00+00:00,65.0,159027.1488
1999-03-28 00:00:00+00:00,60.0,146794.2912
1999-03-29 00:00:00+00:00,55.0,134561.4336
1999-03-30 00:00:00+00:00,60.0,146794.2912
1999-03-31 00:00:00+00:00,60.0,146794.2912
1999-04-01 00:00:00+00:00,60.0,146794.2912
1999-04-02 00:00:00+00:00,55.0,134561.4336
1999-04-03 00:00:00+00:00,55.0,134561.4336
1999-04-04 00:00:00+00:00,50.0,122328.576
1999-04-05 00:00:00+00:00,50.0,122328.576
1999-04-06 00:00:00+00:00,48.0,117435.43295999999
1999-04-07 00:00:00+00:00,46.0,112542.28992000001
1999-04-08 00:00:00+00:00,55.0,134561.4336
1999-04-09 00:00:00+00:00,55.0,134561.4336
1999-04-10 00:00:00+00:00,50.0,122328.576
1999-04-11 00:00:00+00:00,55.0,134561.4336
1999-04-12 00:00:00+00:00,60.0,146794.2912
1999-04-13 00:00:00+00:00,80.0,195725.7216
1999-04-14 00:00:00+00:00,90.0,220191.4368
