date,unregulated flow (m3/d),elevation (m),avg air temperature (C),max air temperature (C),min air temperature (C),storage (m3),canal discharge (m3/d),discharge (m3/d)
1990-01-01,21456.432230399998,759.36348,-2.7832355999999994,1.3779088000000002,-6.794378799999999,13192586.661600001,0.0,0.0
1990-01-02,21456.432230399998,759.3726240000001,-0.7165523999999976,3.3001464000000027,-7.011047199999998,13214036.8788,0.0,0.0
1990-01-03,21456.432230399998,759.381768,-3.922133599999997,-0.28321559999999835,-7.3166052,13235499.430799998,0.0,0.0
1990-01-04,21456.432230399998,759.3909120000001,-4.444359999999998,-0.8943315999999975,-8.0610556,13256949.648,0.0,0.0
1990-01-05,21456.432230399998,759.400056,-2.566567199999998,-1.155444799999998,-5.872149199999997,13278412.200000001,0.0,0.0
1990-01-06,21456.432230399998,759.4092,-1.1943339999999978,0.6334584000000021,-1.9443399999999968,13299874.752,0.0,0.0
1990-01-07,42912.864460799996,759.427488,2.611252000000004,8.539077200000001,-0.9387763999999983,13342787.521200001,0.0,0.0
1990-01-08,56564.733542400005,759.451872,10.300202400000003,15.311353600000004,4.477933600000004,13399354.913999999,0.0,0.0
1990-01-09,29260.9953792,759.464064,4.027930000000001,9.105748400000003,1.1167956000000032,13428613.059600001,0.0,0.0
1990-01-10,20477.8036224,759.473208,6.227947600000004,9.239082800000006,1.944580000000002,13449088.8276,0.0,0.0
1990-01-11,57543.3621504,759.497592,5.211272800000003,9.894643600000006,2.2056932000000025,13506630.6696,0.0,0.0
1990-01-12,92651.66346239999,759.5372160000001,5.0334936000000035,8.539077200000001,0.8501268000000017,13599289.687199999,0.0,0.0
1990-01-13,137619.648,759.595128,3.9557072000000026,6.750174000000001,1.8556904000000038,13736909.0508,0.0,0.0
1990-01-14,131087.3020416,759.649992,5.772388400000004,9.061303600000006,2.6890304000000036,13867990.9704,0.0,0.0
1990-01-15,95049.303552,759.6896160000001,5.766832800000003,10.155756800000002,1.0723508000000024,13963042.9392,0.0,0.0
1990-01-16,95073.7692672,759.7292400000001,3.555704000000002,7.533513600000006,0.7667928000000046,14058107.242800001,0.0,0.0
1990-01-17,88052.1090048,759.7658160000001,3.5723708000000016,8.322408800000002,-0.0665471999999987,14146165.38,0.0,0.0
1990-01-18,73054.6255872,759.796296,-1.388779999999997,2.0334696,-5.216588399999999,14219212.0656,0.0,0.0
1990-01-19,73030.159872,759.826776,-0.34988279999999605,2.422361600000002,-4.955475199999999,14292246.4164,0.0,0.0
1990-01-20,51035.481907199995,759.848112,-3.5332415999999967,-0.28321559999999835,-7.749941999999997,14343287.8188,0.0,0.0
1990-01-21,66669.07392,759.8755440000001,-0.4165499999999973,2.2056932000000025,-1.5943371999999982,14409957.412800001,0.0,0.0
1990-01-22,52503.4248192,759.89688,0.23901080000000263,7.227955600000001,-4.038801199999998,14462454.3216,0.0,0.0
1990-01-23,67916.82539520001,759.9243120000001,2.939032400000002,8.061295600000001,-1.855450399999997,14530382.0652,0.0,0.0
1990-01-24,45286.0388352,759.9426000000001,-0.3943275999999969,5.7890552000000035,-5.6999255999999985,14575675.4508,0.0,0.0
1990-01-25,82351.5973632,759.9761280000001,-0.3165491999999972,1.6390220000000042,-2.377676799999998,14658022.5756,0.0,0.0
1990-01-26,67916.82539520001,760.00356,2.1668040000000026,5.305718000000002,-1.4610027999999957,14725950.319200002,0.0,0.0
1990-01-27,44258.4787968,760.0218480000001,0.772348400000002,4.9112704000000065,-1.766560799999997,14770207.581600001,0.0,0.0
1990-01-28,83379.1574016,760.055376,3.644593600000004,9.455751200000005,-0.46099479999999815,14853590.8296,0.0,0.0
1990-01-29,75134.2113792,760.0858559999999,5.155716800000004,8.672411600000004,2.9056987999999997,14928722.0964,0.0,0.0
1990-01-30,75134.2113792,760.116336,3.500148000000003,6.922397600000004,-0.19432599999999667,15003865.698,0.0,0.0
1990-01-31,67916.82539520001,760.143768,2.1168036000000043,5.7890552000000035,-2.2943427999999972,15071793.4416,0.0,0.0
1990-02-01,114475.0814208,760.189488,3.1501452000000043,7.055732000000006,0.022342400000002982,15186272.7204,0.0,0.0
1990-02-02,83574.8831232,760.223016,2.6501412000000037,6.750174000000001,-1.110999999999997,15269840.9904,0.0,0.0
1990-02-03,108945.8297856,760.2656880000001,2.5890296,6.616839600000002,-2.0721187999999984,15378781.944,0.0,0.0
1990-02-04,85678.9346304,760.2992160000001,3.2501460000000044,7.361290000000004,-2.816569199999998,15464459.4648,0.0,0.0
1990-02-05,99428.6665728,760.3388400000001,-0.6665519999999958,3.3001464000000027,-5.216588399999999,15563890.287600001,0.0,0.0
1990-02-06,93067.5806208,760.3754160000001,1.544576800000005,5.9168340000000015,-2.377676799999998,15656968.6884,0.0,0.0
1990-02-07,69825.15118079999,760.4028480000001,0.4723460000000017,3.911262400000002,-4.999919999999998,15726783.6564,0.0,0.0
1990-02-08,107893.804032,760.4455200000001,5.111272000000003,7.839071600000004,3.255701600000002,15834676.152,0.0,0.0
1990-02-09,100040.3094528,760.4851440000001,6.722396000000003,9.194638000000001,4.566823200000002,15934711.38,0.0,0.0
1990-02-10,104297.3438976,760.524768,10.300202400000003,13.300226400000003,4.477933600000004,16039014.4488,0.0,0.0
1990-02-11,103196.3867136,760.564392,6.727951600000004,14.783571600000002,0.6779032000000029,16142219.7204,0.0,0.0
1990-02-12,63023.682355200006,760.588776,1.5223544000000047,4.300154400000004,-1.7276715999999972,16205238.2136,0.0,0.0
1990-02-13,79317.8486784,760.619256,-2.427677199999998,1.2001296000000004,-8.233279199999998,16284550.9776,0.0,0.0
1990-02-14,47806.0075008,760.637544,-3.133238399999998,0.8945716000000026,-6.2665967999999985,16332360.6624,0.0,0.0
1990-02-15,63023.682355200006,760.6619280000001,-3.705465199999999,0.7667928000000046,-8.233279199999998,16395379.1556,0.0,0.0
1990-02-16,103196.3867136,760.701552,-0.23321520000000007,4.172375600000002,-5.216588399999999,16498584.427199999,0.0,0.0
1990-02-17,71709.01125119999,760.728984,-2.766568799999998,3.122367200000003,-7.8832764,16570298.954400001,0.0,0.0
1990-02-18,79317.8486784,760.759464,-1.961006799999998,5.394607600000004,-10.155516799999997,16649611.7184,0.0,0.0
1990-02-19,55414.844928,760.7808,-2.2054531999999973,7.055732000000006,-8.7555056,16705019.64,0.0,0.0
1990-02-20,89226.4633344,760.814328,-2.7721243999999974,0.9834612000000043,-7.4888287999999985,16794237.2484,0.0,0.0
1990-02-21,114866.53286400001,760.8570000000001,1.7668008000000022,8.672411600000004,-2.0332295999999985,16909098.906,0.0,0.0
1990-02-22,121570.13882879999,760.90272,3.1612564000000027,11.639102000000005,-3.033237599999998,17030658.36,0.0,0.0
1990-02-23,121570.13882879999,760.9484400000001,3.5612595999999996,10.722428,-2.0721187999999984,17152217.814,0.0,0.0
1990-02-24,105936.54681599999,760.988064,6.327948400000004,13.166892000000004,1.155684800000003,17258161.4112,0.0,0.0
1990-02-25,98131.9836672,761.0246400000001,5.327940400000006,13.433560800000002,-1.244334399999996,17356297.080000002,0.0,0.0
1990-02-26,89226.4633344,761.058168,5.6557208000000045,15.572466800000008,-0.8054419999999958,17445514.6884,0.0,0.0
1990-02-27,98841.489408,761.0947440000001,4.544600800000001,12.778000000000002,-2.816569199999998,17544353.4408,0.0,0.0
1990-02-28,99795.6523008,761.1313200000001,4.461266800000004,12.733555200000005,-2.905458799999998,17644154.307600003,0.0,0.0
1990-03-01,99820.118016,761.167896,6.8223968000000035,12.905778800000004,3.9557072000000026,17743967.509200003,0.0,0.0
