date,unregulated flow (m3/d),elevation (m),avg air temperature (C),max air temperature (C),min air temperature (C),storage (m3),canal discharge (m3/d),discharge (m3/d)
1990-03-02,108970.2955008,761.20752,5.800166400000002,9.633530400000005,1.683466800000005,17852945.4672,0.0,0.0
1990-03-03,100970.0066304,761.244096,7.611292000000006,13.128002800000004,2.8168092000000016,17953905.8052,0.0,0.0
1990-03-04,91770.8977152,761.2776240000001,4.3779328000000035,8.100184800000001,0.5445688000000004,18045676.7172,0.0,0.0
1990-03-05,99795.6523008,761.3142,7.839071600000004,12.383552400000003,1.4223536000000045,18145477.584,0.0,0.0
1990-03-06,92920.78632959999,761.3477280000001,7.500180000000004,16.139138000000003,0.37234520000000515,18238407.9672,0.0,0.0
1990-03-07,133509.4078464,761.3964960000001,8.527966000000003,16.139138000000003,0.3279004000000043,18371907.507600002,0.0,0.0
1990-03-08,25909.1923968,761.4056400000001,6.439060400000006,10.2446464,-0.32766039999999563,18397810.5876,0.0,0.0
1990-03-09,111881.7156096,761.445264,3.8223728000000037,11.772436400000004,-4.783251599999998,18509687.2236,0.0,0.0
1990-03-10,128371.6076544,761.490984,4.933492800000003,8.061295600000001,3.077922400000002,18638055.4872,0.0,0.0
1990-03-11,77727.5771904,761.5184160000001,2.9668104000000035,7.272400400000006,-1.8998951999999978,18715777.062,0.0,0.0
1990-03-12,111881.7156096,761.5580400000001,2.3890279999999997,7.972406000000003,-4.388803999999997,18827653.698,0.0,0.0
1990-03-13,94217.4692352,761.5915679999999,4.166820000000001,12.077994400000005,-3.077682399999997,18921866.9004,0.0,0.0
1990-03-14,95391.8235648,761.625096,6.344615200000003,10.9002072,2.2501379999999997,19017251.9088,0.0,0.0
1990-03-15,101288.06092799999,761.661672,7.222400000000004,15.266908800000003,0.11123200000000466,19118532.9516,0.0,0.0
1990-03-16,103856.961024,761.6982480000001,7.811293600000006,15.572466800000008,-0.022102399999997857,19222379.6328,0.0,0.0
1990-03-17,88174.43758079999,761.728728,11.172431600000003,18.628046800000007,7.055732000000006,19310561.118,0.0,0.0
1990-03-18,88198.90329599999,761.7592080000001,12.833556000000005,19.500276,6.400171200000006,19398754.938,0.0,0.0
1990-03-19,78534.945792,761.7866400000001,13.978009600000004,22.300298400000003,6.222392000000006,19477278.2748,0.0,0.0
1990-03-20,61604.6708736,761.807976,12.850222800000004,20.11139200000001,6.705729200000004,19538890.6008,0.0,0.0
1990-03-21,79733.76583680001,761.835408,12.405774800000003,19.544720800000007,4.650157200000002,19618635.0828,0.0,0.0
1990-03-22,61604.6708736,761.856744,13.889120000000005,20.8113976,6.266836800000004,19680247.4088,0.0,0.0
1990-03-23,35034.9041664,761.8689360000001,10.144645600000004,15.178019200000001,4.216820400000003,19715278.2408,0.0,0.0
1990-03-24,71293.0940928,761.89332,6.455727200000002,12.600220800000002,-1.8110055999999979,19786561.05,0.0,0.0
1990-03-25,79733.76583680001,761.920752,8.050184400000003,16.311361600000005,-0.7221079999999986,19866293.1972,0.0,0.0
1990-03-26,60405.8508288,761.942088,10.889096000000006,15.661356400000003,3.9557072000000026,19926696.7128,0.0,0.0
1990-03-27,53163.9991296,761.960376,11.966882400000003,18.889160000000004,4.1279308000000015,19979859.700799998,0.0,0.0
1990-03-28,8440.671744000001,761.963424,12.955779200000006,18.455823200000005,9.327972400000004,19988309.0388,0.0,0.0
1990-03-29,-8440.671744000001,761.960376,11.511323200000003,18.2335992,2.511251200000004,19979859.700799998,0.0,0.0
1990-03-30,8440.671744000001,761.963424,12.166884000000003,22.73363520000001,2.466806400000003,19988309.0388,0.0,0.0
1990-03-31,0.0,761.963424,14.094677200000003,23.69475400000001,5.089049600000003,19988309.0388,0.0,0.0
1990-04-01,8465.1374592,761.966472,14.966906400000006,24.789207200000007,6.094613200000001,19996770.711600002,0.0,0.0
1990-04-02,0.0,761.966472,16.894699600000003,26.1836628,7.489068800000002,19996770.711600002,0.0,0.0
1990-04-03,-96664.0407552,761.9329440000001,17.92248560000001,26.100328800000007,8.322408800000002,19900115.2188,0.0,0.0
1990-04-04,44698.8616704,761.948184,16.544696800000004,24.04475680000001,6.966842400000004,19944816.533999998,0.0,0.0
1990-04-05,88198.90329599999,761.978664,15.911358400000005,24.133646400000003,7.622403200000004,20033010.354,0.0,0.0
1990-04-06,0.0,761.978664,14.194678000000003,21.466958400000003,5.700165600000002,20033010.354,0.0,0.0
1990-04-07,97520.3407872,762.012192,15.083574000000006,23.172527600000002,7.489068800000002,20130541.6176,0.0,0.0
1990-04-08,35915.669913599995,762.024384,15.455799200000001,22.0780744,11.594657200000004,20166460.5552,0.0,0.0
1990-04-09,90865.6662528,762.033528,12.889112000000004,20.028058,6.139058000000002,20193708.1284,0.0,63610.85952
1990-04-10,53433.1219968,762.0274320000001,14.183566800000005,22.561411600000007,5.222384000000002,20175131.919600002,0.0,72002.5998336
1990-04-11,6043.031654400001,761.990856,17.9113744,24.04475680000001,10.594649200000003,20068041.186,36453.915648,76675.5514368
1990-04-12,-70069.8083328,761.9268480000001,14.616903600000008,21.3391796,7.489068800000002,19881995.397600003,0.0,115967.49004799999
1990-04-13,-33224.4412416,761.871984,15.239130800000005,23.872533200000007,6.705729200000004,19723739.9136,0.0,125019.804672
1990-04-14,-59818.673663999994,761.807976,18.083598000000002,26.839223600000004,8.844635200000006,19538890.6008,0.0,125019.804672
1990-04-15,-76724.4828672,761.737872,20.18917040000001,27.844787200000006,10.594649200000003,19337142.612,0.0,125019.804672
1990-04-16,-5431.3887744,761.655576,23.36697360000001,29.550356400000005,18.7169364,19103213.13,78290.28864,150219.491328
1990-04-17,-77385.0571776,761.57328,20.250282000000006,27.100336800000008,12.555776000000005,18870048.4056,4575.0887424,151198.119936
1990-04-18,-90816.73482239999,761.4818400000001,17.266924800000005,21.728071600000007,14.305790000000002,18612140.0724,0.0,167100.834816
1990-04-19,-66620.1424896,761.3904,17.772484400000003,25.444768000000003,9.327972400000004,18355415.88,0.0,190098.607104
1990-04-20,-74057.7199104,761.295912,16.616919600000003,21.950295600000004,12.950223600000005,18096150.7188,0.0,185205.464064
1990-04-21,-46264.6674432,761.210568,14.033565600000003,19.544720800000007,11.511323200000003,17862122.5584,5676.045926399999,182098.3182336
1990-04-22,-55439.3106432,761.122176,13.483561200000004,17.928041200000003,10.022422400000004,17618917.3068,5676.045926399999,182098.3182336
1990-04-23,-36331.587072,761.0429280000001,12.700221600000003,17.055812000000003,10.372425200000006,17404254.7824,5113.3344768,173217.26361599998
1990-04-24,-27156.943872,760.9728240000001,12.305774000000003,16.661364400000004,7.100176800000003,17218011.637199998,5676.045926399999,153400.034304
1990-04-25,146.7942912,760.921008,11.372433200000003,18.01693080000001,5.177939200000004,17078616.0624,5676.045926399999,133876.3935744
1990-04-26,-65665.9795968,760.850904,10.494648400000003,14.916906000000004,5.133494400000004,16892372.9172,4061.3087232,116505.73578239999
1990-04-27,23976.400896000003,760.8204240000001,9.250194000000004,11.511323200000003,7.055732000000006,16810963.2372,3082.6801152,102315.6209664
1990-04-28,-733.971456,760.7808,8.116851600000004,12.778000000000002,5.2612732000000015,16705019.64,27401.601024,77800.974336
1990-04-29,9590.5603584,760.744224,8.739078800000001,13.911342400000002,4.216820400000003,16609412.6052,27401.601024,77800.974336
1990-04-30,60699.43941119999,760.728984,11.383544400000005,17.144701600000005,5.527942000000003,16570298.954400001,18422.6835456,81397.43447040001
1990-05-01,247960.02355199997,760.741176,12.561331600000003,19.500276,2.950143600000004,16646207.3136,97618.203648,74424.7056384
1990-05-02,161375.8574592,760.7564160000001,16.350250800000005,21.689182400000007,12.205773200000003,16640915.684400002,97618.203648,69042.2482944
1990-05-03,26398.506700799997,760.7320320000001,18.2335992,24.483649200000002,10.983541200000005,16577897.191200001,15976.1120256,73446.0770304
1990-05-04,-195.7257216,760.692408,20.905842800000002,27.9781216,12.644665600000003,16474691.9196,13651.8690816,89348.7919104
1990-05-05,-25175.220940799998,760.6436400000001,21.028066000000003,30.289251200000002,11.727991600000003,16348654.9332,10740.448972799999,90131.6947968
1990-05-06,-75134.2113792,760.576584,16.416918000000003,24.089201600000003,9.150193200000004,16172649.672,10740.448972799999,90131.6947968
1990-05-07,-38851.5557376,760.518672,9.200193600000006,14.216900400000007,4.5223784000000045,16022707.8432,10740.448972799999,100358.3637504
1990-05-08,-13089.157631999999,760.469904,10.944652000000005,17.4058148,5.305718000000002,15896029.4472,11449.954713599998,102144.36096
1990-05-09,3816.6515712,760.424184,12.883556400000003,20.5058396,4.172375600000002,15780736.0716,11449.954713599998,107649.14688
1990-05-10,-21456.432230399998,760.3723679999999,16.300250400000003,24.611428000000004,6.222392000000006,15648507.0156,12917.8976256,97862.8608
1990-05-11,-28527.0239232,760.314456,16.7558096,20.8113976,13.211336800000005,15502536.9924,15193.2091392,102242.22382079999
1990-05-12,-21676.623667199998,760.259592,14.111344000000003,19.678055200000003,8.494632400000004,15362919.3912,15193.2091392,102756.00384
1990-05-13,-29089.7353728,760.20168,13.922453600000004,19.766944800000005,7.711292800000006,15215888.5752,15193.2091392,102756.00384
1990-05-14,-35157.232742399996,760.1407200000001,12.722444000000003,15.9224696,8.889080000000003,15063566.13,14410.3062528,102756.00384
1990-05-15,-12404.117606400001,760.0889040000001,12.550220400000004,18.194710000000008,3.8668176000000045,14935925.6196,13651.8690816,101581.6495104
1990-05-16,-27108.0124416,760.0309920000001,14.550236400000003,22.428077200000004,5.394607600000004,14793890.3976,12159.4604544,102756.00384
1990-05-17,-34814.7127296,759.966984,17.500260000000004,25.00587560000001,10.766872800000005,14635375.882800002,8709.7946112,114988.86144
1990-05-18,-33004.2498048,759.902976,15.544688800000003,21.511403200000004,8.755745600000001,14476861.368,8073.686016,117435.43296
1990-05-19,-35548.684185599996,759.838968,15.889136000000008,21.033621600000004,11.422433600000005,14322269.319600001,4061.3087232,114988.86144
1990-05-20,-23144.5665792,759.778008,15.161352400000006,20.8113976,9.327972400000004,14175176.8296,4061.3087232,119882.00448
1990-05-21,-26643.1638528,759.720096,16.433584800000006,21.950295600000004,10.155756800000002,14037088.7436,6238.757376,105202.57536
1990-05-22,4819.7458944,759.6774240000001,18.12248720000001,24.744762400000006,11.244654400000005,13934031.4896,5113.3344768,102756.00384
1990-05-23,39756.7872,759.628656,15.844691200000007,21.466958400000003,11.205765200000005,13816961.902800001,61408.945152,95416.28928
1990-05-24,11131.900415999999,759.579888,11.694658,15.966914400000007,7.5779584000000035,13700879.1,29358.85824,97862.8608
1990-05-25,30484.2811392,759.543312,13.105780400000004,19.111384000000008,3.6890384000000047,13613918.76,24465.7152,92969.71776
1990-05-26,6679.1402496,759.497592,16.472474000000005,20.94473200000001,10.372425200000006,13506630.6696,20991.5836416,92969.71776
1990-05-27,13505.074790399998,759.45492,15.322464800000006,18.978049600000006,13.128002800000004,13406176.0584,20991.5836416,92969.71776
1990-05-28,50570.6333184,759.427488,15.494688400000001,19.461386800000007,12.905778800000004,13342787.521200001,20991.5836416,92969.71776
1990-05-29,30508.7468544,759.397008,17.239146800000007,20.683618800000005,14.611348,13271578.7208,20991.5836416,80736.86016
1990-05-30,46582.7217408,759.3848160000001,14.505791600000002,19.239162800000003,10.022422400000004,13242320.5752,24465.7152,51378.00192
1990-05-31,188288.14417919997,759.427488,10.183534800000004,14.478013600000004,7.622403200000004,13342787.521200001,36453.915648,51378.00192
1990-06-01,400112.3063808,759.506736,12.011327200000004,19.766944800000005,2.1168036000000043,13528093.2216,168324.120576,46484.85888
1990-06-02,367034.6594304,759.579888,16.52803,21.728071600000007,9.633530400000005,13700879.1,164898.92044800002,29358.85824
1990-06-03,108407.5840512,759.604272,20.694730000000007,28.589237600000004,14.522458400000005,13758926.6688,20991.5836416,29358.85824
1990-06-04,10202.2032384,759.585984,18.32248880000001,23.261417200000004,14.350234800000003,13713892.314,20991.5836416,34252.00128
1990-06-05,5088.8687616,759.5646480000001,18.705825200000007,23.783643600000005,12.250218000000004,13663862.3652,18422.6835456,36698.5728
1990-06-06,-8783.191756799999,759.528072,17.466926400000006,23.261417200000004,11.861326000000005,13576852.686,12159.4604544,66057.43104
1990-06-07,-3205.0086912,759.491496,17.6835948,23.433640800000006,11.116875600000004,13492976.046000002,12159.4604544,68504.00256
1990-06-08,-23707.2780288,759.445776,20.333616,27.405894800000006,11.244654400000005,13384725.841200002,8709.7946112,75843.71712
1990-06-09,-38337.7757184,759.3909120000001,23.4836412,31.511483200000008,14.394679600000003,13256949.648,8709.7946112,80736.86016
1990-06-10,-39291.9386112,759.3360480000001,19.9336128,24.133646400000003,12.733555200000005,13128211.3404,8709.7946112,80736.86016
1990-06-11,-31487.3754624,759.2842320000001,15.455799200000001,22.033629600000005,8.016850800000004,13007280.9612,8709.7946112,80736.86016
1990-06-12,-34667.9184384,759.2263200000001,14.211344800000003,19.58916560000001,11.072430800000003,12873806.0904,10740.448972799999,88076.57472
1990-06-13,-14532.6348288,759.1745040000001,14.828016400000003,20.683618800000005,6.661284400000003,12756415.798799999,7437.5774208,95416.28928
1990-06-14,-48270.8560896,759.1074480000001,16.655808800000003,23.083638,12.427997200000004,12604019.344800001,8709.7946112,95416.28928
1990-06-15,-12771.103334399999,759.0495360000001,17.300258400000004,24.350314800000007,9.633530400000005,12472431.6984,8709.7946112,110095.7184
1990-06-16,-26936.7524352,758.98248,18.1891544,24.789207200000007,10.372425200000006,12320022.9096,12917.8976256,112542.28992
1990-06-17,-27964.3124736,758.912376,18.661380400000006,23.828088400000006,13.739118800000004,12164160.3768,12917.8976256,114988.86144
1990-06-18,-32832.9897984,758.8392240000001,20.883620400000005,28.4559032,10.594649200000003,12003413.2632,12917.8976256,114988.86144
1990-06-19,-64907.542425600004,758.75388,23.4836412,29.32813240000001,18.194710000000008,11816183.333999999,0.0,122328.576
1990-06-20,-63782.1195264,758.659392,24.222536000000005,31.383704400000006,15.266908800000003,11609772.7908,8073.686016,134561.4336
1990-06-21,-66571.2110592,758.552712,25.9058828,31.950375600000008,18.32248880000001,11383959.607199999,5113.3344768,154134.00576
1990-06-22,-85948.0574976,758.4338400000001,27.394783600000004,34.78928720000001,20.422505600000008,11132872.4184,1223.28576,163920.29184
1990-06-23,-93434.5663488,758.305824,27.283671600000005,34.78928720000001,18.628046800000007,10865737.6548,0.0,173706.57792
1990-06-24,-71806.874112,758.1839040000001,27.172559600000007,35.09484520000001,17.578038400000004,10620213.4608,0.0,173706.57792
1990-06-25,-83477.0202624,758.055888,27.761453200000005,35.1837348,18.805826000000003,10361219.6652,1810.4629247999999,173706.57792
1990-06-26,-75232.07424,757.9187280000001,27.0614476,34.92262160000001,16.661364400000004,10093862.8752,15976.1120256,176153.14944
1990-06-27,-104762.1924864,757.766328,25.366989600000004,30.72814360000001,17.578038400000004,9798259.3932,12232.8576,178599.72096
1990-06-28,-104468.603904,757.6108800000001,25.1780992,32.389268,18.150265200000007,9507848.862,0.0,185939.43552
1990-06-29,-106327.9982592,757.452384,27.717008400000005,36.75596960000001,17.4058148,9213972.252,4061.3087232,183492.864
1990-06-30,-99453.132288,757.2877920000001,28.98924080000001,35.5337376,19.32805240000001,8920070.9724,1174.3543296,193279.15008
1990-07-01,-97422.4779264,757.1232,27.455895200000008,35.13929,17.055812000000003,8628192.6,1174.3543296,193279.15008
1990-07-02,-134561.4336,756.9281280000001,21.761405200000006,28.633682400000012,15.355798400000005,8296460.4888,1443.4771968,195725.7216
1990-07-03,-57518.896435200004,756.781824,17.694706000000004,26.2281076,7.972406000000003,8051565.369600001,1443.4771968,185939.43552
1990-07-04,-7804.5631488,756.6477120000001,22.139186000000002,31.68926240000001,10.9002072,7834152.1848,23658.3465984,185939.43552
1990-07-05,-16832.4120576,756.507504,25.533657600000005,31.4281492,16.705809200000004,7607722.2612,23658.3465984,185939.43552
1990-07-06,22337.1979776,756.370344,23.244750400000008,29.41702200000001,17.055812000000003,7394687.9304,49420.744704,185939.43552
1990-07-07,27964.3124736,756.2362320000001,23.4058628,30.817033200000004,16.578030400000003,7186797.2112,45016.915967999994,190832.57856
1990-07-08,26692.0952832,756.096024,27.067003200000002,34.350394800000004,17.055812000000003,6977636.0076,45016.915967999994,190832.57856
1990-07-09,464.8485888,755.9436240000001,28.878128800000006,35.44484800000001,20.155836800000003,6751292.4276,38411.172864,188386.00704
1990-07-10,-9835.217510399998,755.788176,27.955899200000005,35.661516400000004,18.889160000000004,6528044.8824000005,20135.2836096,193279.15008
1990-07-11,-15878.2491648,755.6266320000001,30.055916000000003,38.022646400000006,20.422505600000008,6297667.822799999,23658.3465984,190832.57856
1990-07-12,-26055.986688,755.4589920000001,32.59482520000001,37.67264360000001,28.283679600000006,6064688.120399999,20991.5836416,185939.43552
1990-07-13,8342.8088832,755.3157360000001,31.617039600000005,38.93932040000001,21.555848000000005,5866097.840399999,20991.5836416,185939.43552
1990-07-14,20012.9550336,755.181624,30.96147880000001,38.85043080000001,18.761381200000002,5685738.3948,36453.915648,163920.29184
1990-07-15,40246.101504,755.059704,30.639254000000008,38.2393148,18.01693080000001,5522425.6428,39634.458624,163920.29184
1990-07-16,29799.241113599997,754.9286400000001,30.772588400000004,39.02821000000001,20.028058,5348677.65,39634.458624,163920.29184
1990-07-17,43573.438771199995,754.803672,28.66146040000001,35.88374040000001,17.755817600000007,5186240.668800001,39634.458624,166366.86336
1990-07-18,28086.6410496,754.666512,30.517030800000008,35.705961200000004,25.266988800000007,5008323.5136,39634.458624,166366.86336
1990-07-19,92186.8148736,754.5476400000001,28.439236400000006,33.21705240000001,20.63917400000001,4858048.6452,58962.373632,183492.864
1990-07-20,121839.26169599999,754.4379120000001,28.6503492,34.26706080000001,23.739198800000004,4719824.8763999995,74131.117056,185939.43552
1990-07-21,168054.9977088,754.352568,27.483673200000005,34.61706360000001,20.989176800000003,4612882.1604,89055.20332799999,185939.43552
1990-07-22,212264.5450752,754.270272,28.18367880000001,35.83929560000001,18.6724916,4513463.6724000005,125753.776128,185939.43552
1990-07-23,151026.8599296,754.1696880000001,29.57257880000001,35.4892928,25.00587560000001,4391460.1656,91991.089152,181046.29248
1990-07-24,163235.2518144,754.0630080000001,22.522522400000007,26.972558000000006,17.80026240000001,4262573.8404,106181.203968,185939.43552
1990-07-25,187089.3241344,753.9746160000001,18.216932400000005,24.133646400000003,12.383552400000003,4159997.6436,106181.203968,183492.864
1990-07-26,193377.01294080002,753.889272,20.972510000000007,27.405894800000006,14.522458400000005,4061257.5696,106181.203968,185939.43552
1990-07-27,200643.3303552,753.7978320000001,24.211424800000003,32.9114944,15.572466800000008,3955338.642,118169.40441599999,188386.00704
1990-07-28,174465.0150912,753.7033440000001,27.567007200000006,34.74484240000001,18.455823200000005,3849678.7452,99086.14656,181046.29248
1990-07-29,145130.6225664,753.5936160000001,28.239234800000006,35.9670744,19.722500000000004,3728143.9608,85630.00319999999,181046.29248
1990-07-30,-20624.5979136,753.386352,29.29479880000001,38.15042520000001,19.111384000000008,3503847.9576,20184.21504,183492.864
1990-07-31,-59892.0708096,753.154704,29.033685600000005,35.5337376,20.594729200000003,3260470.0188,0.0,183492.864
1990-08-01,-28355.7639168,752.9291519999999,27.5392292,35.355958400000006,18.150265200000007,3034348.4652,9370.3689216,188386.00704
1990-08-02,-22263.800831999997,752.712744,26.7058892,34.08928160000001,17.622483200000005,2824126.4688,9370.3689216,178599.72096
1990-08-03,-25860.2609664,752.4902400000001,26.711444800000002,34.31150560000001,16.9669224,2613472.7544000004,15976.1120256,168813.43488
1990-08-04,-26178.315263999997,752.2555440000001,28.05590000000001,36.144853600000005,18.32248880000001,2397601.4196,15976.1120256,173706.57792
1990-08-05,-55072.324915200006,751.996464,28.2059012,37.978201600000006,17.928041200000003,2168815.5492,0.0,173706.57792
1990-08-06,-7926.891724800001,751.7648160000001,30.48369720000001,39.333768000000006,20.028058,1970842.0092,11449.954713599998,178599.72096
1990-08-07,47610.2817792,751.527072,32.4337128,41.30045040000001,20.728063600000006,1773546.8832,61408.945152,183492.864
1990-08-08,489.314304,751.222272,34.072614800000004,40.683778800000006,24.178091200000004,1531821.8076,41591.71584,200618.86463999999
1990-08-09,-46020.01029119999,750.8687040000001,31.850374800000004,39.68377080000001,23.6058644,1266771.6252000001,15976.1120256,203065.43615999998
