date,avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,75.0,183492.864
1999-01-02 00:00:00+00:00,75.0,183492.864
1999-01-03 00:00:00+00:00,70.0,171260.00639999998
1999-01-04 00:00:00+00:00,75.0,183492.864
1999-01-05 00:00:00+00:00,80.0,195725.7216
1999-01-06 00:00:00+00:00,80.0,195725.7216
1999-01-07 00:00:00+00:00,80.0,195725.7216
1999-01-08 00:00:00+00:00,80.0,195725.7216
1999-01-09 00:00:00+00:00,85.0,207958.5792
1999-01-10 00:00:00+00:00,90.0,220191.4368
1999-01-11 00:00:00+00:00,90.0,220191.4368
1999-01-12 00:00:00+00:00,90.0,220191.4368
1999-01-13 00:00:00+00:00,95.0,232424.2944
1999-01-14 00:00:00+00:00,95.0,232424.2944
1999-01-15 00:00:00+00:00,95.0,232424.2944
1999-01-16 00:00:00+00:00,95.0,232424.2944
1999-01-17 00:00:00+00:00,95.0,232424.2944
1999-01-18 00:00:00+00:00,100.0,244657.152
1999-01-19 00:00:00+00:00,95.0,232424.2944
1999-01-20 00:00:00+00:00,100.0,244657.152
1999-01-21 00:00:00+00:00,95.0,232424.2944
1999-01-22 00:00:00+00:00,95.0,232424.2944
1999-01-23 00:00:00+00:00,95.0,232424.2944
1999-01-24 00:00:00+00:00,90.0,220191.4368
1999-01-25 00:00:00+00:00,90.0,220191.4368
1999-01-26 00:00:00+00:00,90.0,220191.4368
1999-01-27 00:00:00+00:00,90.0,220191.4368
1999-01-28 00:00:00+00:00,90.0,220191.4368
1999-01-29 00:00:00+00:00,85.0,207958.5792
1999-01-30 00:00:00+00:00,80.0,195725.7216
1999-01-31 00:00:00+00:00,85.0,207958.5792
1999-02-01 00:00:00+00:00,90.0,220191.4368
1999-02-02 00:00:00+00:00,90.0,220191.4368
1999-02-03 00:00:00+00:00,95.0,232424.2944
1999-02-04 00:00:00+00:00,95.0,232424.2944
1999-02-05 00:00:00+00:00,95.0,232424.2944
1999-02-06 00:00:00+00:00,95.0,232424.2944
1999-02-07 00:00:00+00:00,95.0,232424.2944
1999-02-08 00:00:00+00:00,95.0,232424.2944
1999-02-09 00:00:00+00:00,95.0,232424.2944
1999-02-10 00:00:00+00:00,95.0,232424.2944
1999-02-11 00:00:00+00:00,90.0,220191.4368
1999-02-12 00:00:00+00:00,85.0,207958.5792
1999-02-13 00:00:00+00:00,85.0,207958.5792
1999-02-14 00:00:00+00:00,95.0,232424.2944
1999-02-15 00:00:00+00:00,95.0,232424.2944
1999-02-16 00:00:00+00:00,95.0,232424.2944
1999-02-17 00:00:00+00:00,100.0,244657.152
1999-02-18 00:00:00+00:00,95.0,232424.2944
1999-02-19 00:00:00+00:00,90.0,220191.4368
1999-02-20 00:00:00+00:00,85.0,207958.5792
1999-02-21 00:00:00+00:00,95.0,232424.2944
1999-02-22 00:00:00+00:00,95.0,232424.2944
1999-02-23 00:00:00+00:00,95.0,232424.2944
1999-02-24 00:00:00+00:00,100.0,244657.152
1999-02-25 00:00:00+00:00,95.0,232424.2944
1999-02-26 00:00:00+00:00,95.0,232424.2944
1999-02-27 00:00:00+00:00,95.0,232424.2944
1999-02-28 00:00:00+00:00,105.0,256890.0096
1999-03-01 00:00:00+00:00,110.0,269122.8672
1999-03-02 00:00:00+00:00,110.0,269122.8672
1999-03-03 00:00:00+00:00,115.0,281355.72479999997
1999-03-04 00:00:00+00:00,110.0,269122.8672
1999-03-05 00:00:00+00:00,110.0,269122.8672
1999-03-06 00:00:00+00:00,120.0,293588.5824
1999-03-07 00:00:00+00:00,120.0,293588.5824
1999-03-08 00:00:00+00:00,120.0,293588.5824
1999-03-09 00:00:00+00:00,120.0,293588.5824
1999-03-10 00:00:00+00:00,121.0,296035.15392
1999-03-11 00:00:00+00:00,121.0,296035.15392
1999-03-12 00:00:00+00:00,121.0,296035.15392
1999-03-13 00:00:00+00:00,121.0,296035.15392
1999-03-14 00:00:00+00:00,120.0,293588.5824
1999-03-15 00:00:00+00:00,120.0,293588.5824
1999-03-16 00:00:00+00:00,119.0,291142.01088
1999-03-17 00:00:00+00:00,123.0,300928.29696
1999-03-18 00:00:00+00:00,133.0,325394.01216
1999-03-19 00:00:00+00:00,152.0,371878.87104
1999-03-20 00:00:00+00:00,173.0,423256.87296
1999-03-21 00:00:00+00:00,188.0,459955.44576
1999-03-22 00:00:00+00:00,210.0,513780.0192
1999-03-23 00:00:00+00:00,239.0,584730.5932799999
1999-03-24 00:00:00+00:00,272.0,665467.45344
1999-03-25 00:00:00+00:00,296.0,724185.16992
1999-03-26 00:00:00+00:00,311.0,760883.74272
1999-03-27 00:00:00+00:00,320.0,782902.8864
1999-03-28 00:00:00+00:00,309.0,755990.59968
1999-03-29 00:00:00+00:00,302.0,738864.5990399999
1999-03-30 00:00:00+00:00,296.0,724185.16992
1999-03-31 00:00:00+00:00,293.0,716845.45536
1999-04-01 00:00:00+00:00,295.0,721738.5984
1999-04-02 00:00:00+00:00,288.0,704612.59776
1999-04-03 00:00:00+00:00,265.0,648341.4528
1999-04-04 00:00:00+00:00,245.0,599410.0224
1999-04-05 00:00:00+00:00,245.0,599410.0224
1999-04-06 00:00:00+00:00,241.0,589623.73632
1999-04-07 00:00:00+00:00,229.0,560264.8780799999
1999-04-08 00:00:00+00:00,220.0,538245.7344
1999-04-09 00:00:00+00:00,218.0,533352.59136
1999-04-10 00:00:00+00:00,212.0,518673.16224000003
1999-04-11 00:00:00+00:00,209.0,511333.44768
1999-04-12 00:00:00+00:00,200.0,489314.304
1999-04-13 00:00:00+00:00,190.0,464848.5888
1999-04-14 00:00:00+00:00,180.0,440382.8736
1999-04-15 00:00:00+00:00,168.0,411024.01535999996
1999-04-16 00:00:00+00:00,160.0,391451.4432
1999-04-17 00:00:00+00:00,153.0,374325.44256
1999-04-18 00:00:00+00:00,146.0,357199.44191999995
1999-04-19 00:00:00+00:00,143.0,349859.72736
1999-04-20 00:00:00+00:00,142.0,347413.15584
1999-04-21 00:00:00+00:00,139.0,340073.44128
1999-04-22 00:00:00+00:00,132.0,322947.44064
1999-04-23 00:00:00+00:00,136.0,332733.72672
1999-04-24 00:00:00+00:00,125.0,305821.44
1999-04-25 00:00:00+00:00,111.0,271569.43872000003
1999-04-26 00:00:00+00:00,102.0,249550.29504
1999-04-27 00:00:00+00:00,96.0,234870.86591999998
1999-04-28 00:00:00+00:00,103.0,251996.86656
1999-04-29 00:00:00+00:00,111.0,271569.43872000003
1999-04-30 00:00:00+00:00,111.0,271569.43872000003
1999-05-01 00:00:00+00:00,111.0,271569.43872000003
1999-05-02 00:00:00+00:00,119.0,291142.01088
1999-05-03 00:00:00+00:00,115.0,281355.72479999997
1999-05-04 00:00:00+00:00,110.0,269122.8672
1999-05-05 00:00:00+00:00,109.0,266676.29568
1999-05-06 00:00:00+00:00,99.0,242210.58048
1999-05-07 00:00:00+00:00,92.0,225084.57984000002
1999-05-08 00:00:00+00:00,90.0,220191.4368
1999-05-09 00:00:00+00:00,94.0,229977.72288
