date,avg gain (m3/d),computed inflow (m3/d),unregulated flow (m3/d),elevation (m),discharge (m3/d),total avg discharge (m3/d),spillway discharge (m3/d),storage (m3)
1994-11-10,,615581.8601472001,1702936.106496,894.2984400000001,369432.29952,,,35275320.0708
1994-11-11,,635570.3494656,1452651.84,894.3533040000001,371878.87104,,,35537878.6236
1994-11-12,,626371.2405504,1445385.5225856,894.4051200000001,379218.5856,,,35785820.4384
1994-11-13,,636842.566656,1343852.8045056,894.456936,389004.87168,,,36034132.2972
1994-11-14,,636059.6637696,1607446.4200704,894.508752,389004.87168,,,36282086.4468
1994-11-15,,563420.9553408,866233.1123712,894.545328,389004.87168,,,36457363.9548
1994-11-16,,668085.2849664,1761922.9458432,894.6062880000001,374325.44256,,,36750093.4284
1994-11-17,,644084.4183552,1584130.5934848,894.661152,379218.5856,,,37015538.3244
1994-11-18,,614701.0944,1207456.4422656,894.7099200000001,379218.5856,,,37251441.3744
1994-11-19,,573672.0900095999,1277183.7305856,894.7495440000001,381665.15712,,,37443420.2016
1994-11-20,,672905.0308608001,1360489.4908416,894.810504,376772.01408,,,37738394.6088
1994-11-21,,559212.8523264,1285722.2651904,894.84708,381665.15712,,,37915596.3456
1994-11-22,,575433.6215039999,1185388.3671551999,894.886704,384111.72864,,,38107205.128800005
1994-11-23,,529462.5426432,1206037.4307839999,894.917184,379218.5856,,,38256246.5172
1994-11-24,,656831.0559744,1853057.7349631998,894.975096,374325.44256,,,38539737.225600004
1994-11-25,,659815.8732288,1390729.1148288,895.0330080000001,376772.01408,,,38823227.934
1994-11-26,,692820.1230336,1853522.583552,895.093968,393898.01472,,,39121656.085200004
1994-11-27,,659987.1332352,1741371.7450752,895.1488320000001,391451.4432,,,39390579.3948
1994-11-28,,660476.4475392,1389310.1033472,895.203696,391451.4432,,,39659441.0304
1994-11-29,,734974.5503232001,1836200.8571904,895.2738,389004.87168,,,40006381.95
1994-11-30,,650225.3128703999,1854525.6778752,895.328664,379218.5856,,,40277821.558800004
1994-12-01,,895078.190592,2476028.2411007998,895.4322960000001,381665.15712,,,40790850.5604
1994-12-02,,899212.8964608001,2462963.549184,895.5359280000001,384111.72864,,,41305655.7732
1994-12-03,,891750.8533248,2362189.2682752,895.636512,389004.87168,,,41808520.8996
1994-12-04,,840813.2342784001,2310052.829184,895.724904,398791.15776,,,42250711.1448
1994-12-05,,722325.7755648,2072588.5974528,895.79196,386558.30016,,,42586069.6872
1994-12-06,,740430.4048128,1934822.1551616,895.862064,386558.30016,,,42939794.746800005
1994-12-07,,695168.8316927999,1231653.0345984001,895.923024,386558.30016,,,43248103.0728
1994-12-08,,621233.4403584,1413849.2156928,895.9687440000001,389004.87168,,,43479602.5992
1994-12-09,,601000.293888,1706997.4152192,896.014464,369432.29952,,,43710719.746800005
1994-12-10,,617930.5688063999,1610333.374464,896.0632320000001,371878.87104,,,43957662.4428
1994-12-11,,665247.2620032,1628071.017984,896.1211440000001,371878.87104,,,44251045.6608
1994-12-12,,668917.1192832,1714190.335488,896.179056,371878.87104,,,44547179.5392
1994-12-13,,619129.3888512,1612461.8916864002,896.227824,369432.29952,,,44796502.8516
1994-12-14,,538930.7744256,1802903.0188032,896.261352,366985.728,,,44968178.598
1994-12-15,,575531.4843648,1776113.0606592,896.300976,371878.87104,,,45171061.3884
1994-12-16,,587103.7676544,1743108.8108544,896.3436480000001,369432.29952,,,45389165.322000004
1994-12-17,,584363.607552,1862501.5010304,896.3863200000001,366985.728,,,45607281.5904
1994-12-18,,590357.707776,1617036.9804288002,896.428992,371878.87104,,,45826458.651599996
1994-12-19,,670409.5279104,1923225.4061568,896.4869040000001,371878.87104,,,46125873.5868
1994-12-20,,591507.5963904,1826292.2425344,896.529576,369432.29952,,,46346789.8548
1994-12-21,,592510.6907136,1736405.2048896,896.5722480000001,371878.87104,,,46567311.409200005
1994-12-22,,579348.135936,1701590.49216,896.6118720000001,374325.44256,,,46772056.7544
1994-12-23,,563029.5038976,1358556.6993407998,896.6484480000001,374325.44256,,,46961408.269200005
1994-12-24,,622114.2061056,1751769.6740352,896.697216,369432.29952,,,47213494.5768
1994-12-25,,720001.5326208001,1875737.4529535999,896.764272,371878.87104,,,47562495.408
1994-12-26,,710949.2179968,1980793.2340223999,896.8282800000001,376772.01408,,,47897237.21040001
1994-12-27,,724845.7442304,1904973.9826176,896.895336,374325.44256,,,48247520.8608
1994-12-28,,690765.0029567999,2252093.5498752,896.9562960000001,371878.87104,,,48565919.0532
1994-12-29,,784811.2121856,2390496.1007616,897.0355440000001,369432.29952,,,48980454.676800005
1994-12-30,,661259.3504256,1599103.6111872,897.090408,371878.87104,,,49269866.089200005
1994-12-31,,659987.1332352,1305906.4802303999,897.145272,369432.29952,,,49559277.5016
1995-01-01,,612254.52288,791612.6810112,897.190992,371878.87104,,,49800780.5508
1995-01-02,,627888.1148928,968989.1162112,897.23976,371878.87104,,,50057998.1352
1995-01-03,,661332.7475712,985576.8711167999,897.2946240000001,371878.87104,,,50347409.5476
1995-01-04,,659644.6132224,1329026.5810944,897.3494880000001,369432.29952,,,50638251.7968
1995-01-05,,630163.4264063999,1975410.7766783999,897.398256,369432.29952,,,50898220.0416
1995-01-06,,631288.8493055999,2547810.6494976003,897.447024,371878.87104,,,51158200.6212
1995-01-07,,615165.9429888,2152248.966144,897.4927440000001,371878.87104,,,51402293.9784
1995-01-08,,695976.2002944001,2364366.716928,897.553704,371878.87104,,,51727352.9628
1995-01-09,,674177.2480512,2661600.6908928,897.5811360000001,528459.44832,,,51873816.378
1995-01-10,,748968.9394175999,3195320.2679808,897.553704,895445.17632,,,51727352.9628
1995-01-11,,878294.7099648,4364096.4145152,897.5658960000001,812261.7446399999,,,51792456.0372
1995-01-12,,1071084.5457408,4381197.94944,897.571992,1037346.32448,,,51824995.239599995
1995-01-13,,1120994.6047488,4178034.6504192,897.5293200000001,1348060.90752,,,51597171.4836
1995-01-14,,1286138.1823488001,4682126.2464,897.5171280000001,1350507.47904,,,51532475.457600005
1995-01-15,,1398411.3494016002,4972020.5058047995,897.5262720000001,1350507.47904,,,51580901.8824
1995-01-16,,1232509.3346304,4176419.913216,897.504936,1345614.336,,,51467384.718
1995-01-17,,1087452.1092096001,3620436.5352959996,897.456168,1348060.90752,,,51207021.7596
1995-01-18,,1041750.1532160001,3370812.8431104,897.398256,1350507.47904,,,50898220.0416
1995-01-19,,923433.9545088,3170365.2384768,897.319008,1345614.336,,,50476209.5292
1995-01-20,,850575.0546432,2688782.10048,897.2245200000001,1350507.47904,,,49977488.8956
1995-01-21,,807172.8758784,2274553.0764288,897.120888,1352954.05056,,,49430872.2336
1995-01-22,,725090.4013824,1819759.896576,897.002016,1350507.47904,,,48804634.4376
1995-01-23,,700380.0290304,1903799.628288,896.8770480000001,1352954.05056,,,48151876.8216
1995-01-24,,840348.3856896,2597280.325632,896.7795120000001,1350507.47904,,,47642190.5508
1995-01-25,,888912.8303615999,2829019.5800063997,896.6911200000001,1348060.90752,,,47181929.8236
1995-01-26,,873279.2383488,2823514.7940864,896.59968,1345614.336,,,46709334.2964
1995-01-27,,873964.2783744001,2617513.4721024,896.5082400000001,1348060.90752,,,46236331.7208
1995-01-28,,813729.687552,2508396.3823104,896.404608,1348060.90752,,,45700915.0572
1995-01-29,,838219.8684672,2412882.2301696,896.304024,1352954.05056,,,45186282.5316
1995-01-30,,927397.4003711999,2698690.715136,896.2217280000001,1348060.90752,,,44765678.186400004
1995-01-31,,1314958.7948544,4379289.6236544,896.2156320000001,1345614.336,,,44734458.80760001
1995-02-01,,2420124.0818688,9411740.446003199,896.4259440000001,1343167.76448,,,45810682.4424
1995-02-02,,3081065.3779967995,13071664.645632,896.7612240000001,1345614.336,,,47546558.8464
1995-02-03,,3379008.8577023996,14343172.3302912,897.1483200000001,1350507.47904,,,49575374.4156
1995-02-04,,2379608.8574976,8041464.669081599,897.2824320000001,1671008.34816,,,50283404.2704
1995-02-05,,2143661.5001088,6770935.6130304,897.3403440000001,1837375.21152,,,50589430.65840001
1995-02-06,,1992536.7773183999,6281988.2947584,897.3708240000001,1830035.49696,,,50751768.96120001
1995-02-07,,1917255.771648,5910084.9580032,897.386064,1834928.64,,,50833129.302
1995-02-08,,1886893.8190848,5577718.217011199,897.395208,1837375.21152,,,50881950.440400004
1995-02-09,,1785410.0324352,5499452.3940864,897.386064,1834928.64,,,50833129.302
1995-02-10,,1752185.5911935999,5191796.0254464,897.3708240000001,1832482.06848,,,50751768.96120001
1995-02-11,,1769776.4404224,5150400.035328,897.3586320000001,1834928.64,,,50687060.60040001
1995-02-12,,1689944.8117248,4705711.1958528,897.3312000000001,1837375.21152,,,50540609.52
1995-02-13,,1679375.6227584,4465335.5440128,897.3007200000001,1839821.78304,,,50379603.3756
1995-02-14,,1616890.1861375999,3880604.9507328,897.2580480000001,1842268.35456,,,50154591.954
1995-02-15,,1613978.7660288,3523894.8231168,897.215376,1839821.78304,,,49929580.5324
1995-02-16,,1577867.3703935998,3444723.7687296,897.1666080000001,1834928.64,,,49671980.5692
1995-02-17,,1658237.2448256,3829618.400256,897.1330800000001,1834928.64,,,49495272.2244
1995-02-18,,1703033.9693568,3880507.087872,897.108696,1832482.06848,,,49366472.242800005
1995-02-19,,1736600.9306112,3962809.7538048,897.090408,1832482.06848,,,49269866.089200005
1995-02-20,,1738656.050688,4083792.7154688,897.07212,1834928.64,,,49173259.935600005
1995-02-21,,1901671.1110655998,4746226.420224,897.297672,711952.31232,,,50363506.4616
1995-02-22,,2089983.72096,5315152.161484799,897.648192,220191.4368,,,52232117.6484
1995-02-23,,2179577.1700224,5904996.0892416,897.983472,369432.29952,,,54041250.4296
1995-02-24,,2229878.6804736,6397564.3333632,898.3248480000001,369432.29952,,,55902658.0932
1995-02-25,,2352745.502208,7274807.0175744,898.684512,369432.29952,,,57885637.545600004
1995-02-26,,2564863.252992,7975015.7865984,899.077704,371878.87104,,,60079135.029599994
1995-02-27,,2294908.5514752,7353464.2919424,899.41908,369432.29952,,,62004251.9352
1995-02-28,,2296082.9058048,6855464.6590464,899.7025440000001,682593.4540799999,,,63617076.3744
1995-03-01,,2184445.8473472,6299554.678272,899.8793280000001,1171907.75808,,,64630293.8508
1995-03-02,,2821582.0025855997,6035789.8027008,900.147552,1274663.76192,,,66176374.6872
1995-03-03,,3466106.8038144,6149359.6526592,900.427968,1837375.21152,,,67805912.78040001
1995-03-04,,3554501.432832,5803610.1654528,900.720576,1839821.78304,,,69520326.63239999
1995-03-05,,3389675.9095296,5289120.640512,900.982704,1842268.35456,,,71066715.8388
1995-03-06,,3306198.8892671997,4642393.9249152,901.17168,2182341.79584,,,72191563.2552
1995-03-07,,3997233.0150912,4335153.4734336,901.394184,2666762.9568,,,73521378.0432
1995-03-08,,4443414.2631936,4557913.8103296,901.662408,2838022.9632,,,75135090.588
1995-03-09,,4505875.2340992,4816149.4342656,901.939776,2813557.248,,,76816373.1672
1995-03-10,,4587761.9828736,6077185.7928192,902.2293360000001,2813557.248,,,78584394.06
1995-03-11,,5687031.032524799,13143838.505472,902.6926320000001,2838022.9632,,,81443724.04800001
1995-03-12,,6182706.4224768,14401523.0610432,903.2290800000001,2838022.9632,,,84796939.428
1995-03-13,,6438177.420595201,11313705.1456512,903.799056,2813557.248,,,88409395.2996
1995-03-14,,9486385.343078401,12091152.1775616,904.82928,2813557.248,,,95072148.5328
1995-03-15,,10392155.0512128,12766748.4370944,905.969232,2813557.248,,,102640646.13
1995-03-16,,8865200.8341504,11392019.900006399,906.8562000000001,2838022.9632,,,108675138.66
1995-03-17,,11965545.195724798,14999147.086233601,908.1637920000001,2838022.9632,,,117812425.4604
1995-03-18,,10294903.833292801,13009448.3318784,909.20316,2838022.9632,,,125278778.5788
1995-03-19,,10847339.682508798,14204427.259392,910.291296,2838022.9632,,,133292167.7424
1995-03-20,,11153283.4510848,13968259.7105664,911.394672,2838022.9632,,,141615444.0864
1995-03-21,,11778578.200166399,14268111.5160576,912.5529120000001,2813557.248,,,150571088.622
1995-03-22,,11541823.474176,12351760.975872,913.6532400000001,2813557.248,,,159287351.694
1995-03-23,,10901237.6530944,12799532.495462399,914.6499360000001,2838022.9632,,,167353965.5196
1995-03-24,,10659981.2355072,10697364.8483328,915.597864,2838022.9632,,,175182456.0312
1995-03-25,,10297448.2676736,9464170.4736768,916.4848320000001,2838022.9632,,,182648957.16720003
1995-03-26,,10091251.219967999,8746542.1154304,917.332176,2838022.9632,,,189909454.80839998
1995-03-27,,6369428.7608832,8092989.465292799,917.7406080000001,2838022.9632,,,193450467.51839998
1995-03-28,,3817679.1312384,6692963.378688,917.853384,2838022.9632,,,194435882.3556
1995-03-29,,4325269.3244928,7866388.0111104,918.024072,2838022.9632,,,195927406.37160003
1995-03-30,,4032904.0278528,6912274.0497408,918.161232,2838022.9632,,,197131899.59160003
1995-03-31,,3981844.0802304,7032009.2599296,918.2922960000001,2838022.9632,,,198283735.55040002
1995-04-01,,4066006.1405184,7296361.3126656,918.4325040000001,2838022.9632,,,199519707.18
1995-04-02,,4037430.1851648,7659677.1833856,918.569664,2813557.248,,,200732415.3768
1995-04-03,,4231639.0324224,8794348.1229312,918.72816,2838022.9632,,,202137151.74
1995-04-04,,4310883.4839552,10448915.5104768,918.8958,2813557.248,,,203628429.06
1995-04-05,,4688095.8809088,12852549.7003008,919.0482000000001,3327337.2672,,,204987724.02
1995-04-06,,8730345.811968,21270150.2748672,919.6395120000001,3425200.128,,,210298102.11600003
1995-04-07,,14838725.391667198,26515526.2166016,920.8861440000001,3449665.8432,,,221688599.16720003
1995-04-08,,10626854.657126399,15546078.149529599,921.651192,3498597.2736,,,228807554.9784
1995-04-09,,15732360.105062399,22618431.373824,922.9222080000001,3669857.28,,,240858321.5388
1995-04-10,,17224254.952243198,22164567.891148802,924.1993200000001,4819745.8944,,,253264108.3128
1995-04-11,,10976689.918771202,19558504.37376,924.699192,6043031.6544,,,258200939.3256
1995-04-12,,8528895.1130112,14680872.5971968,924.9064559999999,6458948.8127999995,,,260260739.9124
1995-04-13,,5088012.461568,15745718.3855616,924.729672,6850400.256,,,258502327.8288
1995-04-14,,6467536.278835201,15773413.575167999,924.653472,7217385.984,,,257747746.4388
1995-04-15,,9528074.9217792,13411762.552627198,924.8729280000001,7339714.56,,,259927367.2728
1995-04-16,,9744547.5698688,12704581.054771202,925.1137200000001,7339714.56,,,262326485.8728
1995-04-17,,9546693.3310464,12411530.7181056,925.3026960000001,7657768.8576,,,264218853.8844
1995-04-18,,9226119.0647808,12032385.5296512,925.4093760000001,8147083.1616,,,265288552.41
1995-04-19,,8950977.6316416,11876685.7181184,925.439856,8636397.4656,,,265595725.9344
1995-04-20,,8577606.3519744,12043664.2243584,925.384992,9125711.7696,,,265043558.6124
1995-04-21,,8292752.0299007995,11130089.9530752,925.1533440000001,10618120.3968,,,262723592.424
1995-04-22,,8058346.0125696,10927905.2826624,924.833304,11254228.992,,,259532517.99
1995-04-23,,8076475.107532799,11096841.0461184,924.510216,11278694.7072,,,256329232.104
1995-04-24,,10353915.138355201,11457367.8253056,924.3151440000001,12281789.0304,,,254405361.01319999
1995-04-25,,12241909.914624,13468156.0261632,924.144456,13920991.9488,,,252724423.80839998
1995-04-26,,14804204.26752,15119542.870732801,924.0804480000002,15437866.291199999,,,252097680.2856
1995-04-27,,17490784.453632,15198126.747955201,924.1414080000001,16905809.2032,,,252694548.92279997
1995-04-28,,18932500.1189376,16213380.531609599,924.2968559999999,17395123.5072,,,254225050.9068
1995-04-29,,18873611.1424512,16453144.540569598,924.452304,17346192.0768,,,255756243.63959998
1995-04-30,,18332820.9736704,14942631.284121599,924.5559360000001,17297260.6464,,,256782412.65600002
1995-05-01,,17907998.2949376,14573590.4360448,924.6108,17370657.792,,,257325513.9
1995-05-02,,20907127.992729597,17872620.8707584,924.952176,17517452.0832,,,260715597.9972
1995-05-03,,16670473.488691201,16041875.8680576,924.9948480000002,16245234.8928,,,261140827.8924
1995-05-04,,14904660.4941312,16041362.0880384,924.9796080000001,15046414.848,,,260988949.5
1995-05-05,,14645201.5844352,18698730.2102016,924.97656,14679429.12,,,260958581.2224
1995-05-06,,15411785.8387968,22566637.454745602,925.046664,14703894.8352,,,261656422.5324
1995-05-07,,15762991.1804928,23395609.2828672,925.1533440000001,14703894.8352,,,262723592.424
1995-05-08,,15644014.4074752,23493374.2808064,925.2478320000001,14703894.8352,,,263669770.2624
1995-05-09,,15409779.650150402,22489374.726144,925.3209840000001,14679429.12,,,264402124.3428
1995-05-10,,15231204.394905599,20906271.6926976,925.3758480000001,14679429.12,,,264951392.98680001
1995-05-11,,15554812.409856,18313982.372966398,925.461192,14703894.8352,,,265810783.1724
1995-05-12,,15513269.6254464,32662194.6405888,925.543488,14679429.12,,,266639422.70160002
1995-05-13,,15305384.443392001,22939299.228672,925.6044480000002,14703894.8352,,,267253066.66680002
1995-05-14,,15022462.9128192,20286824.2495488,925.637976,14679429.12,,,267590226.09
1995-05-15,,14844058.9175808,19843554.4215552,925.653216,14679429.12,,,267743819.0196
1995-05-16,,15488681.581670402,21850770.6279936,925.7355120000001,14654963.4048,,,268575529.914
1995-05-17,,15287328.7455744,23589867.0615552,925.796472,14679429.12,,,269192368.5924
1995-05-18,,15246764.5897728,22638762.3831552,925.8513360000001,14679429.12,,,269748174.6804
1995-05-19,,15203411.3424384,25405149.7322496,925.903152,14679429.12,,,270272391.3456
1995-05-20,,15108949.2160512,27784146.9468672,925.884864,15291072.0,,,270087122.64959997
1995-05-21,,15084165.446553601,27884015.9963136,925.772088,16220769.1776,,,268946067.306
1995-05-22,,16572145.7793024,27911686.7202048,925.7050320000001,17248329.216,,,268267480.6188
1995-05-23,,17513684.3630592,27384964.337664,925.63188,18251423.5392,,,267529538.87399998
1995-05-24,,18862503.707750402,26020951.7838336,925.598352,19205586.432,,,267191614.6932
1995-05-25,,19554002.682163198,24161826.5515008,925.6014,19523640.7296,,,267222340.68
1995-05-26,,19306458.5757696,22893988.7241216,925.5770160000001,19548106.4448,,,266976816.48600003
1995-05-27,,19218773.4524928,21203505.666662402,925.543488,19548106.4448,,,266639250.0144
1995-05-28,,19075282.0328448,20359144.90368,925.49472,19572572.16,,,266148226.296
1995-05-29,,19097227.7793792,21821852.1526272,925.445952,19597037.8752,,,265657214.9124
1995-05-30,,19054755.297792,25048292.8103424,925.3941360000001,19572572.16,,,265135699.5684
1995-05-31,,19245759.1363584,27622037.117952,925.3606080000001,19572572.16,,,264798478.47120002
1995-06-01,,19120372.3459584,28761014.0233728,925.3362240000001,19376846.4384,,,264554113.7484
1995-06-02,,17660038.2713856,28830790.2431232,925.308792,17933369.2416,,,264279948.14880002
1995-06-03,,16972674.0028416,30724999.3110528,925.4490000000001,15560194.8672,,,265687891.56
1995-06-04,,16863336.7216128,31333045.7309184,925.6654080000001,14679429.12,,,267866698.29720002
1995-06-05,,16734329.0053632,31939404.0164352,925.866576,14703894.8352,,,269901829.284
1995-06-06,,16646227.964928,28931393.264025602,926.0586000000001,14703894.8352,,,271849740.9
1995-06-07,,16440177.711513601,23256546.1576704,926.229288,14703894.8352,,,273586456.0704
1995-06-08,,16343733.862195201,19779282.9877248,926.390832,14703894.8352,,,275235951.87
1995-06-09,,14782503.1781376,19683940.0955904,926.558472,13064691.9168,,,276950378.0568
1995-06-10,,13918349.6515584,17415748.1051136,926.7200160000001,12257323.3152,,,278610370.7712
1995-06-11,,13793085.189734401,17423381.408256,926.869368,12257323.3152,,,280146744.12
1995-06-12,,13757879.025561599,21039707.7033984,927.015672,12257323.3152,,,281657966.8116
1995-06-13,,13801061.0128896,24914269.6224768,927.2473200000001,11401023.2832,,,284055580.56600004
1995-06-14,,12891548.0503296,25088245.323264003,927.427152,11034037.5552,,,285924734.48399997
1995-06-15,,12398686.2176256,23529118.6907136,927.576504,10838311.8336,,,287480781.8388
1995-06-16,,12312444.571545599,22745481.832857598,927.7380480000002,10618120.3968,,,289168836.2232
1995-06-17,,12491631.4696704,24240190.2372864,927.9270240000001,10520257.536,,,291149595.4116
1995-06-18,,15843630.177792002,23647875.2722944,928.432992,10520257.536,,,296482977.9096
1995-06-19,,15130894.962585598,23209987.9016448,928.865808,10520257.536,,,301084388.70600003
1995-06-20,,18424371.6799488,19832275.726848,929.4876,11768009.0112,,,307752026.52
1995-06-21,,19083111.0617088,18291400.5178368,929.682672,16979206.3488,,,309857293.1796
1995-06-22,,17469034.4328192,16784557.1186688,929.7832559999999,16367563.468799999,,,310948034.874
1995-06-23,,15672712.691404799,15369386.7543552,929.76192,15902714.879999999,,,310716498.3432
1995-06-24,,15754746.234470401,16491971.630592,929.74668,15927180.5952,,,310551915.1068
1995-06-25,,17172852.484608,19089276.4219392,929.8625040000001,15927180.5952,,,311807252.3724
1995-06-26,,20596217.683968,22552765.3942272,930.2953200000001,15878249.1648,,,316521995.3112
1995-06-27,,23294468.0162304,24517582.516224,930.8988240000001,16661152.0512,,,323158783.7904
1995-06-28,,20065262.7326976,24726275.06688,931.0938960000001,17908903.5264,,,325319902.42440003
1995-06-29,,17935302.0331008,20830917.2898816,931.060368,18300354.9696,,,324948205.5612
1995-06-30,,18381972.595507197,19054094.7234816,931.136568,17541917.7984,,,325792214.2512
1995-07-01,,17113205.0709504,18236254.795776,931.136568,17101534.9248,,,325792214.2512
1995-07-02,,17283755.571609598,17902860.4947456,931.1518080000001,17126000.64,,,325961164.0068
1995-07-03,,17446966.3577088,17737692.4514304,931.1822880000001,17101534.9248,,,326300210.65440005
1995-07-04,,17166418.0015104,17392261.0185216,931.188384,17101534.9248,,,326368175.4024
1995-07-05,,16964159.933952,16316821.575475201,931.176192,17101534.9248,,,326232258.24120003
1995-07-06,,16036101.9592704,15777205.761024,931.1518080000001,16318632.0384,,,325961164.0068
1995-07-07,,16127628.1998336,16464105.1809792,931.1731440000001,15902714.879999999,,,326198300.53679997
1995-07-08,,16318729.901260799,16248709.0243584,931.2097200000001,15902714.879999999,,,326605188.58440006
1995-07-09,,16642240.0533504,17554958.0246016,931.276776,15902714.879999999,,,327351912.7068
1995-07-10,,17091259.324416,17317713.9843072,931.276776,17101534.9248,,,327351912.7068
1995-07-11,,16713582.0788736,16012614.8726784,931.130472,18349286.4,,,325724607.2124
1995-07-12,,15585370.0881408,14016873.086668799,930.953688,17541917.7984,,,323767074.4524
1995-07-13,,14596661.6054784,13069658.456985598,930.932352,14826223.4112,,,323530505.32320005
1995-07-14,,12986279.299584,11351773.798502399,930.962832,12648774.7584,,,323868441.8388
1995-07-15,,12645716.544,10444658.476032,931.029888,11914803.3024,,,324611083.1424
1995-07-16,,12647893.9926528,9959014.029312,931.1121840000001,11743543.296,,,325522698.8712
1995-07-17,,12183118.8009984,9343676.8263168,931.1731440000001,11498886.144,,,326198300.53679997
1995-07-18,,11337143.300812801,8901777.078374399,931.1914320000001,11131900.416,,,326402170.11120003
1995-07-19,,10989558.8849664,8628764.1624576,931.1914320000001,10985106.1248,,,326402170.11120003
1995-07-20,,10620909.4883328,7998405.0103295995,931.1640000000001,10936174.6944,,,326096341.08
1995-07-21,,10867670.69184,7843806.155980799,931.160952,10911708.9792,,,326062531.39320004
1995-07-22,,10646696.352153601,7181666.039808,931.136568,10911708.9792,,,325792214.2512
1995-07-23,,10681731.25632,6713392.25088,931.1152320000001,10911708.9792,,,325556459.2188
1995-07-24,,10684862.8678656,6204383.046143999,931.099992,10862777.548799999,,,325387509.46320003
1995-07-25,,10784340.465868799,6065417.783808,931.0969440000001,10813846.1184,,,325353712.11120003
1995-07-26,,10725769.54368,5742812.863180799,931.0878,10838311.8336,,,325252332.39
1995-07-27,,10865982.5574912,4494841.196544,931.084752,10911708.9792,,,325218522.70320004
1995-07-28,,10830336.0104448,5077027.355443199,931.07256,10960640.409599999,,,325083382.6344
1995-07-29,,10932113.3856768,5282147.91168,931.069512,10960640.409599999,,,325049585.2824
1995-07-30,,10827791.576064,5079106.9412352005,931.0573200000001,10960640.409599999,,,324914395.8744
1995-07-31,,10998806.925312001,4893069.6428544,931.060368,10960640.409599999,,,324948205.5612
1995-08-01,,11051799.6644352,4519257.9803136,931.069512,10960640.409599999,,,325049585.2824
1995-08-02,,10936174.6944,4324926.80448,931.078656,10838311.8336,,,325150952.6688
1995-08-03,,10838434.162176,4266209.0879999995,931.0878,10740448.9728,,,325252332.39
1995-08-04,,10828794.6703872,4986675.4692096,931.106088,10618120.3968,,,325455091.8324
1995-08-05,,10660543.9469568,4860823.8302208,931.1121840000001,10593654.6816,,,325522698.8712
1995-08-06,,10658219.7040128,3799109.6534015997,931.11828,10593654.6816,,,325590268.90559995
1995-08-07,,10609410.6021888,4198218.8654592,931.130472,10471326.1056,,,325724607.2124
1995-08-08,,10382246.4365568,2831368.2886656,931.136568,10324531.8144,,,325792214.2512
1995-08-09,,10231415.302348798,3511980.0198144,931.130472,10300066.0992,,,325724607.2124
1995-08-10,,10005841.4082048,2737150.8194303997,931.1091360000001,10251134.6688,,,325488889.1844
1995-08-11,,10020545.30304,3683925.06624,931.0938960000001,10177737.5232,,,325319902.42440003
1995-08-12,,9720106.320384,3052734.0797952,931.054272,10153271.808,,,324880598.5224
1995-08-13,,9991602.3619584,3081261.1037184,931.0390320000001,10153271.808,,,324712450.5288
1995-08-14,,9666771.061248,2959960.0877567995,930.99636,10128806.0928,,,324239373.9444
1995-08-15,,10136121.3416448,3195882.9794304,930.99636,10128806.0928,,,324239373.9444
1995-08-16,,10592700.518707199,3369809.7487871996,931.04208,10079874.6624,,,324746260.21559995
1995-08-17,,10385133.3909504,2981612.2457088,931.066464,10104340.3776,,,325015775.59559995
1995-08-18,,10153271.808,2765775.7062144,931.099992,9786286.08,,,325387509.46320003
1995-08-19,,9931465.6339968,2710899.1070208,931.136568,9517163.2128,,,325792214.2512
1995-08-20,,9726589.734911999,2959886.6906112,931.157904,9492697.4976,,,326028771.0456
1995-08-21,,9414407.20896,2649955.0104576,931.157904,9419300.352,,,326028771.0456
1995-08-22,,9326795.4828288,2853974.6095104,931.154856,9370368.9216,,,325994961.3588
1995-08-23,,9157517.19936,2438987.148288,931.136568,9370368.9216,,,325792214.2512
1995-08-24,,9151376.304844799,2538636.0062976005,931.11828,9345903.2064,,,325590268.90559995
1995-08-25,,9501749.812223999,2783513.3497344,931.130472,9370368.9216,,,325724607.2124
1995-08-26,,8947943.882956801,2759806.0717056,931.0938960000001,9345903.2064,,,325319902.42440003
1995-08-27,,8652226.783334399,2197608.4021248,931.029888,9370368.9216,,,324611083.1424
1995-08-28,,9145773.656064,1862966.3496192,931.0146480000001,9321437.4912,,,324442133.3868
1995-08-29,,9398015.179776,2350054.273536,931.0268400000001,9272506.0608,,,324577273.45559996
1995-08-30,,8994502.1389824,2348684.1934848,931.0055040000001,9223574.6304,,,324340753.66559994
1995-08-31,,9084511.505203199,2675815.271424,930.99636,9174643.2,,,324239373.9444
1995-09-01,,8867794.199961599,1875835.3158144,930.9689280000001,9174643.2,,,323936061.2124
1995-09-02,,9280799.9382528,1534685.3830656,930.978072,9174643.2,,,324036589.8324
1995-09-03,,9063422.0587008,1701835.149312,930.9689280000001,9174643.2,,,323936061.2124
1995-09-04,,8420389.6660992,2185155.353088,930.9049200000001,9125711.7696,,,323226378.4944
1995-09-05,,8735459.1464448,2415867.047424,930.871392,9101246.0544,,,322855483.3932
1995-09-06,,9369439.224422399,1790645.6954879998,930.8957760000001,9101246.0544,,56148.816384,323124998.7732
1995-09-07,,8945668.5714432,4473727.2843264,930.883584,9076780.3392,,57812.485017599996,322990648.1316
1995-09-08,,7034822.8171776,3054984.9255936,930.7007040000001,9052314.624,,51891.7819392,320973673.97040004
1995-09-09,,5511954.374553599,1423072.7903232,930.3776160000001,9052314.624,,69800.6854656,317423940.5568
