date,max water temperature (C),min water temperature (C),avg water temperature (C)
2023-09-21 00:00:00+00:00,12.8,10.5,11.9
2023-09-22 00:00:00+00:00,13.0,10.9,12.2
2023-09-23 00:00:00+00:00,12.7,10.7,11.8
2023-09-24 00:00:00+00:00,12.2,11.1,11.7
2023-09-25 00:00:00+00:00,12.4,12.0,12.3
2023-09-26 00:00:00+00:00,13.7,12.0,12.8
2023-09-27 00:00:00+00:00,14.1,11.9,13.2
2023-09-28 00:00:00+00:00,13.9,12.2,13.2
2023-09-29 00:00:00+00:00,13.7,12.8,13.3
2023-09-30 00:00:00+00:00,14.1,12.7,13.4
2023-10-01 00:00:00+00:00,14.8,12.2,13.6
2023-10-02 00:00:00+00:00,14.3,12.6,13.6
2023-10-03 00:00:00+00:00,15.0,13.9,14.4
2023-10-04 00:00:00+00:00,15.4,13.7,14.6
2023-10-05 00:00:00+00:00,15.7,13.8,14.9
2023-10-06 00:00:00+00:00,15.9,13.8,15.0
2023-10-07 00:00:00+00:00,15.4,13.3,14.4
2023-10-08 00:00:00+00:00,15.8,13.2,14.6
2023-10-09 00:00:00+00:00,15.0,13.8,14.5
2023-10-10 00:00:00+00:00,15.8,14.3,15.0
2023-10-11 00:00:00+00:00,15.4,14.3,15.0
2023-10-12 00:00:00+00:00,16.8,15.1,15.9
2023-10-13 00:00:00+00:00,16.6,15.4,16.1
2023-10-14 00:00:00+00:00,16.3,15.5,15.9
2023-10-15 00:00:00+00:00,17.1,15.7,16.3
2023-10-16 00:00:00+00:00,17.0,15.7,16.3
2023-10-17 00:00:00+00:00,17.1,15.7,16.4
2023-10-18 00:00:00+00:00,17.0,15.6,16.2
2023-10-19 00:00:00+00:00,17.1,15.6,16.3
2023-10-20 00:00:00+00:00,16.6,15.8,16.3
2023-10-21 00:00:00+00:00,16.7,16.3,16.5
2023-10-22 00:00:00+00:00,17.1,16.2,16.6
2023-10-23 00:00:00+00:00,16.5,15.9,16.2
2023-10-24 00:00:00+00:00,15.9,15.3,15.6
2023-10-25 00:00:00+00:00,15.3,14.4,14.9
