date,avg discharge (cfs),avg discharge (m3/d)
1999-01-01 00:00:00+00:00,138.0,337626.86976
1999-01-02 00:00:00+00:00,124.0,303374.86848
1999-01-03 00:00:00+00:00,116.0,283802.29632
1999-01-04 00:00:00+00:00,110.0,269122.8672
1999-01-05 00:00:00+00:00,106.0,259336.58112000002
1999-01-06 00:00:00+00:00,103.0,251996.86656
1999-01-07 00:00:00+00:00,100.0,244657.152
1999-01-08 00:00:00+00:00,95.0,232424.2944
1999-01-09 00:00:00+00:00,92.0,225084.57984000002
1999-01-10 00:00:00+00:00,106.0,259336.58112000002
1999-01-11 00:00:00+00:00,117.0,286248.86783999996
1999-01-12 00:00:00+00:00,113.0,276462.58176000003
1999-01-13 00:00:00+00:00,112.0,274016.01024
1999-01-14 00:00:00+00:00,168.0,411024.01535999996
1999-01-15 00:00:00+00:00,283.0,692379.74016
1999-01-16 00:00:00+00:00,237.0,579837.45024
1999-01-17 00:00:00+00:00,203.0,496654.01856
1999-01-18 00:00:00+00:00,201.0,491760.87552
1999-01-19 00:00:00+00:00,191.0,467295.16031999997
1999-01-20 00:00:00+00:00,183.0,447722.58816
1999-01-21 00:00:00+00:00,172.0,420810.30144
1999-01-22 00:00:00+00:00,162.0,396344.58624000003
1999-01-23 00:00:00+00:00,157.0,384111.72864
1999-01-24 00:00:00+00:00,141.0,344966.58432
1999-01-25 00:00:00+00:00,133.0,325394.01216
1999-01-26 00:00:00+00:00,128.0,313161.15456
1999-01-27 00:00:00+00:00,122.0,298481.72543999995
1999-01-28 00:00:00+00:00,122.0,298481.72543999995
1999-01-29 00:00:00+00:00,118.0,288695.43936
1999-01-30 00:00:00+00:00,114.0,278909.15327999997
1999-01-31 00:00:00+00:00,112.0,274016.01024
1999-02-01 00:00:00+00:00,109.0,266676.29568
1999-02-02 00:00:00+00:00,110.0,269122.8672
1999-02-03 00:00:00+00:00,105.0,256890.0096
1999-02-04 00:00:00+00:00,105.0,256890.0096
1999-02-05 00:00:00+00:00,101.0,247103.72351999997
1999-02-06 00:00:00+00:00,114.0,278909.15327999997
1999-02-07 00:00:00+00:00,122.0,298481.72543999995
1999-02-08 00:00:00+00:00,111.0,271569.43872000003
1999-02-09 00:00:00+00:00,108.0,264229.72416
1999-02-10 00:00:00+00:00,105.0,256890.0096
1999-02-11 00:00:00+00:00,99.0,242210.58048
1999-02-12 00:00:00+00:00,95.0,232424.2944
1999-02-13 00:00:00+00:00,95.0,232424.2944
1999-02-14 00:00:00+00:00,93.0,227531.15136
1999-02-15 00:00:00+00:00,90.0,220191.4368
1999-02-16 00:00:00+00:00,89.0,217744.86528
1999-02-17 00:00:00+00:00,91.0,222638.00832
1999-02-18 00:00:00+00:00,89.0,217744.86528
1999-02-19 00:00:00+00:00,92.0,225084.57984000002
1999-02-20 00:00:00+00:00,85.0,207958.5792
1999-02-21 00:00:00+00:00,86.0,210405.15072
1999-02-22 00:00:00+00:00,86.0,210405.15072
1999-02-23 00:00:00+00:00,102.0,249550.29504
1999-02-24 00:00:00+00:00,161.0,393898.01472000004
1999-02-25 00:00:00+00:00,198.0,484421.16096
1999-02-26 00:00:00+00:00,180.0,440382.8736
1999-02-27 00:00:00+00:00,166.0,406130.87232
1999-02-28 00:00:00+00:00,216.0,528459.44832
1999-03-01 00:00:00+00:00,235.0,574944.3071999999
