Date,Month,DayOfMonth,WaterTemp,LandTemp,NDVI,ClimateClass,Width,ReachID,ReachName,InsituTemp,DayOfYear,GranD_ID,rel_dist,dels,sarea,DayOfMonth_scaled,Month_scaled,LandTemp_scaled,WaterTemp_scaled,Width_scaled,NDVI_scaled,ClimateClass_scaled,dels_scaled,sarea_scaled,rel_dist_scaled
2014-01-01,1,1,3.58,3.7,0.23,7,432.0,214,Columbia_River_59,4.46,1,310.0,2.0,0.0,0.0,0.0,0.0,-1.1945298297015927,-1.0791334594234756,0.11394557823129252,-1.3951422671885778,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2014-01-01,1,1,-1.33,-0.48,0.39,7,30.0,1327,Okanogan_River_29,1.2,1,291.0,2.0,0.0,0.0,0.0,0.0,-1.5066917492016645,-1.5139637349320076,0.0,-0.48459389749912374,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2016-01-01,1,1,3.29,3.25,0.49,9,72.0,609,Willamette_River_15,5.69,1,,0.0,0.0,0.0,0.0,0.0,-1.2281357779731314,-1.1048158993211281,0.011904761904761906,0.08449883355678496,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2017-01-01,1,1,-3.4,-6.75,0.05,7,432.0,214,Columbia_River_59,4.13,1,310.0,2.0,0.0,0.0,0.0,0.0,-1.974934628451772,-1.6972832197187004,0.11394557823129252,-2.419509183089214,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2017-01-01,1,1,-12.22,-12.02,0.57,7,30.0,1327,Okanogan_River_29,0.84,1,291.0,2.0,0.0,0.0,0.0,0.0,-2.3684976226540155,-2.478383633157652,0.0,0.5397730184015118,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2018-01-01,1,1,6.81,7.52,0.38,9,72.0,609,Willamette_River_15,6.94,1,,0.0,0.0,0.0,0.0,0.0,-0.9092526688187521,-0.7930842150461724,0.011904761904761906,-0.5415031706047146,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2021-01-01,1,1,8.49,9.23,0.49,9,72.0,609,Willamette_River_15,8.1,1,,0.0,0.0,0.0,0.0,0.0,-0.7815500653869045,-0.6443031839149436,0.011904761904761906,0.08449883355678496,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2022-01-01,1,1,0.89,0.91,0.51,9,72.0,609,Willamette_River_15,6.85,1,,0.0,0.0,0.0,0.0,0.0,-1.4028867089851333,-1.317360229508598,0.011904761904761906,0.19831737976796682,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2022-01-01,1,1,0.8,0.35,0.25,26,1397.0,1260,Kootenay_River_46,5.59,1,297.0,1.0,-5326082.51419458,84.15740000000001,0.0,0.0,-1.444707444611937,-1.325330641890628,0.3874716553287982,-1.2813237209773962,0.8620689655172414,0.24210908737543263,0.2491851487289849,0.2
2014-02-01,2,1,-0.33,-1.67,0.23,7,432.0,214,Columbia_River_59,2.66,32,310.0,2.0,0.0,0.0,0.0,0.09090909090909091,-1.5955608124086227,-1.4254035973538952,0.11394557823129252,-1.3951422671885778,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2014-02-01,2,1,-5.35,-4.67,0.35,7,30.0,1327,Okanogan_River_29,1.49,32,291.0,2.0,0.0,0.0,0.0,0.09090909090909091,-1.8196004675522148,-1.8699754879960198,0.0,-0.7122309899214875,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2015-02-01,2,1,4.04,8.43,0.26,7,432.0,214,Columbia_River_59,3.36,32,310.0,2.0,0.0,0.0,0.0,0.09090909090909091,-0.8412939734251957,-1.0383957961375438,0.11394557823129252,-1.2244144478718053,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2016-02-01,2,1,7.46,8.5,0.5,9,72.0,609,Willamette_River_15,8.08,32,,0.0,0.0,0.0,0.0,0.09090909090909091,-0.8360663814718453,-0.7355201256203995,0.011904761904761906,0.14140810666237588,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2017-02-01,2,1,-4.67,-4.43,0.46,7,30.0,1327,Okanogan_River_29,1.96,32,291.0,2.0,0.0,0.0,0.0,0.09090909090909091,-1.8016772951407274,-1.8097545944429032,0.0,-0.08622898575998753,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2018-02-01,2,1,3.43,6.0,0.22,7,432.0,214,Columbia_River_59,3.26,32,310.0,2.0,0.0,0.0,0.0,0.09090909090909091,-1.0227660940915053,-1.0924174800601927,0.11394557823129252,-1.452051540294169,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2018-02-01,2,1,-1.44,-2.15,0.33,7,30.0,1327,Okanogan_River_29,2.59,32,291.0,2.0,0.0,0.0,0.0,0.09090909090909091,-1.6314071572315971,-1.5237053500656002,0.0,-0.8260495361326691,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2019-02-01,2,1,3.3,3.96,0.51,9,72.0,609,Willamette_River_15,6.33,32,,0.0,0.0,0.0,0.0,0.09090909090909091,-1.175113059589148,-1.1039302979453474,0.011904761904761906,0.19831737976796682,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2021-02-01,2,1,-1.39,-2.42,0.23,7,432.0,214,Columbia_River_59,3.79,32,310.0,2.0,-42161.1605205501,274.9375,0.0,0.09090909090909091,-1.6515707261945207,-1.5192773431866944,0.11394557823129252,-1.3951422671885778,0.2068965517241379,0.260287444357954,0.7351793870076725,0.4
2022-02-01,2,1,1.49,3.65,0.28,7,432.0,214,Columbia_River_59,2.58,32,310.0,2.0,0.0,-9.79975,0.0,0.09090909090909091,-1.198263823953986,-1.2642241469617306,0.11394557823129252,-1.1105959016606235,0.2068965517241379,0.260432492055571,0.00983820664704655,0.4
2023-02-01,2,1,3.34,6.8,0.2,7,432.0,214,Columbia_River_59,2.33,32,310.0,2.0,-110071.72369970368,42.788,0.0,0.09090909090909091,-0.9630221860532141,-1.1003878924422226,0.11394557823129252,-1.5658700865053505,0.2068965517241379,0.26005381058906823,0.14380051982352596,0.4
2023-02-01,2,1,5.11,5.82,0.3,7,30.0,1327,Okanogan_River_29,2.67,32,291.0,2.0,-52710.1081587257,24.4652,0.0,0.09090909090909091,-1.036208473400121,-0.9436364489289636,0.0,-0.9967773554494418,0.2068965517241379,0.26025115264898985,0.09712492195387006,0.4
2023-02-01,2,1,1.04,0.84,0.47,26,1397.0,1260,Kootenay_River_46,4.06,32,297.0,1.0,695911.88355705,81.52375,0.0,0.09090909090909091,-1.4081143009384838,-1.3040762088718811,0.3874716553287982,-0.029319712654396906,0.8620689655172414,0.2628266485543014,0.24247617475506064,0.2
2014-03-01,3,1,5.27,8.88,0.34,7,432.0,214,Columbia_River_59,2.62,60,310.0,2.0,0.0,0.0,0.0,0.1818181818181818,-0.8076880251536569,-0.9294668269164656,0.11394557823129252,-0.769140263027078,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2015-03-01,3,1,4.38,8.87,0.27,7,432.0,214,Columbia_River_59,4.57,60,310.0,2.0,0.0,0.0,0.0,0.1818181818181818,-0.8084348240041356,-1.0082853493609856,0.11394557823129252,-1.1675051747662144,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2015-03-01,3,1,8.44,9.68,0.28,7,30.0,1327,Okanogan_River_29,5.11,60,291.0,2.0,0.0,0.0,0.0,0.1818181818181818,-0.7479441171153657,-0.6487311907938493,0.0,-1.1105959016606235,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2016-03-01,3,1,3.32,7.02,0.28,7,432.0,214,Columbia_River_59,4.37,61,310.0,2.0,0.0,0.0,0.0,0.1818181818181818,-0.9465926113426841,-1.102159095193785,0.11394557823129252,-1.1105959016606235,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2017-03-01,3,1,3.69,9.94,0.27,7,432.0,214,Columbia_River_59,2.73,60,310.0,2.0,0.0,0.0,0.0,0.1818181818181818,-0.7285273470029211,-1.0693918442898833,0.11394557823129252,-1.1675051747662144,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2018-03-01,3,1,5.87,5.83,0.27,7,30.0,1327,Okanogan_River_29,3.01,60,291.0,2.0,0.0,0.0,0.0,0.1818181818181818,-1.0354616745496423,-0.8763307443695982,0.0,-1.1675051747662144,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2019-03-01,3,1,8.35,8.35,0.36,9,72.0,609,Willamette_River_15,6.31,60,,0.0,0.0,0.0,0.0,0.1818181818181818,-0.8472683642290249,-0.6567016031758794,0.011904761904761906,-0.6553217168158966,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2020-03-01,3,1,4.65,8.33,0.26,7,432.0,214,Columbia_River_59,3.54,61,310.0,2.0,-445714.6737861498,246.6505,0.0,0.1818181818181818,-0.8487619619299821,-0.9843741122148953,0.11394557823129252,-1.2244144478718053,0.2068965517241379,0.25889909291691826,0.663120933226648,0.4
2020-03-01,3,1,7.92,9.38,0.29,7,30.0,1327,Okanogan_River_29,4.03,61,291.0,2.0,386923.9612867333,24.55666666666667,0.0,0.1818181818181818,-0.7703480826297249,-0.6947824623344677,0.0,-1.0536866285550328,0.2068965517241379,0.26176363258976365,0.09735792462550383,0.4
2021-03-01,3,1,5.26,11.92,0.25,7,432.0,214,Columbia_River_59,3.31,60,310.0,2.0,428529.8136709498,272.05475,0.0,0.1818181818181818,-0.5806611746081503,-0.9303524282922468,0.11394557823129252,-1.2813237209773962,0.2068965517241379,0.26190676985214484,0.7278358543729906,0.4
2022-03-01,3,1,4.09,7.82,0.28,7,432.0,214,Columbia_River_59,2.98,60,310.0,2.0,-52179842.82784584,11.496,0.0,0.1818181818181818,-0.8868487033043928,-1.0339677892586383,0.11394557823129252,-1.1105959016606235,0.2068965517241379,0.08091736555640525,0.06408711310963548,0.4
2022-03-01,3,1,5.94,6.82,0.25,7,30.0,1327,Okanogan_River_29,3.94,60,291.0,2.0,-17908.22851916484,23.6918,0.0,0.1818181818181818,-0.9615285883522569,-0.8701315347391304,0.0,-1.2813237209773962,0.2068965517241379,0.26037088209789827,0.09515475869321166,0.4
2022-03-01,3,1,0.03,1.83,0.42,26,1397.0,1260,Kootenay_River_46,2.36,60,297.0,1.0,158279.49486735003,62.81475,0.0,0.1818181818181818,-1.3341812147410985,-1.393521947825775,0.3874716553287982,-0.31386607818235124,0.8620689655172414,0.26097702346853596,0.19481676895772657,0.2
2023-03-01,3,1,3.08,7.8,0.21,7,432.0,214,Columbia_River_59,2.6,60,310.0,2.0,-324947.51281620003,28.516,0.0,0.1818181818181818,-0.88834230100535,-1.123413528212532,0.11394557823129252,-1.5089608133997598,0.2068965517241379,0.2593145700629494,0.10744395135169146,0.4
2023-03-01,3,1,0.06,0.91,0.3,7,30.0,1327,Okanogan_River_29,3.94,60,291.0,2.0,-419126.50221495,24.2495,0.0,0.1818181818181818,-1.4028867089851333,-1.3908651436984314,0.0,-0.9967773554494418,0.2068965517241379,0.2589905646179491,0.09657544663020312,0.4
2023-03-01,3,1,4.29,5.78,0.46,9,72.0,609,Willamette_River_15,6.54,60,,0.0,0.0,0.0,0.0,0.1818181818181818,-1.0391956688020354,-1.0162557617430157,0.011904761904761906,-0.08622898575998753,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2014-04-01,4,1,8.25,17.51,0.25,7,432.0,214,Columbia_River_59,4.25,91,310.0,2.0,0.0,0.0,0.0,0.2727272727272727,-0.1632006171905901,-0.6655576169336906,0.11394557823129252,-1.2813237209773962,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2014-04-01,4,1,17.36,17.47,0.33,7,30.0,1327,Okanogan_River_29,8.08,91,291.0,2.0,0.0,0.0,0.0,0.2727272727272727,-0.16618781259250487,0.14122523640291362,0.0,-0.8260495361326691,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2015-04-01,4,1,11.82,13.03,0.6,9,72.0,609,Willamette_River_15,10.06,91,,0.0,0.0,0.0,0.0,0.2727272727272727,-0.49776650220502117,-0.3493979257798292,0.011904761904761906,0.7105008377182847,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
2016-04-01,4,1,12.24,22.85,0.41,7,432.0,214,Columbia_River_59,6.5,92,310.0,2.0,0.0,0.0,0.0,0.2727272727272727,0.2355899689650039,-0.31220266799702195,0.11394557823129252,-0.3707753512879422,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2016-04-01,4,1,17.01,19.54,0.43,7,30.0,1327,Okanogan_River_29,10.66,92,291.0,2.0,0.0,0.0,0.0,0.2727272727272727,-0.011600450543426268,0.11022918825057446,0.0,-0.25695680507676033,0.2068965517241379,0.260432492055571,0.03480214175648181,0.4
2016-04-01,4,1,14.37,15.92,0.49,9,72.0,609,Willamette_River_15,12.34,92,,0.0,0.0,0.0,0.0,0.2727272727272727,-0.28194163441669406,-0.12356957495564258,0.011904761904761906,0.08449883355678496,0.27586206896551724,0.260432492055571,0.03480214175648181,0.0
